"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia TALARA",,,,,,,,,
"Viviendas particulares (001)",29040,21082,1562,417,2400,152,17,2668,742
"Ocupantes presentes (002)",127209,93850,6839,1835,9876,617,60,11404,2728
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",28387,20779,1499,394,2296,139,16,2576,688
"Ocupantes presentes (005)",124972,92812,6606,1752,9524,567,56,11087,2568
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",166,141,21,,,,,4,
"Ocupantes presentes (008)",503,412,66,,,,,25,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",35,32,1,,,,,2,
"Ocupantes presentes (011)",137,132,1,,,,,4,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",85,45,12,2,16,,,7,3
"Ocupantes presentes (014)",343,197,51,4,58,,,25,8
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",92,,,8,50,12,1,9,12
"Ocupantes presentes (017)",319,,,36,193,47,4,19,20
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",212,51,28,9,29,1,,60,34
"Ocupantes presentes (020)",784,216,109,29,85,3,,223,119
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",53,34,1,3,6,,,6,3
"Ocupantes presentes (023)",129,81,6,10,11,,,13,8
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",10,,,1,3,,,4,2
"Ocupantes presentes (026)",22,,,4,5,,,8,5
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",28481,20974,1523,395,2110,106,10,2640,723
"Ocupantes presentes (029)",125021,93497,6705,1740,8553,477,35,11321,2693
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",27921,20671,1460,381,2056,105,10,2557,681
"Ocupantes presentes (032)",123107,92459,6472,1697,8394,474,35,11023,2553
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",166,141,21,,,,,4,
"Ocupantes presentes (035)",503,412,66,,,,,25,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",35,32,1,,,,,2,
"Ocupantes presentes (038)",137,132,1,,,,,4,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",85,45,12,2,16,,,7,3
"Ocupantes presentes (041)",343,197,51,4,58,,,25,8
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",212,51,28,9,29,1,,60,34
"Ocupantes presentes (047)",784,216,109,29,85,3,,223,119
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",53,34,1,3,6,,,6,3
"Ocupantes presentes (050)",129,81,6,10,11,,,13,8
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",9,,,,3,,,4,2
"Ocupantes presentes (053)",18,,,,5,,,8,5
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",559,108,39,22,290,46,7,28,19
"Ocupantes presentes (056)",2188,353,134,95,1323,140,25,83,35
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",466,108,39,13,240,34,6,19,7
"Ocupantes presentes (059)",1865,353,134,55,1130,93,21,64,15
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",92,,,8,50,12,1,9,12
"Ocupantes presentes (071)",319,,,36,193,47,4,19,20
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,1,,,,,
"Ocupantes presentes (080)",4,,,4,,,,,
