"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia GRAU",,,,,,,,,
"Viviendas particulares (001)",6983,811,710,74,,223,4445,314,406
"Ocupantes presentes (002)",24865,3029,2419,306,,781,15987,916,1427
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6589,807,703,73,,223,4067,310,406
"Ocupantes presentes (005)",23647,3010,2412,299,,781,14812,906,1427
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",17,3,7,,,,6,1,
"Ocupantes presentes (014)",55,18,7,,,,26,4,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",367,,,,,,366,1,
"Ocupantes presentes (017)",1132,,,,,,1129,3,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",6,1,,1,,,3,1,
"Ocupantes presentes (020)",23,1,,7,,,13,2,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,,,,,,2,1,
"Ocupantes presentes (023)",4,,,,,,3,1,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,1,,
"Ocupantes presentes (026)",4,,,,,,4,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2821,658,436,21,,150,1270,151,135
"Ocupantes presentes (029)",9850,2493,1365,95,,557,4530,409,401
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2796,654,429,20,,150,1260,148,135
"Ocupantes presentes (032)",9770,2474,1358,88,,557,4490,402,401
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",17,3,7,,,,6,1,
"Ocupantes presentes (041)",55,18,7,,,,26,4,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",6,1,,1,,,3,1,
"Ocupantes presentes (047)",23,1,,7,,,13,2,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,,,,,1,1,
"Ocupantes presentes (050)",2,,,,,,1,1,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4162,153,274,53,,73,3175,163,271
"Ocupantes presentes (056)",15015,536,1054,211,,224,11457,507,1026
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3793,153,274,53,,73,2807,162,271
"Ocupantes presentes (059)",13877,536,1054,211,,224,10322,504,1026
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",367,,,,,,366,1,
"Ocupantes presentes (071)",1132,,,,,,1129,3,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,1,,
"Ocupantes presentes (077)",2,,,,,,2,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,1,,
"Ocupantes presentes (080)",4,,,,,,4,,
