"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CAJATAMBO (000)",6113,948,760,993,1034,798,1580
"Católica (001)",4624,727,561,749,819,592,1176
"Cristiana/Evangélica (002)",1095,154,128,164,162,160,327
"Otra (003)",194,24,26,42,32,26,44
"Ninguna (004)",200,43,45,38,21,20,33
"Hombres (006)",3145,488,409,506,539,431,772
"Católica (007)",2441,374,307,392,437,337,594
"Cristiana/Evangélica (008)",507,80,64,75,71,73,144
"Otra (009)",90,9,12,19,19,13,18
"Ninguna (010)",107,25,26,20,12,8,16
"Mujeres (012)",2968,460,351,487,495,367,808
"Católica (013)",2183,353,254,357,382,255,582
"Cristiana/Evangélica (014)",588,74,64,89,91,87,183
"Otra (015)",104,15,14,23,13,13,26
"Ninguna (016)",93,18,19,18,9,12,17
,,,,,,,
"URBANA (018)",3739,642,410,580,638,491,978
"Católica (019)",2683,453,268,411,492,344,715
"Cristiana/Evangélica (020)",713,124,83,99,98,108,201
"Otra (021)",174,24,23,38,30,24,35
"Ninguna (022)",169,41,36,32,18,15,27
"Hombres (024)",1837,327,220,275,325,242,448
"Católica (025)",1353,231,146,202,257,181,336
"Cristiana/Evangélica (026)",313,64,41,40,40,45,83
"Otra (027)",80,9,10,17,18,11,15
"Ninguna (028)",91,23,23,16,10,5,14
"Mujeres (030)",1902,315,190,305,313,249,530
"Católica (031)",1330,222,122,209,235,163,379
"Cristiana/Evangélica (032)",400,60,42,59,58,63,118
"Otra (033)",94,15,13,21,12,13,20
"Ninguna (034)",78,18,13,16,8,10,13
,,,,,,,
"RURAL (036)",2374,306,350,413,396,307,602
"Católica (037)",1941,274,293,338,327,248,461
"Cristiana/Evangélica (038)",382,30,45,65,64,52,126
"Otra (039)",20,,3,4,2,2,9
"Ninguna (040)",31,2,9,6,3,5,6
"Hombres (042)",1308,161,189,231,214,189,324
"Católica (043)",1088,143,161,190,180,156,258
"Cristiana/Evangélica (044)",194,16,23,35,31,28,61
"Otra (045)",10,,2,2,1,2,3
"Ninguna (046)",16,2,3,4,2,3,2
"Mujeres (048)",1066,145,161,182,182,118,278
"Católica (049)",853,131,132,148,147,92,203
"Cristiana/Evangélica (050)",188,14,22,30,33,24,65
"Otra (051)",10,,1,2,1,,6
"Ninguna (052)",15,,6,2,1,2,4
