"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MORROPON (000)",159693,40504,13303,4414,101614
"Menos de 1 año (001)",2977,1868,267,62,783
"De 1 a 14 años (002)",48742,23904,3911,985,19972
"De 15 a 29 años (003)",38632,7063,2024,947,28623
"De 30 a 44 años (004)",29634,3636,2611,809,22614
"De 45 a 64 años (005)",26040,2651,2592,920,19917
"De 65 y mas años (006)",13668,1382,1898,691,9705
"Hombres (008)",80951,19638,6694,2449,52270
"Menos de 1 año (009)",1511,947,151,33,381
"De 1 a 14 años (010)",24856,12196,2011,493,10175
"De 15 a 29 años (011)",19839,3149,967,535,15201
"De 30 a 44 años (012)",14361,1371,1159,438,11426
"De 45 a 64 años (013)",13226,1218,1287,522,10227
"De 65 y mas años (014)",7158,757,1119,428,4860
"Mujeres (016)",78742,20866,6609,1965,49344
"Menos de 1 año (017)",1466,921,116,29,402
"De 1 a 14 años (018)",23886,11708,1900,492,9797
"De 15 a 29 años (019)",18793,3914,1057,412,13422
"De 30 a 44 años (020)",15273,2265,1452,371,11188
"De 45 a 64 años (021)",12814,1433,1305,398,9690
"De 65 y mas años (022)",6510,625,779,263,4845
,,,,,
"URBANA (024)",91798,21128,10878,3693,56221
"Menos de 1 año (025)",1634,938,209,52,437
"De 1 a 14 años (026)",26197,10954,3118,785,11364
"De 15 a 29 años (027)",22905,4075,1674,797,16379
"De 30 a 44 años (028)",17907,2348,2215,702,12677
"De 45 a 64 años (029)",15386,1802,2254,777,10587
"De 65 y mas años (030)",7769,1011,1408,580,4777
"Hombres (032)",45856,10124,5396,2038,28386
"Menos de 1 año (033)",846,491,117,31,208
"De 1 a 14 años (034)",13236,5531,1589,399,5734
"De 15 a 29 años (035)",11447,1814,804,433,8407
"De 30 a 44 años (036)",8475,893,984,380,6250
"De 45 a 64 años (037)",7770,826,1106,441,5419
"De 65 y mas años (038)",4082,569,796,354,2368
"Mujeres (040)",45942,11004,5482,1655,27835
"Menos de 1 año (041)",788,447,92,21,229
"De 1 a 14 años (042)",12961,5423,1529,386,5630
"De 15 a 29 años (043)",11458,2261,870,364,7972
"De 30 a 44 años (044)",9432,1455,1231,322,6427
"De 45 a 64 años (045)",7616,976,1148,336,5168
"De 65 y mas años (046)",3687,442,612,226,2409
,,,,,
"RURAL (048)",67895,19376,2425,721,45393
"Menos de 1 año (049)",1343,930,58,10,346
"De 1 a 14 años (050)",22545,12950,793,200,8608
"De 15 a 29 años (051)",15727,2988,350,150,12244
"De 30 a 44 años (052)",11727,1288,396,107,9937
"De 45 a 64 años (053)",10654,849,338,143,9330
"De 65 y mas años (054)",5899,371,490,111,4928
"Hombres (056)",35095,9514,1298,411,23884
"Menos de 1 año (057)",665,456,34,2,173
"De 1 a 14 años (058)",11620,6665,422,94,4441
"De 15 a 29 años (059)",8392,1335,163,102,6794
"De 30 a 44 años (060)",5886,478,175,58,5176
"De 45 a 64 años (061)",5456,392,181,81,4808
"De 65 y mas años (062)",3076,188,323,74,2492
"Mujeres (064)",32800,9862,1127,310,21509
"Menos de 1 año (065)",678,474,24,8,173
"De 1 a 14 años (066)",10925,6285,371,106,4167
"De 15 a 29 años (067)",7335,1653,187,48,5450
"De 30 a 44 años (068)",5841,810,221,49,4761
"De 45 a 64 años (069)",5198,457,157,62,4522
"De 65 y mas años (070)",2823,183,167,37,2436
