"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia HUAYLAS (000)",53729,53089,429,211
"Hombres (001)",26491,26261,122,108
"Mujeres (002)",27238,26828,307,103
"Menores de 1 año (003)",1047,943,70,34
"Hombres (004)",520,464,35,21
"Mujeres (005)",527,479,35,13
"De 1 a 5 años (006)",6197,5991,63,143
"Hombres (007)",3153,3042,31,80
"Mujeres (008)",3044,2949,32,63
"De 6 a 14 años (009)",12183,12159,8,16
"Hombres (010)",6217,6211,3,3
"Mujeres (011)",5966,5948,5,13
"De 15 a 29 años (012)",12823,12802,16,5
"Hombres (013)",6341,6333,8,
"Mujeres (014)",6482,6469,8,5
"De 30 a 44 años (015)",9607,9578,26,3
"Hombres (016)",4696,4689,6,1
"Mujeres (017)",4911,4889,20,2
"De 45 a 64 años (018)",7520,7477,40,3
"Hombres (019)",3649,3640,8,1
"Mujeres (020)",3871,3837,32,2
"De 65 a más años (021)",4352,4139,206,7
"Hombres (022)",1915,1882,31,2
"Mujeres (023)",2437,2257,175,5
,,,,
"URBANA (024)",17538,17382,106,50
"Hombres (025)",8584,8533,26,25
"Mujeres (026)",8954,8849,80,25
"Menores de 1 año (027)",302,273,24,5
"Hombres (028)",152,137,13,2
"Mujeres (029)",150,136,11,3
"De 1 a 5 años (030)",1723,1669,14,40
"Hombres (031)",887,859,6,22
"Mujeres (032)",836,810,8,18
"De 6 a 14 años (033)",3292,3287,4,1
"Hombres (034)",1712,1710,2,
"Mujeres (035)",1580,1577,2,1
"De 15 a 29 años (036)",4551,4549,1,1
"Hombres (037)",2232,2232,,
"Mujeres (038)",2319,2317,1,1
"De 30 a 44 años (039)",3522,3514,5,3
"Hombres (040)",1660,1658,1,1
"Mujeres (041)",1862,1856,4,2
"De 45 a 64 años (042)",2758,2753,5,
"Hombres (043)",1348,1347,1,
"Mujeres (044)",1410,1406,4,
"De 65 a más años (045)",1390,1337,53,
"Hombres (046)",593,590,3,
"Mujeres (047)",797,747,50,
,,,,
"RURAL (048)",36191,35707,323,161
"Hombres (049)",17907,17728,96,83
"Mujeres (050)",18284,17979,227,78
"Menores de 1 año (051)",745,670,46,29
"Hombres (052)",368,327,22,19
"Mujeres (053)",377,343,24,10
"De 1 a 5 años (054)",4474,4322,49,103
"Hombres (055)",2266,2183,25,58
"Mujeres (056)",2208,2139,24,45
"De 6 a 14 años (057)",8891,8872,4,15
"Hombres (058)",4505,4501,1,3
"Mujeres (059)",4386,4371,3,12
"De 15 a 29 años (060)",8272,8253,15,4
"Hombres (061)",4109,4101,8,
"Mujeres (062)",4163,4152,7,4
"De 30 a 44 años (063)",6085,6064,21,
"Hombres (064)",3036,3031,5,
"Mujeres (065)",3049,3033,16,
"De 45 a 64 años (066)",4762,4724,35,3
"Hombres (067)",2301,2293,7,1
"Mujeres (068)",2461,2431,28,2
"De 65 a más años (069)",2962,2802,153,7
"Hombres (070)",1322,1292,28,2
"Mujeres (071)",1640,1510,125,5
