"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia MARISCAL CACERES (000)",20469,16916,1633,918,1002
"Hombres (001)",15061,12543,1263,593,662
"Mujeres (002)",5408,4373,370,325,340
"De 06 a 14 años (003)",717,643,63,10,1
"Hombres (004)",542,483,50,8,1
"Mujeres (005)",175,160,13,2,
"De 15 a 29 años (006)",6917,5758,630,260,269
"Hombres (007)",5088,4252,486,183,167
"Mujeres (008)",1829,1506,144,77,102
"De 30 a 44 años (009)",7243,5728,581,453,481
"Hombres (010)",5243,4215,442,271,315
"Mujeres (011)",2000,1513,139,182,166
"De 45 a 64 años (012)",4647,3897,320,190,240
"Hombres (013)",3426,2879,252,126,169
"Mujeres (014)",1221,1018,68,64,71
"De 65 y más años (015)",945,890,39,5,11
"Hombres (016)",762,714,33,5,10
"Mujeres (017)",183,176,6,,1
,,,,,
"URBANA (018)",12879,9935,1157,828,959
"Hombres (019)",8779,6771,864,512,632
"Mujeres (020)",4100,3164,293,316,327
"De 06 a 14 años (021)",379,328,42,8,1
"Hombres (022)",273,230,36,6,1
"Mujeres (023)",106,98,6,2,
"De 15 a 29 años (024)",4169,3239,452,222,256
"Hombres (025)",2844,2200,333,151,160
"Mujeres (026)",1325,1039,119,71,96
"De 30 a 44 años (027)",4672,3383,413,418,458
"Hombres (028)",3101,2265,301,238,297
"Mujeres (029)",1571,1118,112,180,161
"De 45 a 64 años (030)",3060,2423,228,176,233
"Hombres (031)",2102,1649,176,113,164
"Mujeres (032)",958,774,52,63,69
"De 65 y más años (033)",599,562,22,4,11
"Hombres (034)",459,427,18,4,10
"Mujeres (035)",140,135,4,,1
,,,,,
"RURAL (036)",7590,6981,476,90,43
"Hombres (037)",6282,5772,399,81,30
"Mujeres (038)",1308,1209,77,9,13
"De 06 a 14 años (039)",338,315,21,2,
"Hombres (040)",269,253,14,2,
"Mujeres (041)",69,62,7,,
"De 15 a 29 años (042)",2748,2519,178,38,13
"Hombres (043)",2244,2052,153,32,7
"Mujeres (044)",504,467,25,6,6
"De 30 a 44 años (045)",2571,2345,168,35,23
"Hombres (046)",2142,1950,141,33,18
"Mujeres (047)",429,395,27,2,5
"De 45 a 64 años (048)",1587,1474,92,14,7
"Hombres (049)",1324,1230,76,13,5
"Mujeres (050)",263,244,16,1,2
"De 65 y más años (051)",346,328,17,1,
"Hombres (052)",303,287,15,1,
"Mujeres (053)",43,41,2,,
