"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LA CONVENCION (000)",63455,6184,60,22211,26307,1844,2559,1253,3037
"Empleado (001)",7337,57,2,308,1848,629,1676,476,2341
"Obrero (002)",9430,745,11,3265,4800,254,166,118,71
"Trabajador independiente (003)",34571,3909,20,13844,14408,766,571,541,512
"Empleador o patrono (004)",1283,96,2,518,533,30,28,30,46
"Trabajador familiar no remunerado (005)",9883,1230,25,3911,4331,140,105,82,59
"Trabajador del hogar (006)",951,147,,365,387,25,13,6,8
"Hombres (008)",46938,3750,32,16958,20573,1254,1497,935,1939
"Empleado (009)",4365,19,,145,1187,356,895,326,1437
"Obrero (010)",8120,473,6,2727,4345,242,150,112,65
"Trabajador independiente (011)",27368,2710,17,11417,11522,544,371,423,364
"Empleador o patrono (012)",1041,62,1,453,421,21,20,25,38
"Trabajador familiar no remunerado (013)",5906,467,8,2166,3034,87,61,48,35
"Trabajador del hogar (014)",138,19,,50,64,4,,1,
"Mujeres (016)",16517,2434,28,5253,5734,590,1062,318,1098
"Empleado (017)",2972,38,2,163,661,273,781,150,904
"Obrero (018)",1310,272,5,538,455,12,16,6,6
"Trabajador independiente (019)",7203,1199,3,2427,2886,222,200,118,148
"Empleador o patrono (020)",242,34,1,65,112,9,8,5,8
"Trabajador familiar no remunerado (021)",3977,763,17,1745,1297,53,44,34,24
"Trabajador del hogar (022)",813,128,,315,323,21,13,5,8
,,,,,,,,,
"URBANA (024)",19578,874,8,4187,8828,1049,1577,836,2219
"Empleado (025)",5208,31,1,213,1344,418,1107,375,1719
"Obrero (026)",2759,116,2,729,1622,112,70,63,45
"Trabajador independiente (027)",9126,555,4,2477,4635,425,327,330,373
"Empleador o patrono (028)",535,21,1,164,247,21,21,23,37
"Trabajador familiar no remunerado (029)",1516,122,,482,741,52,41,41,37
"Trabajador del hogar (030)",434,29,,122,239,21,11,4,8
"Hombres (032)",12127,304,5,2502,5808,658,855,580,1415
"Empleado (033)",3078,10,,93,838,233,582,248,1074
"Obrero (034)",2395,62,2,595,1465,108,63,59,41
"Trabajador independiente (035)",5547,198,3,1468,2940,271,180,234,253
"Empleador o patrono (036)",389,9,,133,169,16,15,18,29
"Trabajador familiar no remunerado (037)",664,23,,193,369,26,15,20,18
"Trabajador del hogar (038)",54,2,,20,27,4,,1,
"Mujeres (040)",7451,570,3,1685,3020,391,722,256,804
"Empleado (041)",2130,21,1,120,506,185,525,127,645
"Obrero (042)",364,54,,134,157,4,7,4,4
"Trabajador independiente (043)",3579,357,1,1009,1695,154,147,96,120
"Empleador o patrono (044)",146,12,1,31,78,5,6,5,8
"Trabajador familiar no remunerado (045)",852,99,,289,372,26,26,21,19
"Trabajador del hogar (046)",380,27,,102,212,17,11,3,8
,,,,,,,,,
"RURAL (048)",43877,5310,52,18024,17479,795,982,417,818
"Empleado (049)",2129,26,1,95,504,211,569,101,622
"Obrero (050)",6671,629,9,2536,3178,142,96,55,26
"Trabajador independiente (051)",25445,3354,16,11367,9773,341,244,211,139
"Empleador o patrono (052)",748,75,1,354,286,9,7,7,9
"Trabajador familiar no remunerado (053)",8367,1108,25,3429,3590,88,64,41,22
"Trabajador del hogar (054)",517,118,,243,148,4,2,2,
"Hombres (056)",34811,3446,27,14456,14765,596,642,355,524
"Empleado (057)",1287,9,,52,349,123,313,78,363
"Obrero (058)",5725,411,4,2132,2880,134,87,53,24
"Trabajador independiente (059)",21821,2512,14,9949,8582,273,191,189,111
"Empleador o patrono (060)",652,53,1,320,252,5,5,7,9
"Trabajador familiar no remunerado (061)",5242,444,8,1973,2665,61,46,28,17
"Trabajador del hogar (062)",84,17,,30,37,,,,
"Mujeres (064)",9066,1864,25,3568,2714,199,340,62,294
"Empleado (065)",842,17,1,43,155,88,256,23,259
"Obrero (066)",946,218,5,404,298,8,9,2,2
"Trabajador independiente (067)",3624,842,2,1418,1191,68,53,22,28
"Empleador o patrono (068)",96,22,,34,34,4,2,,
"Trabajador familiar no remunerado (069)",3125,664,17,1456,925,27,18,13,5
"Trabajador del hogar (070)",433,101,,213,111,4,2,2,
