"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia JAUJA",,,,,,,,,
"Viviendas particulares (001)",23099,4409,18134,139,96,12,241,23,45
"Ocupantes presentes (002)",91508,18771,71061,483,282,38,624,76,173
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",22219,4180,17789,87,73,4,40,20,26
"Ocupantes presentes (005)",88468,17898,69728,290,216,18,133,60,125
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",40,35,5,,,,,,
"Ocupantes presentes (008)",143,117,26,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",155,66,87,2,,,,,
"Ocupantes presentes (011)",685,275,403,7,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",261,116,143,,,,,,2
"Ocupantes presentes (014)",1044,455,577,,,,,,12
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",391,,98,46,23,8,201,3,12
"Ocupantes presentes (017)",1083,,295,173,66,20,491,16,22
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",6,,,4,,,,,2
"Ocupantes presentes (020)",20,,,13,,,,,7
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",25,12,12,,,,,,1
"Ocupantes presentes (023)",59,26,32,,,,,,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",6,,,,,,,,6
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",16048,4034,11868,29,56,3,16,16,26
"Ocupantes presentes (029)",63443,17196,45772,99,149,11,55,45,116
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",15562,3806,11622,23,56,3,16,16,20
"Ocupantes presentes (032)",61493,16324,44738,79,149,11,55,45,92
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",40,35,5,,,,,,
"Ocupantes presentes (035)",143,117,26,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",155,66,87,2,,,,,
"Ocupantes presentes (038)",685,275,403,7,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",261,116,143,,,,,,2
"Ocupantes presentes (041)",1044,455,577,,,,,,12
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",6,,,4,,,,,2
"Ocupantes presentes (047)",20,,,13,,,,,7
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",23,11,11,,,,,,1
"Ocupantes presentes (050)",54,25,28,,,,,,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",4,,,,,,,,4
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",7051,375,6266,110,40,9,225,7,19
"Ocupantes presentes (056)",28065,1575,25289,384,133,27,569,31,57
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6657,374,6167,64,17,1,24,4,6
"Ocupantes presentes (059)",26975,1574,24990,211,67,7,78,15,33
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",391,,98,46,23,8,201,3,12
"Ocupantes presentes (071)",1083,,295,173,66,20,491,16,22
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,1,1,,,,,,
"Ocupantes presentes (077)",5,1,4,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",2,,,,,,,,2
