"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia ILO",,,,
"Viviendas particulares (001)",16508,13917,1991,600
"Ocupantes presentes (002)",59869,51400,6721,1748
"Casa independiente",,,,
"Viviendas particulares (004)",14747,12436,1777,534
"Ocupantes presentes (005)",54385,46687,6110,1588
"Departamento en edificio",,,,
"Viviendas particulares (007)",1332,1257,75,
"Ocupantes presentes (008)",4219,3999,220,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",44,34,10,
"Ocupantes presentes (011)",142,121,21,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",45,24,19,2
"Ocupantes presentes (014)",118,70,38,10
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (019)",320,151,105,64
"Ocupantes presentes (020)",961,485,326,150
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",20,15,5,
"Ocupantes presentes (023)",44,38,6,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",8506,8014,420,72
"Ocupantes presentes (029)",31603,29990,1402,211
"Casa independiente",,,,
"Viviendas particulares (031)",7181,6817,304,60
"Ocupantes presentes (032)",27414,26152,1085,177
"Departamento en edificio",,,,
"Viviendas particulares (034)",1196,1129,67,
"Ocupantes presentes (035)",3832,3632,200,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",39,30,9,
"Ocupantes presentes (038)",126,106,20,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",33,12,19,2
"Ocupantes presentes (041)",78,30,38,10
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (046)",45,17,18,10
"Ocupantes presentes (047)",124,45,55,24
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",12,9,3,
"Ocupantes presentes (050)",29,25,4,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",8002,5903,1571,528
"Ocupantes presentes (056)",28266,21410,5319,1537
"Casa independiente",,,,
"Viviendas particulares (058)",7566,5619,1473,474
"Ocupantes presentes (059)",26971,20535,5025,1411
"Departamento en edificio",,,,
"Viviendas particulares (061)",136,128,8,
"Ocupantes presentes (062)",387,367,20,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",5,4,1,
"Ocupantes presentes (065)",16,15,1,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",12,12,,
"Ocupantes presentes (068)",40,40,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (073)",275,134,87,54
"Ocupantes presentes (074)",837,440,271,126
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",8,6,2,
"Ocupantes presentes (077)",15,13,2,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",16508,13917,1991,600
"Ocupantes presentes (110)",59869,51400,6721,1748
"Casa independiente",,,,
"Viviendas particulares (112)",14747,12436,1777,534
"Ocupantes presentes (113)",54385,46687,6110,1588
"Departamento en edificio",,,,
"Viviendas particulares (115)",1332,1257,75,
"Ocupantes presentes (116)",4219,3999,220,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",44,34,10,
"Ocupantes presentes (119)",142,121,21,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",45,24,19,2
"Ocupantes presentes (122)",118,70,38,10
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",320,151,105,64
"Ocupantes presentes (128)",961,485,326,150
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",20,15,5,
"Ocupantes presentes (131)",44,38,6,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",8506,8014,420,72
"Ocupantes presentes (137)",31603,29990,1402,211
"Casa independiente",,,,
"Viviendas particulares (139)",7181,6817,304,60
"Ocupantes presentes (140)",27414,26152,1085,177
"Departamento en edificio",,,,
"Viviendas particulares (142)",1196,1129,67,
"Ocupantes presentes (143)",3832,3632,200,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",39,30,9,
"Ocupantes presentes (146)",126,106,20,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",33,12,19,2
"Ocupantes presentes (149)",78,30,38,10
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",45,17,18,10
"Ocupantes presentes (155)",124,45,55,24
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",12,9,3,
"Ocupantes presentes (158)",29,25,4,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",8002,5903,1571,528
"Ocupantes presentes (164)",28266,21410,5319,1537
"Casa independiente",,,,
"Viviendas particulares (166)",7566,5619,1473,474
"Ocupantes presentes (167)",26971,20535,5025,1411
"Departamento en edificio",,,,
"Viviendas particulares (169)",136,128,8,
"Ocupantes presentes (170)",387,367,20,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",5,4,1,
"Ocupantes presentes (173)",16,15,1,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",12,12,,
"Ocupantes presentes (176)",40,40,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",275,134,87,54
"Ocupantes presentes (182)",837,440,271,126
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",8,6,2,
"Ocupantes presentes (185)",15,13,2,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
