"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUARAL",,,,,,,,,
"Viviendas particulares (001)",3093,1752,517,143,361,45,33,43,199
"Ocupantes presentes (002)",12570,7000,2214,612,1466,209,140,157,772
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2822,1600,485,132,314,37,31,39,184
"Ocupantes presentes (005)",11529,6405,2085,575,1293,188,131,146,706
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",51,20,12,5,9,1,1,1,2
"Ocupantes presentes (008)",193,79,47,18,31,3,4,4,7
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",50,21,5,1,16,4,,,3
"Ocupantes presentes (011)",178,71,22,5,60,10,,,10
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",90,48,9,4,20,,1,2,6
"Ocupantes presentes (014)",343,175,38,11,76,,5,6,32
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",76,62,5,,1,3,,1,4
"Ocupantes presentes (020)",319,269,20,,4,8,,1,17
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,1,1,1,1,,,,
"Ocupantes presentes (023)",8,1,2,3,2,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2971,1696,515,140,348,45,33,43,151
"Ocupantes presentes (029)",12086,6747,2202,606,1436,209,140,157,589
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2701,1544,483,130,301,37,31,39,136
"Ocupantes presentes (032)",11048,6152,2073,572,1263,188,131,146,523
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",51,20,12,5,9,1,1,1,2
"Ocupantes presentes (035)",193,79,47,18,31,3,4,4,7
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",50,21,5,1,16,4,,,3
"Ocupantes presentes (038)",178,71,22,5,60,10,,,10
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",90,48,9,4,20,,1,2,6
"Ocupantes presentes (041)",343,175,38,11,76,,5,6,32
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",76,62,5,,1,3,,1,4
"Ocupantes presentes (047)",319,269,20,,4,8,,1,17
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",3,1,1,,1,,,,
"Ocupantes presentes (050)",5,1,2,,2,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",122,56,2,3,13,,,,48
"Ocupantes presentes (056)",484,253,12,6,30,,,,183
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",121,56,2,2,13,,,,48
"Ocupantes presentes (059)",481,253,12,3,30,,,,183
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,1,,,,,
"Ocupantes presentes (077)",3,,,3,,,,,
"Otro tipo",,,,,,,,,
