"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CANCHIS",,,,,,,,,
"Hogares (001)",26360,624,279,198,174,104,65,52,24864
"Ocupantes presentes (002)",96224,1910,805,627,683,465,325,307,91102
"Casa independiente",,,,,,,,,
"Hogares (004)",21864,494,221,157,146,88,57,42,20659
"Ocupantes presentes (005)",81856,1553,661,506,580,400,288,245,77623
"Departamento en edificio",,,,,,,,,
"Hogares (007)",77,3,1,2,,1,,,70
"Ocupantes presentes (008)",265,5,1,15,,5,,,239
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",278,17,8,5,2,1,,4,241
"Ocupantes presentes (011)",910,41,18,11,6,7,,22,805
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",3120,106,43,33,26,14,3,6,2889
"Ocupantes presentes (014)",10131,306,113,92,97,53,16,40,9414
"Choza o cabaña",,,,,,,,,
"Hogares (016)",994,3,4,1,,,4,,982
"Ocupantes presentes (017)",2990,4,8,3,,,15,,2960
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",4,,1,,,,,,3
"Ocupantes presentes (020)",11,,2,,,,,,9
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",17,,1,,,,1,,15
"Ocupantes presentes (023)",51,,2,,,,6,,43
"Otro tipo",,,,,,,,,
"Hogares (025)",6,1,,,,,,,5
"Ocupantes presentes (026)",10,1,,,,,,,9
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",15444,510,232,177,157,89,50,48,14181
"Ocupantes presentes (029)",57645,1575,671,552,617,408,260,286,53276
"Casa independiente",,,,,,,,,
"Hogares (031)",11949,383,178,137,129,73,46,38,10965
"Ocupantes presentes (032)",46286,1222,535,434,514,343,238,224,42776
"Departamento en edificio",,,,,,,,,
"Hogares (034)",77,3,1,2,,1,,,70
"Ocupantes presentes (035)",265,5,1,15,,5,,,239
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",278,17,8,5,2,1,,4,241
"Ocupantes presentes (038)",910,41,18,11,6,7,,22,805
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",3120,106,43,33,26,14,3,6,2889
"Ocupantes presentes (041)",10131,306,113,92,97,53,16,40,9414
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",4,,1,,,,,,3
"Ocupantes presentes (047)",11,,2,,,,,,9
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",11,,1,,,,1,,9
"Ocupantes presentes (050)",34,,2,,,,6,,26
"Otro tipo",,,,,,,,,
"Hogares (052)",5,1,,,,,,,4
"Ocupantes presentes (053)",8,1,,,,,,,7
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",10916,114,47,21,17,15,15,4,10683
"Ocupantes presentes (056)",38579,335,134,75,66,57,65,21,37826
"Casa independiente",,,,,,,,,
"Hogares (058)",9915,111,43,20,17,15,11,4,9694
"Ocupantes presentes (059)",35570,331,126,72,66,57,50,21,34847
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",994,3,4,1,,,4,,982
"Ocupantes presentes (071)",2990,4,8,3,,,15,,2960
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",6,,,,,,,,6
"Ocupantes presentes (077)",17,,,,,,,,17
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",2,,,,,,,,2
