"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ISLAY (000)",14852,13865,65,3320,3869,2595,2615,984,347,70,987,40217
"De 12 a 14 años (001)",11,4,,4,,,,,,,7,4
"De 15 a 19 años (002)",235,206,4,186,12,1,3,,,,29,225
"De 20 a 24 años (003)",1138,877,11,649,185,23,6,3,,,261,1134
"De 25 a 29 años (004)",1728,1523,8,778,548,153,34,1,1,,205,2489
"De 30 a 34 años (005)",1903,1808,9,568,775,320,126,10,,,95,3677
"De 35 a 39 años (006)",1793,1736,2,330,697,452,226,26,3,,57,4222
"De 40 a 44 años (007)",1631,1573,4,224,531,400,326,71,14,3,58,4497
"De 45 a 49 años (008)",1391,1351,3,167,363,334,370,92,20,2,40,4284
"De 50 y más años (009)",5022,4787,24,414,758,912,1524,781,309,65,235,19685
"PEA (010)",6696,6088,27,1601,1788,1170,1035,346,100,21,608,16451
"De 12 a 14 años (011)",2,2,,2,,,,,,,,2
"De 15 a 19 años (012)",64,58,2,52,3,,1,,,,6,62
"De 20 a 24 años (013)",489,354,5,265,74,6,3,1,,,135,451
"De 25 a 29 años (014)",819,685,4,373,229,63,15,,1,,134,1089
"De 30 a 34 años (015)",970,904,6,320,368,149,57,4,,,66,1773
"De 35 a 39 años (016)",1003,962,,211,383,241,108,17,2,,41,2275
"De 40 a 44 años (017)",923,886,3,139,283,231,183,38,8,1,37,2514
"De 45 a 49 años (018)",762,740,2,93,196,171,210,56,10,2,22,2368
"De 50 y más años (019)",1664,1497,5,146,252,309,458,230,79,18,167,5917
"Ocupada (020)",6383,5807,25,1506,1723,1109,998,329,96,21,576,15735
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
