"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHACHAPOYAS (000)",19163,18672,5573,2950,2783,1943,2531,1496,850,546,491,48340
"De 12 a 14 años (001)",1733,1728,1722,5,1,,,,,,5,7
"De 15 a 19 años (002)",2421,2388,2075,279,30,4,,,,,33,351
"De 20 a 24 años (003)",2245,2108,913,808,308,61,15,3,,,137,1689
"De 25 a 29 años (004)",1909,1810,314,655,504,221,107,7,2,,99,2846
"De 30 a 34 años (005)",1790,1730,126,417,543,350,255,33,4,2,60,3912
"De 35 a 39 años (006)",1756,1712,82,256,483,382,368,107,28,6,44,4957
"De 40 a 44 años (007)",1576,1547,68,155,311,296,425,199,76,17,29,5631
"De 45 a 49 años (008)",1234,1220,63,103,220,196,327,204,74,33,14,4868
"De 50 y más años (009)",4499,4429,210,272,383,433,1034,943,666,488,70,24079
"PEA (010)",6821,6573,1298,1374,1323,830,908,486,221,133,248,16918
"De 12 a 14 años (011)",97,97,95,1,1,,,,,,,3
"De 15 a 19 años (012)",478,467,393,68,4,2,,,,,11,82
"De 20 a 24 años (013)",763,695,350,247,85,12,1,,,,68,457
"De 25 a 29 años (014)",877,809,200,332,181,70,24,2,,,68,1019
"De 30 a 34 años (015)",890,847,83,266,277,129,82,9,,1,43,1621
"De 35 a 39 años (016)",906,883,49,182,274,184,144,42,5,3,23,2246
"De 40 a 44 años (017)",833,819,40,106,204,177,183,85,19,5,14,2601
"De 45 a 49 años (018)",614,610,28,68,140,112,149,82,19,12,4,2159
"De 50 y más años (019)",1363,1346,60,104,157,144,325,266,178,112,17,6730
"Ocupada (020)",6572,6342,1190,1311,1293,816,896,484,220,132,230,16671
"De 12 a 14 años (021)",91,91,89,1,1,,,,,,,3
