"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia REQUENA (000)",59125,4106,17336,12377,8519,6780,4541,2794,2672
"Quechua (001)",29,1,3,4,3,3,7,3,5
"Aymara (002)",6,2,2,,1,,1,,
"Ashaninca (003)",16,1,7,1,1,3,2,1,
"Otra lengua nativa (004)",1449,126,481,351,183,167,66,52,23
"Castellano (005)",57561,3976,16821,12004,8321,6600,4461,2736,2642
"Es sordomudo/a (007)",64,,22,17,10,7,4,2,2
"Hombres (009)",31118,2085,8980,6274,4395,3643,2575,1585,1581
"Quechua (010)",19,,1,3,2,2,5,3,3
"Aymara (011)",2,,,,1,,1,,
"Ashaninca (012)",5,,2,1,,1,,1,
"Otra lengua nativa (013)",709,65,253,149,82,85,36,26,13
"Castellano (014)",30352,2020,8713,6114,4307,3549,2532,1554,1563
"Es sordomudo/a (016)",31,,11,7,3,6,1,1,2
"Mujeres (018)",28007,2021,8356,6103,4124,3137,1966,1209,1091
"Quechua (019)",10,1,2,1,1,1,2,,2
"Aymara (020)",4,2,2,,,,,,
"Ashaninca (021)",11,1,5,,1,2,2,,
"Otra lengua nativa (022)",740,61,228,202,101,82,30,26,10
"Castellano (023)",27209,1956,8108,5890,4014,3051,1929,1182,1079
"Es sordomudo/a (025)",33,,11,10,7,1,3,1,
,,,,,,,,,
"URBANA (027)",34187,2118,9788,7518,4925,4026,2707,1597,1508
"Quechua (028)",16,,2,3,2,1,5,1,2
"Aymara (029)",3,1,,,1,,1,,
"Ashaninca (030)",7,,4,,1,1,1,,
"Otra lengua nativa (031)",129,10,31,37,23,17,6,4,1
"Castellano (032)",34001,2107,9738,7472,4894,4002,2692,1592,1504
"Es sordomudo/a (034)",31,,13,6,4,5,2,,1
"Hombres (036)",17688,1072,5074,3802,2424,2064,1495,901,856
"Quechua (037)",12,,1,3,1,1,4,1,1
"Aymara (038)",2,,,,1,,1,,
"Ashaninca (039)",1,,1,,,,,,
"Otra lengua nativa (040)",63,3,10,25,10,8,4,2,1
"Castellano (041)",17594,1069,5057,3770,2411,2051,1485,898,853
"Es sordomudo/a (043)",16,,5,4,1,4,1,,1
"Mujeres (045)",16499,1046,4714,3716,2501,1962,1212,696,652
"Quechua (046)",4,,1,,1,,1,,1
"Aymara (047)",1,1,,,,,,,
"Ashaninca (048)",6,,3,,1,1,1,,
"Otra lengua nativa (049)",66,7,21,12,13,9,2,2,
"Castellano (050)",16407,1038,4681,3702,2483,1951,1207,694,651
"Es sordomudo/a (052)",15,,8,2,3,1,1,,
,,,,,,,,,
"RURAL (054)",24938,1988,7548,4859,3594,2754,1834,1197,1164
"Quechua (055)",13,1,1,1,1,2,2,2,3
"Aymara (056)",3,1,2,,,,,,
"Ashaninca (057)",9,1,3,1,,2,1,1,
"Otra lengua nativa (058)",1320,116,450,314,160,150,60,48,22
"Castellano (059)",23560,1869,7083,4532,3427,2598,1769,1144,1138
"Es sordomudo/a (061)",33,,9,11,6,2,2,2,1
"Hombres (063)",13430,1013,3906,2472,1971,1579,1080,684,725
"Quechua (064)",7,,,,1,1,1,2,2
"Ashaninca (066)",4,,1,1,,1,,1,
"Otra lengua nativa (067)",646,62,243,124,72,77,32,24,12
"Castellano (068)",12758,951,3656,2344,1896,1498,1047,656,710
"Es sordomudo/a (070)",15,,6,3,2,2,,1,1
"Mujeres (072)",11508,975,3642,2387,1623,1175,754,513,439
"Quechua (073)",6,1,1,1,,1,1,,1
"Aymara (074)",3,1,2,,,,,,
"Ashaninca (075)",5,1,2,,,1,1,,
"Otra lengua nativa (076)",674,54,207,190,88,73,28,24,10
"Castellano (077)",10802,918,3427,2188,1531,1100,722,488,428
"Es sordomudo/a (079)",18,,3,8,4,,2,1,
