"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CANTA (000)",12558,1284,345,4707,4574,479,337,313,519
"Jefe o Jefa (001)",4117,280,5,1597,1574,167,102,123,269
"Esposa(o)/ compa¤era(o) (002)",2251,264,1,859,858,68,86,37,78
"Hijo(a)/ hijastro(a) (003)",4446,505,274,1671,1532,180,86,106,92
"Yerno/ nuera (004)",149,1,,12,104,6,12,8,6
"Nieto(a) (005)",461,93,47,198,96,7,6,5,9
"Padres/ suegros (006)",137,58,,55,21,1,,1,1
"Otro(a) pariente (007)",724,58,14,247,272,40,29,23,41
"Trabajador(a) del hogar (008)",8,1,,3,3,,1,,
"Pensionista (009)",33,,,5,20,1,1,,6
"Otro(a) no pariente (010)",232,24,4,60,94,9,14,10,17
"Hombres (012)",6588,522,169,2302,2684,277,138,195,301
"Jefe o Jefa (013)",3080,140,2,1111,1299,150,72,106,200
"Esposa(o)/ compa¤era(o) (014)",149,8,,63,63,6,1,2,6
"Hijo(a)/ hijastro(a) (015)",2379,273,142,815,920,86,32,62,49
"Yerno/ nuera (016)",88,,,7,64,3,9,2,3
"Nieto(a) (017)",243,50,17,106,51,4,4,4,7
"Padres/ suegros (018)",45,8,,22,12,1,,1,1
"Otro(a) pariente (019)",414,26,7,138,176,22,14,13,18
"Trabajador(a) del hogar (020)",1,1,,,,,,,
"Pensionista (021)",29,,,4,20,1,,,4
"Otro(a) no pariente (022)",160,16,1,36,79,4,6,5,13
"Mujeres (024)",5970,762,176,2405,1890,202,199,118,218
"Jefe o Jefa (025)",1037,140,3,486,275,17,30,17,69
"Esposa(o)/ compa¤era(o) (026)",2102,256,1,796,795,62,85,35,72
"Hijo(a)/ hijastro(a) (027)",2067,232,132,856,612,94,54,44,43
"Yerno/ nuera (028)",61,1,,5,40,3,3,6,3
"Nieto(a) (029)",218,43,30,92,45,3,2,1,2
"Padres/ suegros (030)",92,50,,33,9,,,,
"Otro(a) pariente (031)",310,32,7,109,96,18,15,10,23
"Trabajador(a) del hogar (032)",7,,,3,3,,1,,
"Pensionista (033)",4,,,1,,,1,,2
"Otro(a) no pariente (034)",72,8,3,24,15,5,8,5,4
,,,,,,,,,
"URBANA (036)",6028,405,149,2389,2183,209,181,181,331
"Jefe o Jefa (037)",2013,61,3,849,746,66,63,53,172
"Esposa(o)/ compa¤era(o) (038)",1004,48,1,447,364,26,41,32,45
"Hijo(a)/ hijastro(a) (039)",2000,188,105,756,723,73,36,61,58
"Yerno/ nuera (040)",91,,,8,60,4,7,6,6
"Nieto(a) (041)",301,58,29,130,62,6,5,4,7
"Padres/ suegros (042)",64,16,,34,13,1,,,
"Otro(a) pariente (043)",375,27,9,121,137,27,15,15,24
"Trabajador(a) del hogar (044)",6,1,,3,2,,,,
"Pensionista (045)",25,,,2,16,1,1,,5
"Otro(a) no pariente (046)",149,6,2,39,60,5,13,10,14
"Hombres (048)",3092,176,69,1134,1239,117,77,101,179
"Jefe o Jefa (049)",1385,16,1,537,569,55,42,42,123
