"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SANTA (000)",7507,1569,5938
"Sin nivel (001)",189,29,160
"Educación inicial (002)",18,8,10
"Primaria (003)",1241,231,1010
"Secundaria (004)",3204,734,2470
"Superior no univ. incompleta (005)",550,99,451
"Superior no univ. completa (006)",696,113,583
"Superior univ. incompleta (007)",631,168,463
"Superior univ. completa (008)",978,187,791
"De 14 a 29 años (010)",3660,1210,2450
"Sin nivel (011)",36,17,19
"Educación inicial (012)",15,6,9
"Primaria (013)",379,148,231
"Secundaria (014)",1754,585,1169
"Superior no univ. incompleta (015)",319,82,237
"Superior no univ. completa (016)",312,81,231
"Superior univ. incompleta (017)",418,153,265
"Superior univ. completa (018)",427,138,289
"De 30 a 44 años (020)",2243,304,1939
"Sin nivel (021)",51,9,42
"Educación inicial (022)",3,2,1
"Primaria (023)",340,64,276
"Secundaria (024)",925,128,797
"Superior no univ. incompleta (025)",155,15,140
"Superior no univ. completa (026)",245,27,218
"Superior univ. incompleta (027)",148,14,134
"Superior univ. completa (028)",376,45,331
"De 45 a 64 años (030)",1365,55,1310
"Sin nivel (031)",67,3,64
"Primaria (033)",403,19,384
"Secundaria (034)",477,21,456
"Superior no univ. incompleta (035)",71,2,69
"Superior no univ. completa (036)",126,5,121
"Superior univ. incompleta (037)",59,1,58
"Superior univ. completa (038)",162,4,158
"De 65 y más años (040)",239,,239
"Sin nivel (041)",35,,35
"Primaria (043)",119,,119
"Secundaria (044)",48,,48
"Superior no univ. incompleta (045)",5,,5
"Superior no univ. completa (046)",13,,13
"Superior univ. incompleta (047)",6,,6
"Superior univ. completa (048)",13,,13
,,,
"AREA URBANA (050)",7145,1468,5677
"Sin nivel (051)",149,24,125
"Educación inicial (052)",18,8,10
"Primaria (053)",1096,181,915
"Secundaria (054)",3052,694,2358
"Superior no univ. incompleta (055)",547,98,449
"Superior no univ. completa (056)",685,110,575
"Superior univ. incompleta (057)",625,167,458
"Superior univ. completa (058)",973,186,787
"De 14 a 29 años (060)",3486,1138,2348
"Sin nivel (061)",30,14,16
"Educación inicial (062)",15,6,9
"Primaria (063)",314,114,200
"Secundaria (064)",1665,554,1111
"Superior no univ. incompleta (065)",317,81,236
"Superior no univ. completa (066)",306,80,226
"Superior univ. incompleta (067)",415,152,263
"Superior univ. completa (068)",424,137,287
"De 30 a 44 años (070)",2153,278,1875
"Sin nivel (071)",41,7,34
"Educación inicial (072)",3,2,1
"Primaria (073)",308,51,257
"Secundaria (074)",883,119,764
"Superior no univ. incompleta (075)",154,15,139
"Superior no univ. completa (076)",243,25,218
"Superior univ. incompleta (077)",145,14,131
"Superior univ. completa (078)",376,45,331
"De 45 a 64 años (080)",1295,52,1243
"Sin nivel (081)",57,3,54
"Primaria (083)",368,16,352
"Secundaria (084)",457,21,436
"Superior no univ. incompleta (085)",71,2,69
"Superior no univ. completa (086)",123,5,118
"Superior univ. incompleta (087)",59,1,58
"Superior univ. completa (088)",160,4,156
"De 65 y más años (090)",211,,211
"Sin nivel (091)",21,,21
"Primaria (093)",106,,106
"Secundaria (094)",47,,47
"Superior no univ. incompleta (095)",5,,5
"Superior no univ. completa (096)",13,,13
"Superior univ. incompleta (097)",6,,6
"Superior univ. completa (098)",13,,13
,,,
"AREA RURAL (100)",362,101,261
"Sin nivel (101)",40,5,35
"Primaria (103)",145,50,95
"Secundaria (104)",152,40,112
"Superior no univ. incompleta (105)",3,1,2
"Superior no univ. completa (106)",11,3,8
"Superior univ. incompleta (107)",6,1,5
"Superior univ. completa (108)",5,1,4
"De 14 a 29 años (110)",174,72,102
"Sin nivel (111)",6,3,3
"Primaria (113)",65,34,31
"Secundaria (114)",89,31,58
"Superior no univ. incompleta (115)",2,1,1
"Superior no univ. completa (116)",6,1,5
"Superior univ. incompleta (117)",3,1,2
"Superior univ. completa (118)",3,1,2
"De 30 a 44 años (120)",90,26,64
"Sin nivel (121)",10,2,8
"Primaria (123)",32,13,19
"Secundaria (124)",42,9,33
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",2,2,
"Superior univ. incompleta (127)",3,,3
"De 45 a 64 años (130)",70,3,67
"Sin nivel (131)",10,,10
"Primaria (133)",35,3,32
"Secundaria (134)",20,,20
"Superior no univ. completa (136)",3,,3
"Superior univ. completa (138)",2,,2
"De 65 y más años (140)",28,,28
"Sin nivel (141)",14,,14
"Primaria (143)",13,,13
"Secundaria (144)",1,,1
