"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ESPINAR (000)",58916,9409,1720,25712,16465,1621,1780,821,1388
"Quechua (001)",40594,7262,892,19827,10406,757,761,298,391
"Aymara (002)",120,15,2,33,41,6,8,2,13
"Ashaninca (003)",8,2,1,4,1,,,,
"Otra lengua nativa (004)",1,,,,1,,,,
"Castellano (005)",18116,2073,820,5840,6014,858,1011,520,980
"Idioma extranjero (006)",6,,,,1,,,1,4
"Es sordomudo/a (007)",71,57,5,8,1,,,,
"Hombres (009)",29504,3095,889,12066,9875,1026,1139,513,901
"Quechua (010)",19621,2010,455,9089,6525,542,530,193,277
"Aymara (011)",67,4,,15,29,2,7,1,9
"Ashaninca (012)",3,,,2,1,,,,
"Otra lengua nativa (013)",1,,,,1,,,,
"Castellano (014)",9771,1052,432,2954,3318,482,602,318,613
"Idioma extranjero (015)",4,,,,1,,,1,2
"Es sordomudo/a (016)",37,29,2,6,,,,,
"Mujeres (018)",29412,6314,831,13646,6590,595,641,308,487
"Quechua (019)",20973,5252,437,10738,3881,215,231,105,114
"Aymara (020)",53,11,2,18,12,4,1,1,4
"Ashaninca (021)",5,2,1,2,,,,,
"Castellano (023)",8345,1021,388,2886,2696,376,409,202,367
"Idioma extranjero (024)",2,,,,,,,,2
"Es sordomudo/a (025)",34,28,3,2,1,,,,
,,,,,,,,,
"URBANA (027)",26611,2867,772,9243,9004,1229,1505,717,1274
"Quechua (028)",11523,1333,137,4556,3951,447,555,218,326
"Aymara (029)",85,7,,16,35,5,8,2,12
"Ashaninca (030)",3,1,,2,,,,,
"Castellano (032)",14976,1511,635,4666,5017,777,942,496,932
"Idioma extranjero (033)",6,,,,1,,,1,4
"Es sordomudo/a (034)",18,15,,3,,,,,
"Hombres (036)",13468,1024,408,4118,5018,725,930,434,811
"Quechua (037)",5453,262,70,1781,2305,301,373,134,227
"Aymara (038)",52,1,,7,26,1,7,1,9
"Ashaninca (039)",1,,,1,,,,,
"Castellano (041)",7952,757,338,2327,2686,423,550,298,573
"Idioma extranjero (042)",4,,,,1,,,1,2
"Es sordomudo/a (043)",6,4,,2,,,,,
"Mujeres (045)",13143,1843,364,5125,3986,504,575,283,463
"Quechua (046)",6070,1071,67,2775,1646,146,182,84,99
"Aymara (047)",33,6,,9,9,4,1,1,3
"Ashaninca (048)",2,1,,1,,,,,
"Castellano (050)",7024,754,297,2339,2331,354,392,198,359
"Idioma extranjero (051)",2,,,,,,,,2
"Es sordomudo/a (052)",12,11,,1,,,,,
,,,,,,,,,
"RURAL (054)",32305,6542,948,16469,7461,392,275,104,114
"Quechua (055)",29071,5929,755,15271,6455,310,206,80,65
"Aymara (056)",35,8,2,17,6,1,,,1
"Ashaninca (057)",5,1,1,2,1,,,,
"Otra lengua nativa (058)",1,,,,1,,,,
"Castellano (059)",3140,562,185,1174,997,81,69,24,48
"Es sordomudo/a (061)",53,42,5,5,1,,,,
"Hombres (063)",16036,2071,481,7948,4857,301,209,79,90
"Quechua (064)",14168,1748,385,7308,4220,241,157,59,50
"Aymara (065)",15,3,,8,3,1,,,
"Ashaninca (066)",2,,,1,1,,,,
"Otra lengua nativa (067)",1,,,,1,,,,
"Castellano (068)",1819,295,94,627,632,59,52,20,40
"Es sordomudo/a (070)",31,25,2,4,,,,,
"Mujeres (072)",16269,4471,467,8521,2604,91,66,25,24
"Quechua (073)",14903,4181,370,7963,2235,69,49,21,15
"Aymara (074)",20,5,2,9,3,,,,1
"Ashaninca (075)",3,1,1,1,,,,,
"Castellano (077)",1321,267,91,547,365,22,17,4,8
"Es sordomudo/a (079)",22,17,3,1,1,,,,
