"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia PACASMAYO",,,,,,,
"Viviendas particulares (001)",23493,9194,567,2629,7801,513,2789
"Ocupantes presentes (002)",93464,36897,2201,10682,31305,2064,10315
"Casa independiente",,,,,,,
"Viviendas particulares (004)",23035,8897,489,2623,7785,513,2728
"Ocupantes presentes (005)",91935,35864,1974,10658,31257,2064,10118
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",82,73,9,,,,
"Ocupantes presentes (008)",278,247,31,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",243,158,66,,,,19
"Ocupantes presentes (011)",785,525,189,,,,71
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",77,59,3,,,,15
"Ocupantes presentes (014)",312,247,7,,,,58
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",10,,,1,2,,7
"Ocupantes presentes (017)",42,,,6,8,,28
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",10,1,,,2,,7
"Ocupantes presentes (020)",26,2,,,10,,14
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",35,6,,5,11,,13
"Ocupantes presentes (023)",85,12,,18,29,,26
"Otro tipo",,,,,,,
"Viviendas particulares (025)",1,,,,1,,
"Ocupantes presentes (026)",1,,,,1,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",21827,9145,564,2524,6660,440,2494
"Ocupantes presentes (029)",86805,36638,2187,10264,26836,1749,9131
"Casa independiente",,,,,,,
"Viviendas particulares (031)",21379,8848,486,2519,6646,440,2440
"Ocupantes presentes (032)",85318,35605,1960,10246,26796,1749,8962
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",82,73,9,,,,
"Ocupantes presentes (035)",278,247,31,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",243,158,66,,,,19
"Ocupantes presentes (038)",785,525,189,,,,71
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",77,59,3,,,,15
"Ocupantes presentes (041)",312,247,7,,,,58
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",10,1,,,2,,7
"Ocupantes presentes (047)",26,2,,,10,,14
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",35,6,,5,11,,13
"Ocupantes presentes (050)",85,12,,18,29,,26
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,,,,1,,
"Ocupantes presentes (053)",1,,,,1,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",1666,49,3,105,1141,73,295
"Ocupantes presentes (056)",6659,259,14,418,4469,315,1184
"Casa independiente",,,,,,,
"Viviendas particulares (058)",1656,49,3,104,1139,73,288
"Ocupantes presentes (059)",6617,259,14,412,4461,315,1156
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",10,,,1,2,,7
"Ocupantes presentes (071)",42,,,6,8,,28
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
