"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia VIRU (000)",30684,606,14482,9372,5042,1182
"Empleado (001)",3145,32,1535,1105,427,46
"Obrero (002)",16611,235,9279,4700,2032,365
"Trabajador independiente (003)",8429,85,2532,2965,2212,635
"Empleador o patrono (004)",588,1,133,216,164,74
"Trabajador familiar no remunerado (005)",1510,224,761,311,161,53
"Trabajador del hogar (006)",401,29,242,75,46,9
"Hombres (008)",21886,413,10085,6587,3812,989
"Empleado (009)",2034,14,903,769,315,33
"Obrero (010)",12207,168,6705,3369,1640,325
"Trabajador independiente (011)",6204,59,1831,2124,1658,532
"Empleador o patrono (012)",492,,107,181,137,67
"Trabajador familiar no remunerado (013)",927,170,530,139,57,31
"Trabajador del hogar (014)",22,2,9,5,5,1
"Mujeres (016)",8798,193,4397,2785,1230,193
"Empleado (017)",1111,18,632,336,112,13
"Obrero (018)",4404,67,2574,1331,392,40
"Trabajador independiente (019)",2225,26,701,841,554,103
"Empleador o patrono (020)",96,1,26,35,27,7
"Trabajador familiar no remunerado (021)",583,54,231,172,104,22
"Trabajador del hogar (022)",379,27,233,70,41,8
,,,,,,
"URBANA (024)",24084,437,11877,7480,3619,671
"Empleado (025)",2818,29,1398,984,367,40
"Obrero (026)",13126,147,7593,3743,1431,212
"Trabajador independiente (027)",6443,77,2088,2336,1597,345
"Empleador o patrono (028)",350,1,102,138,81,28
"Trabajador familiar no remunerado (029)",1009,156,499,212,103,39
"Trabajador del hogar (030)",338,27,197,67,40,7
"Hombres (032)",16538,289,8040,5077,2600,532
"Empleado (033)",1846,13,839,694,270,30
"Obrero (034)",9380,105,5323,2616,1143,193
"Trabajador independiente (035)",4457,53,1474,1574,1093,263
"Empleador o patrono (036)",277,,80,112,62,23
"Trabajador familiar no remunerado (037)",561,116,317,78,28,22
"Trabajador del hogar (038)",17,2,7,3,4,1
"Mujeres (040)",7546,148,3837,2403,1019,139
"Empleado (041)",972,16,559,290,97,10
"Obrero (042)",3746,42,2270,1127,288,19
"Trabajador independiente (043)",1986,24,614,762,504,82
"Empleador o patrono (044)",73,1,22,26,19,5
"Trabajador familiar no remunerado (045)",448,40,182,134,75,17
"Trabajador del hogar (046)",321,25,190,64,36,6
,,,,,,
"RURAL (048)",6600,169,2605,1892,1423,511
"Empleado (049)",327,3,137,121,60,6
"Obrero (050)",3485,88,1686,957,601,153
"Trabajador independiente (051)",1986,8,444,629,615,290
"Empleador o patrono (052)",238,,31,78,83,46
"Trabajador familiar no remunerado (053)",501,68,262,99,58,14
"Trabajador del hogar (054)",63,2,45,8,6,2
"Hombres (056)",5348,124,2045,1510,1212,457
"Empleado (057)",188,1,64,75,45,3
"Obrero (058)",2827,63,1382,753,497,132
"Trabajador independiente (059)",1747,6,357,550,565,269
"Empleador o patrono (060)",215,,27,69,75,44
"Trabajador familiar no remunerado (061)",366,54,213,61,29,9
"Trabajador del hogar (062)",5,,2,2,1,
"Mujeres (064)",1252,45,560,382,211,54
"Empleado (065)",139,2,73,46,15,3
"Obrero (066)",658,25,304,204,104,21
"Trabajador independiente (067)",239,2,87,79,50,21
"Empleador o patrono (068)",23,,4,9,8,2
"Trabajador familiar no remunerado (069)",135,14,49,38,29,5
"Trabajador del hogar (070)",58,2,43,6,5,2
