"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia BARRANCA (000)",52627,474,17444,18928,13551,2230
"Empleado (001)",12136,46,4315,4957,2624,194
"Obrero (002)",15123,101,5872,5201,3502,447
"Trabajador independiente (003)",18974,86,4601,6907,6044,1336
"Empleador o patrono (004)",1033,,216,367,374,76
"Trabajador familiar no remunerado (005)",2064,177,807,557,426,97
"Trabajador del hogar (006)",1150,16,540,358,219,17
"Desocupado (008)",2147,48,1093,581,362,63
"Hombres (009)",35376,314,11851,12317,9252,1642
"Empleado (010)",6767,25,2188,2724,1688,142
"Obrero (011)",12671,87,4955,4278,2950,401
"Trabajador independiente (012)",12720,61,3325,4450,3942,942
"Empleador o patrono (013)",772,,157,275,276,64
"Trabajador familiar no remunerado (014)",866,108,461,168,94,35
"Trabajador del hogar (015)",37,1,20,9,7,
"Desocupado (017)",1543,32,745,413,295,58
"Mujeres (018)",17251,160,5593,6611,4299,588
"Empleado (019)",5369,21,2127,2233,936,52
"Obrero (020)",2452,14,917,923,552,46
"Trabajador independiente (021)",6254,25,1276,2457,2102,394
"Empleador o patrono (022)",261,,59,92,98,12
"Trabajador familiar no remunerado (023)",1198,69,346,389,332,62
"Trabajador del hogar (024)",1113,15,520,349,212,17
"Desocupado (026)",604,16,348,168,67,5
,,,,,,
"URBANA (027)",44963,360,14660,16361,11743,1839
"Empleado (028)",11732,44,4165,4776,2558,189
"Obrero (029)",10481,62,3972,3620,2516,311
"Trabajador independiente (030)",17258,81,4239,6317,5471,1150
"Empleador o patrono (031)",861,,191,319,302,49
"Trabajador familiar no remunerado (032)",1641,126,618,461,367,69
"Trabajador del hogar (033)",1057,15,490,331,206,15
"Desocupado (035)",1933,32,985,537,323,56
"Hombres (036)",29449,237,9700,10367,7826,1319
"Empleado (037)",6523,24,2111,2608,1640,140
"Obrero (038)",8883,53,3392,3010,2148,280
"Trabajador independiente (039)",11362,59,3038,4005,3479,781
"Empleador o patrono (040)",624,,139,232,214,39
"Trabajador familiar no remunerado (041)",650,78,339,129,77,27
"Trabajador del hogar (042)",37,1,20,9,7,
"Desocupado (044)",1370,22,661,374,261,52
"Mujeres (045)",15514,123,4960,5994,3917,520
"Empleado (046)",5209,20,2054,2168,918,49
"Obrero (047)",1598,9,580,610,368,31
"Trabajador independiente (048)",5896,22,1201,2312,1992,369
"Empleador o patrono (049)",237,,52,87,88,10
"Trabajador familiar no remunerado (050)",991,48,279,332,290,42
"Trabajador del hogar (051)",1020,14,470,322,199,15
"Desocupado (053)",563,10,324,163,62,4
,,,,,,
"RURAL (054)",7664,114,2784,2567,1808,391
"Empleado (055)",404,2,150,181,66,5
"Obrero (056)",4642,39,1900,1581,986,136
"Trabajador independiente (057)",1716,5,362,590,573,186
"Empleador o patrono (058)",172,,25,48,72,27
"Trabajador familiar no remunerado (059)",423,51,189,96,59,28
"Trabajador del hogar (060)",93,1,50,27,13,2
"Desocupado (062)",214,16,108,44,39,7
"Hombres (063)",5927,77,2151,1950,1426,323
"Empleado (064)",244,1,77,116,48,2
"Obrero (065)",3788,34,1563,1268,802,121
"Trabajador independiente (066)",1358,2,287,445,463,161
"Empleador o patrono (067)",148,,18,43,62,25
"Trabajador familiar no remunerado (068)",216,30,122,39,17,8
"Desocupado (071)",173,10,84,39,34,6
"Mujeres (072)",1737,37,633,617,382,68
"Empleado (073)",160,1,73,65,18,3
"Obrero (074)",854,5,337,313,184,15
"Trabajador independiente (075)",358,3,75,145,110,25
"Empleador o patrono (076)",24,,7,5,10,2
"Trabajador familiar no remunerado (077)",207,21,67,57,42,20
"Trabajador del hogar (078)",93,1,50,27,13,2
"Desocupado (080)",41,6,24,5,5,1
