"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LA CONVENCION (000)",1847,46,953,590,216,42
"Sin nivel (001)",76,4,13,27,24,8
"Educación inicial (002)",2,,1,1,,
"Primaria (003)",371,25,120,136,65,25
"Secundaria (004)",1029,17,627,283,94,8
"Superior no univ. incompleta (005)",102,,66,32,4,
"Superior no univ. completa (006)",109,,61,42,6,
"Superior univ. incompleta (007)",49,,23,17,9,
"Superior univ. completa (008)",109,,42,52,14,1
"Hombres (010)",1231,34,593,406,160,38
"Sin nivel (011)",45,2,8,14,15,6
"Educación inicial (012)",1,,,1,,
"Primaria (013)",259,19,75,96,45,24
"Secundaria (014)",734,13,428,212,74,7
"Superior no univ. incompleta (015)",56,,34,19,3,
"Superior no univ. completa (016)",45,,21,21,3,
"Superior univ. incompleta (017)",34,,15,11,8,
"Superior univ. completa (018)",57,,12,32,12,1
"Mujeres (020)",616,12,360,184,56,4
"Sin nivel (021)",31,2,5,13,9,2
"Educación inicial (022)",1,,1,,,
"Primaria (023)",112,6,45,40,20,1
"Secundaria (024)",295,4,199,71,20,1
"Superior no univ. incompleta (025)",46,,32,13,1,
"Superior no univ. completa (026)",64,,40,21,3,
"Superior univ. incompleta (027)",15,,8,6,1,
"Superior univ. completa (028)",52,,30,20,2,
,,,,,,
"Area Urbana (030)",1192,24,583,404,151,30
"Sin nivel (031)",35,3,5,13,9,5
"Educación inicial (032)",2,,1,1,,
"Primaria (033)",172,9,41,67,36,19
"Secundaria (034)",676,12,378,204,77,5
"Superior no univ. incompleta (035)",76,,49,25,2,
"Superior no univ. completa (036)",85,,48,33,4,
"Superior univ. incompleta (037)",43,,20,14,9,
"Superior univ. completa (038)",103,,41,47,14,1
"Hombres (040)",746,18,336,257,108,27
"Sin nivel (041)",18,2,2,7,4,3
"Educación inicial (042)",1,,,1,,
"Primaria (043)",103,7,17,39,22,18
"Secundaria (044)",463,9,249,143,57,5
"Superior no univ. incompleta (045)",42,,27,13,2,
"Superior no univ. completa (046)",36,,17,16,3,
"Superior univ. incompleta (047)",30,,13,9,8,
"Superior univ. completa (048)",53,,11,29,12,1
"Mujeres (050)",446,6,247,147,43,3
"Sin nivel (051)",17,1,3,6,5,2
"Educación inicial (052)",1,,1,,,
"Primaria (053)",69,2,24,28,14,1
"Secundaria (054)",213,3,129,61,20,
"Superior no univ. incompleta (055)",34,,22,12,,
"Superior no univ. completa (056)",49,,31,17,1,
"Superior univ. incompleta (057)",13,,7,5,1,
"Superior univ. completa (058)",50,,30,18,2,
,,,,,,
"Area Rural (060)",655,22,370,186,65,12
"Sin nivel (061)",41,1,8,14,15,3
"Primaria (063)",199,16,79,69,29,6
"Secundaria (064)",353,5,249,79,17,3
"Superior no univ. incompleta (065)",26,,17,7,2,
"Superior no univ. completa (066)",24,,13,9,2,
"Superior univ. incompleta (067)",6,,3,3,,
"Superior univ. completa (068)",6,,1,5,,
"Hombres (070)",485,16,257,149,52,11
"Sin nivel (071)",27,,6,7,11,3
"Primaria (073)",156,12,58,57,23,6
"Secundaria (074)",271,4,179,69,17,2
"Superior no univ. incompleta (075)",14,,7,6,1,
"Superior no univ. completa (076)",9,,4,5,,
"Superior univ. incompleta (077)",4,,2,2,,
"Superior univ. completa (078)",4,,1,3,,
"Mujeres (080)",170,6,113,37,13,1
"Sin nivel (081)",14,1,2,7,4,
"Primaria (083)",43,4,21,12,6,
"Secundaria (084)",82,1,70,10,,1
"Superior no univ. incompleta (085)",12,,10,1,1,
"Superior no univ. completa (086)",15,,9,4,2,
"Superior univ. incompleta (087)",2,,1,1,,
"Superior univ. completa (088)",2,,,2,,
