"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia OXAPAMPA (000)",76072,4115,20507,15694,12226,9948,6453,3684,3445
"Quechua (001)",5906,100,603,710,870,1038,947,756,882
"Aymara (002)",115,3,18,21,21,13,20,10,9
"Ashaninca (003)",6193,357,1730,1208,1031,817,557,303,190
"Otra lengua nativa (004)",1787,67,385,276,296,259,207,162,135
"Castellano (005)",61869,3578,17726,13429,9983,7795,4705,2442,2211
"Idioma extranjero (006)",11,,,5,4,,,2,
"Es sordomudo/a (007)",191,10,45,45,21,26,17,9,18
"Hombres (009)",40350,2063,10551,8335,6439,5284,3595,2070,2013
"Quechua (010)",3166,51,314,364,460,560,513,420,484
"Aymara (011)",56,1,10,11,11,6,9,4,4
"Ashaninca (012)",3132,200,897,573,506,426,268,165,97
"Otra lengua nativa (013)",955,31,218,143,162,125,115,87,74
"Castellano (014)",32937,1777,9093,7212,5289,4153,2681,1390,1342
"Idioma extranjero (015)",7,,,5,1,,,1,
"Es sordomudo/a (016)",97,3,19,27,10,14,9,3,12
"Mujeres (018)",35722,2052,9956,7359,5787,4664,2858,1614,1432
"Quechua (019)",2740,49,289,346,410,478,434,336,398
"Aymara (020)",59,2,8,10,10,7,11,6,5
"Ashaninca (021)",3061,157,833,635,525,391,289,138,93
"Otra lengua nativa (022)",832,36,167,133,134,134,92,75,61
"Castellano (023)",28932,1801,8633,6217,4694,3642,2024,1052,869
"Idioma extranjero (024)",4,,,,3,,,1,
"Es sordomudo/a (025)",94,7,26,18,11,12,8,6,6
,,,,,,,,,
"URBANA (027)",29079,1147,6941,6212,4823,4429,2797,1451,1279
"Quechua (028)",1542,2,27,101,167,325,334,281,305
"Aymara (029)",35,2,3,4,4,7,8,4,3
"Ashaninca (030)",370,9,49,104,73,65,33,27,10
"Otra lengua nativa (031)",100,2,8,17,15,26,16,12,4
"Castellano (032)",26983,1130,6843,5973,4554,4002,2402,1124,955
"Idioma extranjero (033)",7,,,1,4,,,2,
"Es sordomudo/a (034)",42,2,11,12,6,4,4,1,2
"Hombres (036)",15102,547,3498,3248,2447,2282,1534,814,732
"Quechua (037)",814,,15,54,91,176,172,149,157
"Aymara (038)",16,,1,2,1,4,6,1,1
"Ashaninca (039)",176,4,18,59,31,32,13,15,4
"Otra lengua nativa (040)",51,1,3,8,7,14,10,6,2
"Castellano (041)",14019,542,3456,3116,2314,2052,1331,641,567
"Idioma extranjero (042)",3,,,1,1,,,1,
"Es sordomudo/a (043)",23,,5,8,2,4,2,1,1
"Mujeres (045)",13977,600,3443,2964,2376,2147,1263,637,547
"Quechua (046)",728,2,12,47,76,149,162,132,148
"Aymara (047)",19,2,2,2,3,3,2,3,2
"Ashaninca (048)",194,5,31,45,42,33,20,12,6
"Otra lengua nativa (049)",49,1,5,9,8,12,6,6,2
"Castellano (050)",12964,588,3387,2857,2240,1950,1071,483,388
"Idioma extranjero (051)",4,,,,3,,,1,
"Es sordomudo/a (052)",19,2,6,4,4,,2,,1
,,,,,,,,,
"RURAL (054)",46993,2968,13566,9482,7403,5519,3656,2233,2166
"Quechua (055)",4364,98,576,609,703,713,613,475,577
"Aymara (056)",80,1,15,17,17,6,12,6,6
"Ashaninca (057)",5823,348,1681,1104,958,752,524,276,180
"Otra lengua nativa (058)",1687,65,377,259,281,233,191,150,131
"Castellano (059)",34886,2448,10883,7456,5429,3793,2303,1318,1256
"Idioma extranjero (060)",4,,,4,,,,,
"Es sordomudo/a (061)",149,8,34,33,15,22,13,8,16
"Hombres (063)",25248,1516,7053,5087,3992,3002,2061,1256,1281
"Quechua (064)",2352,51,299,310,369,384,341,271,327
"Aymara (065)",40,1,9,9,10,2,3,3,3
"Ashaninca (066)",2956,196,879,514,475,394,255,150,93
"Otra lengua nativa (067)",904,30,215,135,155,111,105,81,72
"Castellano (068)",18918,1235,5637,4096,2975,2101,1350,749,775
"Idioma extranjero (069)",4,,,4,,,,,
"Es sordomudo/a (070)",74,3,14,19,8,10,7,2,11
"Mujeres (072)",21745,1452,6513,4395,3411,2517,1595,977,885
"Quechua (073)",2012,47,277,299,334,329,272,204,250
"Aymara (074)",40,,6,8,7,4,9,3,3
"Ashaninca (075)",2867,152,802,590,483,358,269,126,87
"Otra lengua nativa (076)",783,35,162,124,126,122,86,69,59
"Castellano (077)",15968,1213,5246,3360,2454,1692,953,569,481
"Es sordomudo/a (079)",75,5,20,14,7,12,6,6,5
