"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia JULCAN (000)",22678,4303,4091,4075,3763,2414,4032
"Católica (001)",17280,3454,3269,3151,2856,1784,2766
"Cristiana/Evangélica (002)",3283,455,436,544,577,396,875
"Otra (003)",1134,182,166,195,185,148,258
"Ninguna (004)",981,212,220,185,145,86,133
"Hombres (006)",11361,2246,2037,1983,1886,1148,2061
"Católica (007)",9001,1848,1680,1590,1475,891,1517
"Cristiana/Evangélica (008)",1385,211,170,225,250,154,375
"Otra (009)",452,78,63,68,82,61,100
"Ninguna (010)",523,109,124,100,79,42,69
"Mujeres (012)",11317,2057,2054,2092,1877,1266,1971
"Católica (013)",8279,1606,1589,1561,1381,893,1249
"Cristiana/Evangélica (014)",1898,244,266,319,327,242,500
"Otra (015)",682,104,103,127,103,87,158
"Ninguna (016)",458,103,96,85,66,44,64
,,,,,,,
"URBANA (018)",3601,662,522,710,639,435,633
"Católica (019)",2656,512,401,522,482,312,427
"Cristiana/Evangélica (020)",576,84,57,104,101,83,147
"Otra (021)",216,36,31,41,41,26,41
"Ninguna (022)",153,30,33,43,15,14,18
"Hombres (024)",1731,355,243,311,319,194,309
"Católica (025)",1308,274,193,236,247,140,218
"Cristiana/Evangélica (026)",258,50,19,42,45,35,67
"Otra (027)",87,16,11,16,17,12,15
"Ninguna (028)",78,15,20,17,10,7,9
"Mujeres (030)",1870,307,279,399,320,241,324
"Católica (031)",1348,238,208,286,235,172,209
"Cristiana/Evangélica (032)",318,34,38,62,56,48,80
"Otra (033)",129,20,20,25,24,14,26
"Ninguna (034)",75,15,13,26,5,7,9
,,,,,,,
"RURAL (036)",19077,3641,3569,3365,3124,1979,3399
"Católica (037)",14624,2942,2868,2629,2374,1472,2339
"Cristiana/Evangélica (038)",2707,371,379,440,476,313,728
"Otra (039)",918,146,135,154,144,122,217
"Ninguna (040)",828,182,187,142,130,72,115
"Hombres (042)",9630,1891,1794,1672,1567,954,1752
"Católica (043)",7693,1574,1487,1354,1228,751,1299
"Cristiana/Evangélica (044)",1127,161,151,183,205,119,308
"Otra (045)",365,62,52,52,65,49,85
"Ninguna (046)",445,94,104,83,69,35,60
"Mujeres (048)",9447,1750,1775,1693,1557,1025,1647
"Católica (049)",6931,1368,1381,1275,1146,721,1040
"Cristiana/Evangélica (050)",1580,210,228,257,271,194,420
"Otra (051)",553,84,83,102,79,73,132
"Ninguna (052)",383,88,83,59,61,37,55
