"CUADRO Nº 3: VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia HUANTA (000)",61,41,20
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",16,16,
"Casa pensión (003)",3,2,1
"Hospital, clinica (004)",5,3,2
"Cárcel, centro de readaptación social (005)",1,1,
"Asilo (006)",1,1,
"Aldea infantil, orfelinato, etc (007)",1,1,
"Otro (008)",24,13,11
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",10,4,6
