"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia PAITA",,,,,,,,
"Hogares (001)",25735,15146,17412,7386,936,7064,1509,4074
"Ocupantes presentes (002)",107818,64751,78875,34552,4187,32836,6998,13372
"Casa independiente",,,,,,,,
"Hogares (004)",25548,15059,17329,7351,929,7037,1498,4010
"Ocupantes presentes (005)",107208,64455,78557,34412,4161,32719,6954,13200
"Departamento en edificio",,,,,,,,
"Hogares (007)",41,27,38,20,6,15,8,1
"Ocupantes presentes (008)",127,90,117,70,22,55,34,1
"Vivienda en quinta",,,,,,,,
"Hogares (010)",14,6,7,3,,2,1,3
"Ocupantes presentes (011)",41,16,26,15,,10,5,6
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",23,10,18,8,,5,2,3
"Ocupantes presentes (014)",123,47,100,41,,36,5,17
"Choza o cabaña",,,,,,,,
"Hogares (016)",4,2,,,,,,2
"Ocupantes presentes (017)",24,12,,,,,,12
"Vivienda improvisada",,,,,,,,
"Hogares (019)",74,26,13,3,,1,,41
"Ocupantes presentes (020)",215,84,44,11,,3,,105
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",23,14,7,1,1,4,,8
"Ocupantes presentes (023)",55,44,31,3,4,13,,9
"Otro tipo",,,,,,,,
"Hogares (025)",8,2,,,,,,6
"Ocupantes presentes (026)",25,3,,,,,,22
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",24605,14462,16847,7219,935,6954,1504,3824
"Ocupantes presentes (029)",102971,61738,76278,33753,4183,32318,6973,12448
"Casa independiente",,,,,,,,
"Hogares (031)",24424,14377,16764,7184,928,6927,1493,3764
"Ocupantes presentes (032)",102388,61454,75960,33613,4157,32201,6929,12291
"Departamento en edificio",,,,,,,,
"Hogares (034)",41,27,38,20,6,15,8,1
"Ocupantes presentes (035)",127,90,117,70,22,55,34,1
"Vivienda en quinta",,,,,,,,
"Hogares (037)",14,6,7,3,,2,1,3
"Ocupantes presentes (038)",41,16,26,15,,10,5,6
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",23,10,18,8,,5,2,3
"Ocupantes presentes (041)",123,47,100,41,,36,5,17
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",74,26,13,3,,1,,41
"Ocupantes presentes (047)",215,84,44,11,,3,,105
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",21,14,7,1,1,4,,6
"Ocupantes presentes (050)",52,44,31,3,4,13,,6
"Otro tipo",,,,,,,,
"Hogares (052)",8,2,,,,,,6
"Ocupantes presentes (053)",25,3,,,,,,22
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",1130,684,565,167,1,110,5,250
"Ocupantes presentes (056)",4847,3013,2597,799,4,518,25,924
"Casa independiente",,,,,,,,
"Hogares (058)",1124,682,565,167,1,110,5,246
"Ocupantes presentes (059)",4820,3001,2597,799,4,518,25,909
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",4,2,,,,,,2
"Ocupantes presentes (071)",24,12,,,,,,12
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",2,,,,,,,2
"Ocupantes presentes (077)",3,,,,,,,3
"Otro tipo",,,,,,,,
