"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ASUNCION (000)",8508,420,2255,1469,1116,1001,707,636,904
"Quechua (001)",6854,231,1580,1188,912,848,639,602,854
"Aymara (002)",3,,1,,,,1,,1
"Otra lengua nativa (004)",24,1,10,2,5,4,,1,1
"Castellano (005)",1564,187,662,272,188,134,65,21,35
"Idioma extranjero (006)",27,,2,4,8,8,1,4,
"Es sordomudo/a (007)",36,1,,3,3,7,1,8,13
"Hombres (009)",4103,209,1170,745,522,480,326,277,374
"Quechua (010)",3247,113,802,600,433,402,282,261,354
"Otra lengua nativa (013)",11,1,4,,3,2,,,1
"Castellano (014)",809,95,362,141,80,68,42,9,12
"Idioma extranjero (015)",15,,2,3,3,4,1,2,
"Es sordomudo/a (016)",21,,,1,3,4,1,5,7
"Mujeres (018)",4405,211,1085,724,594,521,381,359,530
"Quechua (019)",3607,118,778,588,479,446,357,341,500
"Aymara (020)",3,,1,,,,1,,1
"Otra lengua nativa (022)",13,,6,2,2,2,,1,
"Castellano (023)",755,92,300,131,108,66,23,12,23
"Idioma extranjero (024)",12,,,1,5,4,,2,
"Es sordomudo/a (025)",15,1,,2,,3,,3,6
,,,,,,,,,
"URBANA (027)",2128,134,563,318,411,318,148,95,141
"Quechua (028)",956,13,102,139,236,199,90,71,106
"Otra lengua nativa (031)",23,1,9,2,5,4,,1,1
"Castellano (032)",1113,120,450,172,161,107,57,17,29
"Idioma extranjero (033)",27,,2,4,8,8,1,4,
"Es sordomudo/a (034)",9,,,1,1,,,2,5
"Hombres (036)",1079,72,310,168,188,155,81,48,57
"Quechua (037)",473,8,60,71,116,96,41,38,43
"Otra lengua nativa (040)",10,1,3,,3,2,,,1
"Castellano (041)",576,63,245,94,65,53,39,7,10
"Idioma extranjero (042)",15,,2,3,3,4,1,2,
"Es sordomudo/a (043)",5,,,,1,,,1,3
"Mujeres (045)",1049,62,253,150,223,163,67,47,84
"Quechua (046)",483,5,42,68,120,103,49,33,63
"Otra lengua nativa (049)",13,,6,2,2,2,,1,
"Castellano (050)",537,57,205,78,96,54,18,10,19
"Idioma extranjero (051)",12,,,1,5,4,,2,
"Es sordomudo/a (052)",4,,,1,,,,1,2
,,,,,,,,,
"RURAL (054)",6380,286,1692,1151,705,683,559,541,763
"Quechua (055)",5898,218,1478,1049,676,649,549,531,748
"Aymara (056)",3,,1,,,,1,,1
"Otra lengua nativa (058)",1,,1,,,,,,
"Castellano (059)",451,67,212,100,27,27,8,4,6
"Es sordomudo/a (061)",27,1,,2,2,7,1,6,8
"Hombres (063)",3024,137,860,577,334,325,245,229,317
"Quechua (064)",2774,105,742,529,317,306,241,223,311
"Otra lengua nativa (067)",1,,1,,,,,,
"Castellano (068)",233,32,117,47,15,15,3,2,2
"Es sordomudo/a (070)",16,,,1,2,4,1,4,4
"Mujeres (072)",3356,149,832,574,371,358,314,312,446
"Quechua (073)",3124,113,736,520,359,343,308,308,437
"Aymara (074)",3,,1,,,,1,,1
"Castellano (077)",218,35,95,53,12,12,5,2,4
"Es sordomudo/a (079)",11,1,,1,,3,,2,4
