"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",12313,1096,16,3380,4865,484,531,428,1513
"Empleado (001)",1806,27,,48,262,88,223,115,1043
"Obrero (002)",1489,74,2,400,742,74,63,68,66
"Trabajador independiente (003)",5887,702,11,1896,2454,202,176,157,289
"Empleador o patrono (004)",157,12,,48,64,9,5,7,12
"Trabajador familiar no remunerado (005)",2804,266,2,950,1259,98,60,68,101
"Trabajador del hogar (006)",170,15,1,38,84,13,4,13,2
"Hombres (008)",9096,643,11,2543,3888,345,365,288,1013
"Empleado (009)",1102,11,,24,181,58,129,67,632
"Obrero (010)",1312,54,2,333,674,67,60,60,62
"Trabajador independiente (011)",4649,438,8,1548,2042,136,133,108,236
"Empleador o patrono (012)",129,7,,40,55,7,4,5,11
"Trabajador familiar no remunerado (013)",1886,131,1,595,927,76,39,46,71
"Trabajador del hogar (014)",18,2,,3,9,1,,2,1
"Mujeres (016)",3217,453,5,837,977,139,166,140,500
"Empleado (017)",704,16,,24,81,30,94,48,411
"Obrero (018)",177,20,,67,68,7,3,8,4
"Trabajador independiente (019)",1238,264,3,348,412,66,43,49,53
"Empleador o patrono (020)",28,5,,8,9,2,1,2,1
"Trabajador familiar no remunerado (021)",918,135,1,355,332,22,21,22,30
"Trabajador del hogar (022)",152,13,1,35,75,12,4,11,1
,,,,,,,,,
"URBANA (024)",7842,642,12,1915,2980,325,416,321,1231
"Empleado (025)",1517,23,,40,221,74,188,90,881
"Obrero (026)",1188,59,2,301,598,62,53,59,54
"Trabajador independiente (027)",3298,368,8,987,1347,130,128,112,218
"Empleador o patrono (028)",129,11,,40,49,7,4,7,11
"Trabajador familiar no remunerado (029)",1562,169,1,512,692,40,39,43,66
"Trabajador del hogar (030)",148,12,1,35,73,12,4,10,1
"Hombres (032)",5591,339,8,1417,2310,230,282,205,800
"Empleado (033)",926,11,,19,151,52,110,52,531
"Obrero (034)",1063,42,2,264,547,56,51,51,50
"Trabajador independiente (035)",2438,200,6,761,1059,83,91,71,167
"Empleador o patrono (036)",106,7,,33,43,5,3,5,10
"Trabajador familiar no remunerado (037)",1046,78,,339,502,33,27,25,42
"Trabajador del hogar (038)",12,1,,1,8,1,,1,
"Mujeres (040)",2251,303,4,498,670,95,134,116,431
"Empleado (041)",591,12,,21,70,22,78,38,350
"Obrero (042)",125,17,,37,51,6,2,8,4
"Trabajador independiente (043)",860,168,2,226,288,47,37,41,51
"Empleador o patrono (044)",23,4,,7,6,2,1,2,1
"Trabajador familiar no remunerado (045)",516,91,1,173,190,7,12,18,24
"Trabajador del hogar (046)",136,11,1,34,65,11,4,9,1
,,,,,,,,,
"RURAL (048)",4471,454,4,1465,1885,159,115,107,282
"Empleado (049)",289,4,,8,41,14,35,25,162
"Obrero (050)",301,15,,99,144,12,10,9,12
"Trabajador independiente (051)",2589,334,3,909,1107,72,48,45,71
"Empleador o patrono (052)",28,1,,8,15,2,1,,1
"Trabajador familiar no remunerado (053)",1242,97,1,438,567,58,21,25,35
"Trabajador del hogar (054)",22,3,,3,11,1,,3,1
"Hombres (056)",3505,304,3,1126,1578,115,83,83,213
"Empleado (057)",176,,,5,30,6,19,15,101
"Obrero (058)",249,12,,69,127,11,9,9,12
"Trabajador independiente (059)",2211,238,2,787,983,53,42,37,69
"Empleador o patrono (060)",23,,,7,12,2,1,,1
"Trabajador familiar no remunerado (061)",840,53,1,256,425,43,12,21,29
"Trabajador del hogar (062)",6,1,,2,1,,,1,1
"Mujeres (064)",966,150,1,339,307,44,32,24,69
"Empleado (065)",113,4,,3,11,8,16,10,61
"Obrero (066)",52,3,,30,17,1,1,,
"Trabajador independiente (067)",378,96,1,122,124,19,6,8,2
"Empleador o patrono (068)",5,1,,1,3,,,,
"Trabajador familiar no remunerado (069)",402,44,,182,142,15,9,4,6
"Trabajador del hogar (070)",16,2,,1,10,1,,2,
