"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ALTO AMAZONAS (000)",33372,2094,38,15421,10411,1164,1749,737,1758
"Empleado (001)",5547,24,3,450,1574,513,1235,406,1342
"Obrero (002)",5811,503,9,2905,2103,119,84,52,36
"Trabajador independiente (003)",15082,1002,5,7954,4828,423,354,212,304
"Empleador o patrono (004)",819,14,1,377,284,33,33,29,48
"Trabajador familiar no remunerado (005)",5053,495,19,3203,1191,59,31,31,24
"Trabajador del hogar (006)",1060,56,1,532,431,17,12,7,4
"Hombres (008)",23727,1310,23,11277,7688,811,1003,508,1107
"Empleado (009)",3262,6,1,235,1016,313,654,251,786
"Obrero (010)",5014,346,8,2450,1944,113,73,46,34
"Trabajador independiente (011)",12029,778,5,6585,3701,318,241,168,233
"Empleador o patrono (012)",641,13,,302,218,23,21,24,40
"Trabajador familiar no remunerado (013)",2715,165,9,1670,783,44,13,18,13
"Trabajador del hogar (014)",66,2,,35,26,,1,1,1
"Mujeres (016)",9645,784,15,4144,2723,353,746,229,651
"Empleado (017)",2285,18,2,215,558,200,581,155,556
"Obrero (018)",797,157,1,455,159,6,11,6,2
"Trabajador independiente (019)",3053,224,,1369,1127,105,113,44,71
"Empleador o patrono (020)",178,1,1,75,66,10,12,5,8
"Trabajador familiar no remunerado (021)",2338,330,10,1533,408,15,18,13,11
"Trabajador del hogar (022)",994,54,1,497,405,17,11,6,3
,,,,,,,,,
"URBANA (024)",21840,549,26,7974,8288,1068,1596,690,1649
"Empleado (025)",5170,19,3,435,1522,460,1104,373,1254
"Obrero (026)",3463,79,9,1436,1677,99,80,49,34
"Trabajador independiente (027)",9103,269,4,3913,3680,404,341,205,287
"Empleador o patrono (028)",674,6,1,283,245,33,31,29,46
"Trabajador familiar no remunerado (029)",2453,145,8,1423,743,55,28,27,24
"Trabajador del hogar (030)",977,31,1,484,421,17,12,7,4
"Hombres (032)",14059,213,16,4979,5733,727,898,467,1026
"Empleado (033)",2995,6,1,226,975,269,568,224,726
"Obrero (034)",3008,43,8,1182,1537,94,69,43,32
"Trabajador independiente (035)",6406,126,4,2768,2601,300,230,161,216
"Empleador o patrono (036)",504,6,,214,180,23,19,24,38
"Trabajador familiar no remunerado (037)",1094,30,3,565,417,41,11,14,13
"Trabajador del hogar (038)",52,2,,24,23,,1,1,1
"Mujeres (040)",7781,336,10,2995,2555,341,698,223,623
"Empleado (041)",2175,13,2,209,547,191,536,149,528
"Obrero (042)",455,36,1,254,140,5,11,6,2
"Trabajador independiente (043)",2697,143,,1145,1079,104,111,44,71
"Empleador o patrono (044)",170,,1,69,65,10,12,5,8
"Trabajador familiar no remunerado (045)",1359,115,5,858,326,14,17,13,11
"Trabajador del hogar (046)",925,29,1,460,398,17,11,6,3
,,,,,,,,,
"RURAL (048)",11532,1545,12,7447,2123,96,153,47,109
"Empleado (049)",377,5,,15,52,53,131,33,88
"Obrero (050)",2348,424,,1469,426,20,4,3,2
"Trabajador independiente (051)",5979,733,1,4041,1148,19,13,7,17
"Empleador o patrono (052)",145,8,,94,39,,2,,2
"Trabajador familiar no remunerado (053)",2600,350,11,1780,448,4,3,4,
"Trabajador del hogar (054)",83,25,,48,10,,,,
"Hombres (056)",9668,1097,7,6298,1955,84,105,41,81
"Empleado (057)",267,,,9,41,44,86,27,60
"Obrero (058)",2006,303,,1268,407,19,4,3,2
"Trabajador independiente (059)",5623,652,1,3817,1100,18,11,7,17
"Empleador o patrono (060)",137,7,,88,38,,2,,2
"Trabajador familiar no remunerado (061)",1621,135,6,1105,366,3,2,4,
"Trabajador del hogar (062)",14,,,11,3,,,,
"Mujeres (064)",1864,448,5,1149,168,12,48,6,28
"Empleado (065)",110,5,,6,11,9,45,6,28
"Obrero (066)",342,121,,201,19,1,,,
"Trabajador independiente (067)",356,81,,224,48,1,2,,
"Empleador o patrono (068)",8,1,,6,1,,,,
"Trabajador familiar no remunerado (069)",979,215,5,675,82,1,1,,
"Trabajador del hogar (070)",69,25,,37,7,,,,
