"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ANTABAMBA (000)",101,,37,39,17,8
"Sin nivel (001)",6,,1,2,3,
"Primaria (003)",32,,11,11,6,4
"Secundaria (004)",49,,18,23,4,4
"Superior no univ. incompleta (005)",2,,,,2,
"Superior no univ. completa (006)",5,,4,1,,
"Superior univ. incompleta (007)",2,,1,,1,
"Superior univ. completa (008)",5,,2,2,1,
"Hombres (010)",88,,32,34,14,8
"Sin nivel (011)",4,,,2,2,
"Primaria (013)",28,,9,10,5,4
"Secundaria (014)",44,,17,20,3,4
"Superior no univ. incompleta (015)",2,,,,2,
"Superior no univ. completa (016)",5,,4,1,,
"Superior univ. incompleta (017)",2,,1,,1,
"Superior univ. completa (018)",3,,1,1,1,
"Mujeres (020)",13,,5,5,3,
"Sin nivel (021)",2,,1,,1,
"Primaria (023)",4,,2,1,1,
"Secundaria (024)",5,,1,3,1,
"Superior univ. completa (028)",2,,1,1,,
,,,,,,
"Area Urbana (030)",79,,27,32,14,6
"Sin nivel (031)",6,,1,2,3,
"Primaria (033)",23,,7,9,5,2
"Secundaria (034)",40,,14,18,4,4
"Superior no univ. completa (036)",4,,3,1,,
"Superior univ. incompleta (037)",1,,,,1,
"Superior univ. completa (038)",5,,2,2,1,
"Hombres (040)",67,,23,27,11,6
"Sin nivel (041)",4,,,2,2,
"Primaria (043)",20,,6,8,4,2
"Secundaria (044)",35,,13,15,3,4
"Superior no univ. completa (046)",4,,3,1,,
"Superior univ. incompleta (047)",1,,,,1,
"Superior univ. completa (048)",3,,1,1,1,
"Mujeres (050)",12,,4,5,3,
"Sin nivel (051)",2,,1,,1,
"Primaria (053)",3,,1,1,1,
"Secundaria (054)",5,,1,3,1,
"Superior univ. completa (058)",2,,1,1,,
,,,,,,
"Area Rural (060)",22,,10,7,3,2
"Primaria (063)",9,,4,2,1,2
"Secundaria (064)",9,,4,5,,
"Superior no univ. incompleta (065)",2,,,,2,
"Superior no univ. completa (066)",1,,1,,,
"Superior univ. incompleta (067)",1,,1,,,
"Hombres (070)",21,,9,7,3,2
"Primaria (073)",8,,3,2,1,2
"Secundaria (074)",9,,4,5,,
"Superior no univ. incompleta (075)",2,,,,2,
"Superior no univ. completa (076)",1,,1,,,
"Superior univ. incompleta (077)",1,,1,,,
"Mujeres (080)",1,,1,,,
"Primaria (083)",1,,1,,,
