"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CORONEL PORTILLO (000)",121102,85964,13383,9975,11780
"Sin nivel (001)",1887,1643,148,78,18
"Educación inicial (002)",110,91,13,5,1
"Primaria (003)",29339,25037,2435,1167,700
"Secundaria (004)",55761,42691,6011,3692,3367
"Superior no univ. incompleta (005)",8398,5472,1143,823,960
"Superior no univ. completa (006)",10405,4585,1492,1795,2533
"Superior univ. incompleta (007)",5495,3104,737,631,1023
"Superior univ. completa (008)",9707,3341,1404,1784,3178
"De 06 a 14 años (010)",2884,2536,250,85,13
"Sin nivel (011)",38,32,2,4,
"Educación inicial (012)",29,26,3,,
"Primaria (013)",1704,1512,135,49,8
"Secundaria (014)",1113,966,110,32,5
"De 15 a 29 años (020)",42548,29781,5686,3705,3376
"Sin nivel (021)",271,220,34,14,3
"Educación inicial (022)",45,36,3,5,1
"Primaria (023)",5472,4461,604,290,117
"Secundaria (024)",24791,18490,3171,1849,1281
"Superior no univ. incompleta (025)",4316,2794,664,437,421
"Superior no univ. completa (026)",3201,1555,549,480,617
"Superior univ. incompleta (027)",2427,1426,341,274,386
"Superior univ. completa (028)",2025,799,320,356,550
"De 30 a 44 años (030)",42638,28773,4606,3959,5300
"Sin nivel (031)",436,352,48,27,9
"Educación inicial (032)",36,29,7,,
"Primaria (033)",8614,7261,730,365,258
"Secundaria (034)",18826,14626,1796,1148,1256
"Superior no univ. incompleta (035)",2865,1894,343,268,360
"Superior no univ. completa (036)",4946,1994,686,950,1316
"Superior univ. incompleta (037)",2009,1041,271,251,446
"Superior univ. completa (038)",4906,1576,725,950,1655
"De 45 a 64 años (040)",28282,20671,2550,2081,2980
"Sin nivel (041)",715,639,44,28,4
"Primaria (043)",10376,8907,792,400,277
"Secundaria (044)",10242,7944,876,626,796
"Superior no univ. incompleta (045)",1133,720,126,112,175
"Superior no univ. completa (046)",2162,972,247,355,588
"Superior univ. incompleta (047)",1021,606,123,104,188
"Superior univ. completa (048)",2633,883,342,456,952
"De 65 y más años (050)",4750,4203,291,145,111
"Sin nivel (051)",427,400,20,5,2
"Primaria (053)",3173,2896,174,63,40
"Secundaria (054)",789,665,58,37,29
"Superior no univ. incompleta (055)",84,64,10,6,4
