"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia ASCOPE (000)",33114,439,11111,10384,4371,1915,853,230,28,,3783
"Conviviente (001)",10170,154,4184,3247,1079,425,185,52,5,,839
"Separado(a) (002)",2157,33,771,705,304,128,64,9,1,,142
"Casado(a) (003)",14092,150,4418,4864,2278,1026,447,118,14,,777
"Viudo(a) (004)",3023,74,1229,934,348,141,72,30,4,,191
"Divorciado(a) (005)",146,3,53,44,22,7,5,2,,,10
"Soltero(a) (006)",3526,25,456,590,340,188,80,19,4,,1824
,,,,,,,,,,,
"URBANA (008)",29443,380,9642,9209,3994,1783,783,217,25,,3410
"Conviviente (009)",8700,132,3508,2768,966,384,164,48,4,,726
"Separado(a) (010)",1953,30,690,639,278,116,63,9,1,,127
"Casado(a) (011)",12721,130,3880,4384,2105,971,411,114,13,,713
"Viudo(a) (012)",2699,65,1090,833,315,127,65,26,3,,175
"Divorciado(a) (013)",142,3,52,41,22,7,5,2,,,10
"Soltero(a) (014)",3228,20,422,544,308,178,75,18,4,,1659
,,,,,,,,,,,
"RURAL (016)",3671,59,1469,1175,377,132,70,13,3,,373
"Conviviente (017)",1470,22,676,479,113,41,21,4,1,,113
"Separado(a) (018)",204,3,81,66,26,12,1,,,,15
"Casado(a) (019)",1371,20,538,480,173,55,36,4,1,,64
"Viudo(a) (020)",324,9,139,101,33,14,7,4,1,,16
"Divorciado(a) (021)",4,,1,3,,,,,,,
"Soltero(a) (022)",298,5,34,46,32,10,5,1,,,165
