"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia BOLOGNESI (000)",27090,2592,3154,1104,20294
"Hombres (001)",14150,1252,2066,820,10056
"Mujeres (002)",12940,1340,1088,284,10238
"PEA (003)",11569,454,2028,795,8339
"Hombres (004)",8354,269,1600,676,5852
"Mujeres (005)",3215,185,428,119,2487
"Ocupada (006)",11045,432,2002,776,7882
"Hombres (007)",7990,250,1579,664,5540
"Mujeres (008)",3055,182,423,112,2342
"Desocupada (009)",524,22,26,19,457
"Hombres (010)",364,19,21,12,312
"Mujeres (011)",160,3,5,7,145
"No PEA (012)",15521,2138,1126,309,11955
"Hombres (013)",5796,983,466,144,4204
"Mujeres (014)",9725,1155,660,165,7751
,,,,,
"URBANA (018)",17195,1663,2187,806,12564
"Hombres (019)",8696,808,1213,565,6127
"Mujeres (020)",8499,855,974,241,6437
"PEA (021)",7036,326,1167,537,5024
"Hombres (022)",4842,196,795,444,3423
"Mujeres (023)",2194,130,372,93,1601
"Ocupada (024)",6645,306,1143,518,4696
"Hombres (025)",4564,179,776,432,3193
"Mujeres (026)",2081,127,367,86,1503
"Desocupada (027)",391,20,24,19,328
"Hombres (028)",278,17,19,12,230
"Mujeres (029)",113,3,5,7,98
"No PEA (030)",10159,1337,1020,269,7540
"Hombres (031)",3854,612,418,121,2704
"Mujeres (032)",6305,725,602,148,4836
,,,,,
"RURAL (036)",9895,929,967,298,7730
"Hombres (037)",5454,444,853,255,3929
"Mujeres (038)",4441,485,114,43,3801
"PEA (039)",4533,128,861,258,3315
"Hombres (040)",3512,73,805,232,2429
"Mujeres (041)",1021,55,56,26,886
"Ocupada (042)",4400,126,859,258,3186
"Hombres (043)",3426,71,803,232,2347
"Mujeres (044)",974,55,56,26,839
"Desocupada (045)",133,2,2,,129
"Hombres (046)",86,2,2,,82
"Mujeres (047)",47,,,,47
"No PEA (048)",5362,801,106,40,4415
"Hombres (049)",1942,371,48,23,1500
"Mujeres (050)",3420,430,58,17,2915
