"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia CANCHIS",,,,,,,,,
"Viviendas particulares (001)",26133,15096,4948,587,7,659,3919,676,241
"Ocupantes presentes (002)",96224,58564,17362,2249,22,2200,12899,2156,772
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",21672,14489,2159,534,5,600,3004,654,227
"Ocupantes presentes (005)",81856,56467,8299,2089,15,2043,10116,2089,738
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",74,51,23,,,,,,
"Ocupantes presentes (008)",265,186,79,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",274,220,53,,,,,1,
"Ocupantes presentes (011)",910,738,171,,,,,1,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",3092,324,2710,12,2,16,9,18,1
"Ocupantes presentes (014)",10131,1139,8805,39,7,52,27,60,2
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",994,,,37,,43,898,3,13
"Ocupantes presentes (017)",2990,,,110,,105,2737,6,32
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",4,,2,,,,2,,
"Ocupantes presentes (020)",11,,7,,,,4,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",17,12,1,1,,,3,,
"Ocupantes presentes (023)",51,34,1,5,,,11,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",6,,,3,,,3,,
"Ocupantes presentes (026)",10,,,6,,,4,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",15250,10328,4013,105,2,120,207,395,80
"Ocupantes presentes (029)",57645,40714,13783,397,7,430,780,1311,223
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",11790,9723,1225,89,,104,194,376,79
"Ocupantes presentes (032)",46286,38622,4721,347,,378,747,1250,221
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",74,51,23,,,,,,
"Ocupantes presentes (035)",265,186,79,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",274,220,53,,,,,1,
"Ocupantes presentes (038)",910,738,171,,,,,1,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",3092,324,2710,12,2,16,9,18,1
"Ocupantes presentes (041)",10131,1139,8805,39,7,52,27,60,2
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",4,,2,,,,2,,
"Ocupantes presentes (047)",11,,7,,,,4,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",11,10,,1,,,,,
"Ocupantes presentes (050)",34,29,,5,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",5,,,3,,,2,,
"Ocupantes presentes (053)",8,,,6,,,2,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",10883,4768,935,482,5,539,3712,281,161
"Ocupantes presentes (056)",38579,17850,3579,1852,15,1770,12119,845,549
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",9882,4766,934,445,5,496,2810,278,148
"Ocupantes presentes (059)",35570,17845,3578,1742,15,1665,9369,839,517
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",994,,,37,,43,898,3,13
"Ocupantes presentes (071)",2990,,,110,,105,2737,6,32
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",6,2,1,,,,3,,
"Ocupantes presentes (077)",17,5,1,,,,11,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,1,,
"Ocupantes presentes (080)",2,,,,,,2,,
