"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia ACOMAYO",,,
"Viviendas particulares (001)",5521,5043,478
"Ocupantes presentes (002)",20779,18991,1788
"Casa independiente",,,
"Viviendas particulares (004)",5492,5017,475
"Ocupantes presentes (005)",20678,18894,1784
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (010)",5,5,
"Ocupantes presentes (011)",20,20,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",16,15,1
"Ocupantes presentes (014)",62,61,1
"Choza o cabaña",,,
"Viviendas particulares (016)",4,4,
"Ocupantes presentes (017)",9,9,
"Vivienda improvisada",,,
"Viviendas particulares (019)",1,1,
"Ocupantes presentes (020)",1,1,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",3,1,2
"Ocupantes presentes (023)",9,6,3
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",3721,3422,299
"Ocupantes presentes (029)",13603,12539,1064
"Casa independiente",,,
"Viviendas particulares (031)",3696,3400,296
"Ocupantes presentes (032)",13511,12451,1060
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (037)",5,5,
"Ocupantes presentes (038)",20,20,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",16,15,1
"Ocupantes presentes (041)",62,61,1
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",1,1,
"Ocupantes presentes (047)",1,1,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",3,1,2
"Ocupantes presentes (050)",9,6,3
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",1800,1621,179
"Ocupantes presentes (056)",7176,6452,724
"Casa independiente",,,
"Viviendas particulares (058)",1796,1617,179
"Ocupantes presentes (059)",7167,6443,724
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",4,4,
"Ocupantes presentes (071)",9,9,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
