"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ACOMAYO (000)",7633,5977,1034,321,301
"Hombres (001)",5093,3815,804,236,238
"Mujeres (002)",2540,2162,230,85,63
"De 06 a 14 años (003)",198,174,19,5,
"Hombres (004)",117,103,11,3,
"Mujeres (005)",81,71,8,2,
"De 15 a 29 años (006)",1863,1458,247,86,72
"Hombres (007)",1221,927,183,60,51
"Mujeres (008)",642,531,64,26,21
"De 30 a 44 años (009)",2824,2123,409,140,152
"Hombres (010)",1951,1407,320,105,119
"Mujeres (011)",873,716,89,35,33
"De 45 a 64 años (012)",2014,1585,274,83,72
"Hombres (013)",1358,1005,225,63,65
"Mujeres (014)",656,580,49,20,7
"De 65 y más años (015)",734,637,85,7,5
"Hombres (016)",446,373,65,5,3
"Mujeres (017)",288,264,20,2,2
,,,,,
"URBANA (018)",4486,3351,636,275,224
"Hombres (019)",2826,1976,488,194,168
"Mujeres (020)",1660,1375,148,81,56
"De 06 a 14 años (021)",129,105,19,5,
"Hombres (022)",75,61,11,3,
"Mujeres (023)",54,44,8,2,
"De 15 a 29 años (024)",1025,765,136,68,56
"Hombres (025)",629,448,101,43,37
"Mujeres (026)",396,317,35,25,19
"De 30 a 44 años (027)",1645,1165,242,129,109
"Hombres (028)",1066,708,183,95,80
"Mujeres (029)",579,457,59,34,29
"De 45 a 64 años (030)",1235,928,185,67,55
"Hombres (031)",792,541,154,49,48
"Mujeres (032)",443,387,31,18,7
"De 65 y más años (033)",452,388,54,6,4
"Hombres (034)",264,218,39,4,3
"Mujeres (035)",188,170,15,2,1
,,,,,
"RURAL (036)",3147,2626,398,46,77
"Hombres (037)",2267,1839,316,42,70
"Mujeres (038)",880,787,82,4,7
"De 06 a 14 años (039)",69,69,,,
"Hombres (040)",42,42,,,
"Mujeres (041)",27,27,,,
"De 15 a 29 años (042)",838,693,111,18,16
"Hombres (043)",592,479,82,17,14
"Mujeres (044)",246,214,29,1,2
"De 30 a 44 años (045)",1179,958,167,11,43
"Hombres (046)",885,699,137,10,39
"Mujeres (047)",294,259,30,1,4
"De 45 a 64 años (048)",779,657,89,16,17
"Hombres (049)",566,464,71,14,17
"Mujeres (050)",213,193,18,2,
"De 65 y más años (051)",282,249,31,1,1
"Hombres (052)",182,155,26,1,
"Mujeres (053)",100,94,5,,1
