"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHUCUITO (000)",119280,15736,2687,43611,45665,3976,3242,1850,2513
"Quechua (001)",673,41,5,177,290,43,40,21,56
"Aymara (002)",86305,12072,1391,33803,32789,2254,1884,864,1248
"Ashaninca (003)",170,31,,62,62,5,3,4,3
"Otra lengua nativa (004)",33,4,2,8,14,1,3,,1
"Castellano (005)",31964,3489,1286,9546,12500,1673,1312,959,1199
"Idioma extranjero (006)",8,1,,,,,,2,5
"Es sordomudo/a (007)",127,98,3,15,10,,,,1
"Hombres (009)",60849,5683,1303,20609,25517,2490,2185,1271,1791
"Quechua (010)",353,15,3,69,151,30,29,14,42
"Aymara (011)",43364,3825,678,15765,18596,1504,1398,627,971
"Ashaninca (012)",98,15,,31,38,5,2,4,3
"Otra lengua nativa (013)",15,,1,3,9,,2,,
"Castellano (014)",16954,1782,619,4731,6720,951,754,624,773
"Idioma extranjero (015)",5,1,,,,,,2,2
"Es sordomudo/a (016)",60,45,2,10,3,,,,
"Mujeres (018)",58431,10053,1384,23002,20148,1486,1057,579,722
"Quechua (019)",320,26,2,108,139,13,11,7,14
"Aymara (020)",42941,8247,713,18038,14193,750,486,237,277
"Ashaninca (021)",72,16,,31,24,,1,,
"Otra lengua nativa (022)",18,4,1,5,5,1,1,,1
"Castellano (023)",15010,1707,667,4815,5780,722,558,335,426
"Idioma extranjero (024)",3,,,,,,,,3
"Es sordomudo/a (025)",67,53,1,5,7,,,,1
,,,,,,,,,
"URBANA (027)",33806,3337,763,9759,13787,1928,1723,1010,1499
"Quechua (028)",381,20,2,82,157,29,32,17,42
"Aymara (029)",15303,1665,145,4939,6414,698,658,286,498
"Ashaninca (030)",35,3,,14,12,2,1,2,1
"Otra lengua nativa (031)",15,1,1,5,5,1,2,,
"Castellano (032)",18050,1637,615,4718,7197,1198,1030,703,952
"Idioma extranjero (033)",8,1,,,,,,2,5
"Es sordomudo/a (034)",14,10,,1,2,,,,1
"Hombres (036)",17611,1413,357,4472,7478,1119,1076,673,1023
"Quechua (037)",217,5,1,31,91,22,24,11,32
"Aymara (038)",7838,578,73,2090,3616,425,469,207,380
"Ashaninca (039)",20,3,,4,7,2,1,2,1
"Otra lengua nativa (040)",5,,,3,,,2,,
"Castellano (041)",9522,822,283,2344,3764,670,580,451,608
"Idioma extranjero (042)",5,1,,,,,,2,2
"Es sordomudo/a (043)",4,4,,,,,,,
"Mujeres (045)",16195,1924,406,5287,6309,809,647,337,476
"Quechua (046)",164,15,1,51,66,7,8,6,10
"Aymara (047)",7465,1087,72,2849,2798,273,189,79,118
"Ashaninca (048)",15,,,10,5,,,,
"Otra lengua nativa (049)",10,1,1,2,5,1,,,
"Castellano (050)",8528,815,332,2374,3433,528,450,252,344
"Idioma extranjero (051)",3,,,,,,,,3
"Es sordomudo/a (052)",10,6,,1,2,,,,1
,,,,,,,,,
"RURAL (054)",85474,12399,1924,33852,31878,2048,1519,840,1014
"Quechua (055)",292,21,3,95,133,14,8,4,14
"Aymara (056)",71002,10407,1246,28864,26375,1556,1226,578,750
"Ashaninca (057)",135,28,,48,50,3,2,2,2
"Otra lengua nativa (058)",18,3,1,3,9,,1,,1
"Castellano (059)",13914,1852,671,4828,5303,475,282,256,247
"Es sordomudo/a (061)",113,88,3,14,8,,,,
"Hombres (063)",43238,4270,946,16137,18039,1371,1109,598,768
"Quechua (064)",136,10,2,38,60,8,5,3,10
"Aymara (065)",35526,3247,605,13675,14980,1079,929,420,591
"Ashaninca (066)",78,12,,27,31,3,1,2,2
"Otra lengua nativa (067)",10,,1,,9,,,,
"Castellano (068)",7432,960,336,2387,2956,281,174,173,165
"Es sordomudo/a (070)",56,41,2,10,3,,,,
"Mujeres (072)",42236,8129,978,17715,13839,677,410,242,246
"Quechua (073)",156,11,1,57,73,6,3,1,4
"Aymara (074)",35476,7160,641,15189,11395,477,297,158,159
"Ashaninca (075)",57,16,,21,19,,1,,
"Otra lengua nativa (076)",8,3,,3,,,1,,1
"Castellano (077)",6482,892,335,2441,2347,194,108,83,82
"Es sordomudo/a (079)",57,47,1,4,5,,,,
