"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CARHUAZ (000)",872,310,562
"De 14 a 29 años (001)",457,216,241
"De 30 a 44 años (002)",257,71,186
"De 45 a 64 años (003)",133,23,110
"De 65 y más años (004)",25,,25
"Hombres (005)",700,239,461
"De 14 a 29 años (006)",347,157,190
"De 30 a 44 años (007)",212,61,151
"De 45 a 64 años (008)",119,21,98
"De 65 y más años (009)",22,,22
"Mujeres (010)",172,71,101
"De 14 a 29 años (011)",110,59,51
"De 30 a 44 años (012)",45,10,35
"De 45 a 64 años (013)",14,2,12
"De 65 y más años (014)",3,,3
,,,
"AREA URBANA (015)",294,51,243
"De 14 a 29 años (016)",136,42,94
"De 30 a 44 años (017)",94,5,89
"De 45 a 64 años (018)",52,4,48
"De 65 y más años (019)",12,,12
"Hombres (020)",230,36,194
"De 14 a 29 años (021)",99,30,69
"De 30 a 44 años (022)",72,3,69
"De 45 a 64 años (023)",49,3,46
"De 65 y más años (024)",10,,10
"Mujeres (025)",64,15,49
"De 14 a 29 años (026)",37,12,25
"De 30 a 44 años (027)",22,2,20
"De 45 a 64 años (028)",3,1,2
"De 65 y más años (029)",2,,2
,,,
"AREA RURAL (030)",578,259,319
"De 14 a 29 años (031)",321,174,147
"De 30 a 44 años (032)",163,66,97
"De 45 a 64 años (033)",81,19,62
"De 65 y más años (034)",13,,13
"Hombres (035)",470,203,267
"De 14 a 29 años (036)",248,127,121
"De 30 a 44 años (037)",140,58,82
"De 45 a 64 años (038)",70,18,52
"De 65 y más años (039)",12,,12
"Mujeres (040)",108,56,52
"De 14 a 29 años (041)",73,47,26
"De 30 a 44 años (042)",23,8,15
"De 45 a 64 años (043)",11,1,10
"De 65 y más años (044)",1,,1
