"CUADRO Nº 3: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA PARTICULAR",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL Y TIPO DE VIVIENDA PARTICULAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia LIMA (000)",7531233,116427,1779177,2165199,1701894,1261751,506785
"Casa independiente (001)",6224018,95676,1488729,1795152,1390820,1037877,415764
"Departamento en edificio (002)",865168,12901,178601,237455,214008,157962,64241
"Vivienda en quinta (003)",205882,2963,43898,57650,44094,38665,18612
"Vivienda en casa de vecindad (004)",85595,1466,20838,26826,18642,12852,4971
"Choza o cabaña (005)",500,8,151,112,118,82,29
"Vivienda improvisada (006)",118837,2831,39246,37302,26669,10541,2248
"Local no destinado para hab.humana (007)",13080,177,2918,4172,3192,2050,571
"Otro tipo (008)",18153,405,4796,6530,4351,1722,349
,,,,,,,
"URBANA (009)",7521549,116263,1776444,2162389,1699832,1260401,506220
"Casa independiente (010)",6214886,95520,1486157,1792471,1388888,1036619,415231
"Departamento en edificio (011)",865168,12901,178601,237455,214008,157962,64241
"Vivienda en quinta (012)",205882,2963,43898,57650,44094,38665,18612
"Vivienda en casa de vecindad (013)",85595,1466,20838,26826,18642,12852,4971
"Vivienda improvisada (015)",118837,2831,39246,37302,26669,10541,2248
"Local no destinado para hab.humana (016)",13030,177,2908,4155,3181,2041,568
"Otro tipo (017)",18151,405,4796,6530,4350,1721,349
,,,,,,,
"RURAL (018)",9684,164,2733,2810,2062,1350,565
"Casa independiente (019)",9132,156,2572,2681,1932,1258,533
"Choza o cabaña (023)",500,8,151,112,118,82,29
"Local no destinado para hab.humana (025)",50,,10,17,11,9,3
"Otro tipo (026)",2,,,,1,1,
