"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CELENDIN (000)",23783,2764,3391,13528,334,3055,711
"Conviviente (001)",10205,824,1565,6775,153,691,197
"Separado(a) (002)",636,104,87,349,6,39,51
"Casado(a) (003)",6419,935,761,3957,119,503,144
"Viudo(a) (004)",694,36,92,472,10,54,30
"Divorciado(a) (005)",75,16,10,41,,5,3
"Soltero(a) (006)",5754,849,876,1934,46,1763,286
"Hombres (008)",18086,1460,2909,11056,287,2345,29
"Conviviente (009)",8321,498,1367,5868,135,451,2
"Separado(a) (010)",228,32,52,124,4,15,1
"Casado(a) (011)",4944,519,651,3377,101,290,6
"Viudo(a) (012)",359,7,52,265,7,27,1
"Divorciado(a) (013)",36,5,6,21,,3,1
"Soltero(a) (014)",4198,399,781,1401,40,1559,18
"Mujeres (016)",5697,1304,482,2472,47,710,682
"Conviviente (017)",1884,326,198,907,18,240,195
"Separado(a) (018)",408,72,35,225,2,24,50
"Casado(a) (019)",1475,416,110,580,18,213,138
"Viudo(a) (020)",335,29,40,207,3,27,29
"Divorciado(a) (021)",39,11,4,20,,2,2
"Soltero(a) (022)",1556,450,95,533,6,204,268
,,,,,,,
"URBANA (024)",7180,2293,923,3148,84,407,325
"Conviviente (025)",2515,655,420,1222,31,121,66
"Separado(a) (026)",306,88,27,156,2,9,24
"Casado(a) (027)",2149,813,167,980,39,107,43
"Viudo(a) (028)",198,30,23,124,2,8,11
"Divorciado(a) (029)",27,14,2,10,,1,
"Soltero(a) (030)",1985,693,284,656,10,161,181
"Hombres (032)",4348,1180,822,2054,59,223,10
"Conviviente (033)",1705,394,386,848,23,54,
"Separado(a) (034)",84,25,16,38,1,3,1
"Casado(a) (035)",1345,440,152,688,26,37,2
"Viudo(a) (036)",57,6,12,34,1,4,
"Divorciado(a) (037)",12,5,1,5,,1,
"Soltero(a) (038)",1145,310,255,441,8,124,7
"Mujeres (040)",2832,1113,101,1094,25,184,315
"Conviviente (041)",810,261,34,374,8,67,66
"Separado(a) (042)",222,63,11,118,1,6,23
"Casado(a) (043)",804,373,15,292,13,70,41
"Viudo(a) (044)",141,24,11,90,1,4,11
"Divorciado(a) (045)",15,9,1,5,,,
"Soltero(a) (046)",840,383,29,215,2,37,174
,,,,,,,
"RURAL (048)",16603,471,2468,10380,250,2648,386
"Conviviente (049)",7690,169,1145,5553,122,570,131
"Separado(a) (050)",330,16,60,193,4,30,27
"Casado(a) (051)",4270,122,594,2977,80,396,101
"Viudo(a) (052)",496,6,69,348,8,46,19
"Divorciado(a) (053)",48,2,8,31,,4,3
"Soltero(a) (054)",3769,156,592,1278,36,1602,105
"Hombres (056)",13738,280,2087,9002,228,2122,19
"Conviviente (057)",6616,104,981,5020,112,397,2
"Separado(a) (058)",144,7,36,86,3,12,
"Casado(a) (059)",3599,79,499,2689,75,253,4
"Viudo(a) (060)",302,1,40,231,6,23,1
"Divorciado(a) (061)",24,,5,16,,2,1
"Soltero(a) (062)",3053,89,526,960,32,1435,11
"Mujeres (064)",2865,191,381,1378,22,526,367
"Conviviente (065)",1074,65,164,533,10,173,129
"Separado(a) (066)",186,9,24,107,1,18,27
"Casado(a) (067)",671,43,95,288,5,143,97
"Viudo(a) (068)",194,5,29,117,2,23,18
"Divorciado(a) (069)",24,2,3,15,,2,2
"Soltero(a) (070)",716,67,66,318,4,167,94
