"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CONTUMAZA (000)",31369,10522,3219,635,17032
"Menos de 1 año (001)",639,455,54,5,125
"De 1 a 14 años (002)",9148,6271,1017,157,1717
"De 15 a 29 años (003)",7327,1802,412,117,4998
"De 30 a 44 años (004)",5983,963,793,152,4089
"De 45 a 64 años (005)",5189,668,647,131,3752
"De 65 y mas años (006)",3083,363,296,73,2351
"Hombres (008)",15985,4965,1619,378,9045
"Menos de 1 año (009)",322,233,25,2,62
"De 1 a 14 años (010)",4689,3200,538,83,873
"De 15 a 29 años (011)",3782,732,203,68,2780
"De 30 a 44 años (012)",2976,334,344,102,2206
"De 45 a 64 años (013)",2635,297,329,81,1934
"De 65 y mas años (014)",1581,169,180,42,1190
"Mujeres (016)",15384,5557,1600,257,7987
"Menos de 1 año (017)",317,222,29,3,63
"De 1 a 14 años (018)",4459,3071,479,74,844
"De 15 a 29 años (019)",3545,1070,209,49,2218
"De 30 a 44 años (020)",3007,629,449,50,1883
"De 45 a 64 años (021)",2554,371,318,50,1818
"De 65 y mas años (022)",1502,194,116,31,1161
,,,,,
"URBANA (024)",13297,3382,2744,491,6715
"Menos de 1 año (025)",238,146,41,3,48
"De 1 a 14 años (026)",3460,1818,824,101,729
"De 15 a 29 años (027)",3129,679,360,91,2001
"De 30 a 44 años (028)",2737,331,698,128,1593
"De 45 a 64 años (029)",2431,251,576,111,1501
"De 65 y mas años (030)",1302,157,245,57,843
"Hombres (032)",6618,1554,1374,298,3412
"Menos de 1 año (033)",120,75,22,,23
"De 1 a 14 años (034)",1791,933,443,55,364
"De 15 a 29 años (035)",1588,279,178,55,1077
"De 30 a 44 años (036)",1283,102,295,88,808
"De 45 a 64 años (037)",1184,100,289,67,733
"De 65 y mas años (038)",652,65,147,33,407
"Mujeres (040)",6679,1828,1370,193,3303
"Menos de 1 año (041)",118,71,19,3,25
"De 1 a 14 años (042)",1669,885,381,46,365
"De 15 a 29 años (043)",1541,400,182,36,924
"De 30 a 44 años (044)",1454,229,403,40,785
"De 45 a 64 años (045)",1247,151,287,44,768
"De 65 y mas años (046)",650,92,98,24,436
,,,,,
"RURAL (048)",18072,7140,475,144,10317
"Menos de 1 año (049)",401,309,13,2,77
"De 1 a 14 años (050)",5688,4453,193,56,988
"De 15 a 29 años (051)",4198,1123,52,26,2997
"De 30 a 44 años (052)",3246,632,95,24,2496
"De 45 a 64 años (053)",2758,417,71,20,2251
"De 65 y mas años (054)",1781,206,51,16,1508
"Hombres (056)",9367,3411,245,80,5633
"Menos de 1 año (057)",202,158,3,2,39
"De 1 a 14 años (058)",2898,2267,95,28,509
"De 15 a 29 años (059)",2194,453,25,13,1703
"De 30 a 44 años (060)",1693,232,49,14,1398
"De 45 a 64 años (061)",1451,197,40,14,1201
"De 65 y mas años (062)",929,104,33,9,783
"Mujeres (064)",8705,3729,230,64,4684
"Menos de 1 año (065)",199,151,10,,38
"De 1 a 14 años (066)",2790,2186,98,28,479
"De 15 a 29 años (067)",2004,670,27,13,1294
"De 30 a 44 años (068)",1553,400,46,10,1098
"De 45 a 64 años (069)",1307,220,31,6,1050
"De 65 y mas años (070)",852,102,18,7,725
