"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SANTA (000)",7548,74,3627,2243,1365,239
"Sin nivel (001)",194,6,35,51,67,35
"Educación inicial (002)",18,,15,3,,
"Primaria (003)",1265,42,361,340,403,119
"Secundaria (004)",3216,26,1740,925,477,48
"Superior no univ. incompleta (005)",550,,319,155,71,5
"Superior no univ. completa (006)",696,,312,245,126,13
"Superior univ. incompleta (007)",631,,418,148,59,6
"Superior univ. completa (008)",978,,427,376,162,13
"Hombres (010)",5408,52,2445,1576,1125,210
"Sin nivel (011)",130,6,25,33,39,27
"Educación inicial (012)",11,,9,2,,
"Primaria (013)",966,31,265,238,327,105
"Secundaria (014)",2490,15,1265,743,423,44
"Superior no univ. incompleta (015)",376,,208,102,61,5
"Superior no univ. completa (016)",464,,190,165,97,12
"Superior univ. incompleta (017)",417,,259,99,53,6
"Superior univ. completa (018)",554,,224,194,125,11
"Mujeres (020)",2140,22,1182,667,240,29
"Sin nivel (021)",64,,10,18,28,8
"Educación inicial (022)",7,,6,1,,
"Primaria (023)",299,11,96,102,76,14
"Secundaria (024)",726,11,475,182,54,4
"Superior no univ. incompleta (025)",174,,111,53,10,
"Superior no univ. completa (026)",232,,122,80,29,1
"Superior univ. incompleta (027)",214,,159,49,6,
"Superior univ. completa (028)",424,,203,182,37,2
,,,,,,
"Area Urbana (030)",7177,58,3460,2153,1295,211
"Sin nivel (031)",153,5,29,41,57,21
"Educación inicial (032)",18,,15,3,,
"Primaria (033)",1113,30,301,308,368,106
"Secundaria (034)",3063,23,1653,883,457,47
"Superior no univ. incompleta (035)",547,,317,154,71,5
"Superior no univ. completa (036)",685,,306,243,123,13
"Superior univ. incompleta (037)",625,,415,145,59,6
"Superior univ. completa (038)",973,,424,376,160,13
"Hombres (040)",5083,37,2314,1492,1058,182
"Sin nivel (041)",93,5,21,25,29,13
"Educación inicial (042)",11,,9,2,,
"Primaria (043)",828,20,214,208,294,92
"Secundaria (044)",2356,12,1197,701,403,43
"Superior no univ. incompleta (045)",373,,206,101,61,5
"Superior no univ. completa (046)",457,,187,164,94,12
"Superior univ. incompleta (047)",414,,258,97,53,6
"Superior univ. completa (048)",551,,222,194,124,11
"Mujeres (050)",2094,21,1146,661,237,29
"Sin nivel (051)",60,,8,16,28,8
"Educación inicial (052)",7,,6,1,,
"Primaria (053)",285,10,87,100,74,14
"Secundaria (054)",707,11,456,182,54,4
"Superior no univ. incompleta (055)",174,,111,53,10,
"Superior no univ. completa (056)",228,,119,79,29,1
"Superior univ. incompleta (057)",211,,157,48,6,
"Superior univ. completa (058)",422,,202,182,36,2
,,,,,,
"Area Rural (060)",371,16,167,90,70,28
"Sin nivel (061)",41,1,6,10,10,14
"Primaria (063)",152,12,60,32,35,13
"Secundaria (064)",153,3,87,42,20,1
"Superior no univ. incompleta (065)",3,,2,1,,
"Superior no univ. completa (066)",11,,6,2,3,
"Superior univ. incompleta (067)",6,,3,3,,
"Superior univ. completa (068)",5,,3,,2,
"Hombres (070)",325,15,131,84,67,28
"Sin nivel (071)",37,1,4,8,10,14
"Primaria (073)",138,11,51,30,33,13
"Secundaria (074)",134,3,68,42,20,1
"Superior no univ. incompleta (075)",3,,2,1,,
"Superior no univ. completa (076)",7,,3,1,3,
"Superior univ. incompleta (077)",3,,1,2,,
"Superior univ. completa (078)",3,,2,,1,
"Mujeres (080)",46,1,36,6,3,
"Sin nivel (081)",4,,2,2,,
"Primaria (083)",14,1,9,2,2,
"Secundaria (084)",19,,19,,,
"Superior no univ. completa (086)",4,,3,1,,
"Superior univ. incompleta (087)",3,,2,1,,
"Superior univ. completa (088)",2,,1,,1,
