"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia AREQUIPA (000)",364137,344834,119334,56156,63581,41838,38298,15652,6590,3385,19303,669431
"De 12 a 14 años (001)",23997,23897,23807,82,8,,,,,,100,98
"De 15 a 19 años (002)",44129,43753,41242,2248,198,40,25,,,,376,2864
"De 20 a 24 años (003)",44338,38258,25033,9980,2710,405,92,38,,,6080,17242
"De 25 a 29 años (004)",40599,35002,11973,12511,7819,2107,535,43,14,,5597,37098
"De 30 a 34 años (005)",37753,35047,6039,10215,11833,4870,1867,183,27,13,2706,57901
"De 35 a 39 años (006)",33824,32517,3294,6587,11759,6629,3646,503,80,19,1307,69620
"De 40 a 44 años (007)",29728,28822,2041,4217,9459,6937,4790,1063,252,63,906,74190
"De 45 a 49 años (008)",25049,24445,1521,3075,6926,5780,5045,1549,414,135,604,70936
"De 50 y más años (009)",84720,83093,4384,7241,12869,15070,22298,12273,5803,3155,1627,339482
"PEA (010)",152785,141515,40809,29785,31034,18479,14394,4666,1687,661,11270,261025
"De 12 a 14 años (011)",965,960,943,15,2,,,,,,5,19
"De 15 a 19 años (012)",9300,9198,8469,646,61,16,6,,,,102,840
"De 20 a 24 años (013)",19712,16701,11451,4075,969,148,40,18,,,3011,6740
"De 25 a 29 años (014)",23115,19337,8553,6517,3208,815,214,21,9,,3778,16482
"De 30 a 34 años (015)",21791,19803,4716,6251,5733,2160,840,85,10,8,1988,28453
"De 35 a 39 años (016)",19957,19019,2523,4410,6490,3407,1889,247,43,10,938,37737
"De 40 a 44 años (017)",17654,17063,1449,2929,5602,3812,2566,549,127,29,591,41504
"De 45 a 49 años (018)",14567,14184,1055,2084,4056,3229,2689,801,209,61,383,39053
