"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CARHUAZ (000)",33093,5237,6345,6156,5165,3654,6536
"Católica (001)",30886,4912,5962,5744,4820,3378,6070
"Cristiana/Evangélica (002)",1833,279,311,327,277,242,397
"Otra (003)",203,23,35,42,38,23,42
"Ninguna (004)",171,23,37,43,30,11,27
"Hombres (006)",15806,2665,3178,2980,2457,1701,2825
"Católica (007)",14749,2499,2987,2789,2291,1563,2620
"Cristiana/Evangélica (008)",847,139,147,143,127,118,173
"Otra (009)",98,12,22,21,16,11,16
"Ninguna (010)",112,15,22,27,23,9,16
"Mujeres (012)",17287,2572,3167,3176,2708,1953,3711
"Católica (013)",16137,2413,2975,2955,2529,1815,3450
"Cristiana/Evangélica (014)",986,140,164,184,150,124,224
"Otra (015)",105,11,13,21,22,12,26
"Ninguna (016)",59,8,15,16,7,2,11
,,,,,,,
"URBANA (018)",11506,1603,2136,2295,1850,1342,2280
"Católica (019)",10595,1499,1952,2085,1710,1241,2108
"Cristiana/Evangélica (020)",664,78,138,142,95,77,134
"Otra (021)",121,11,19,35,22,15,19
"Ninguna (022)",126,15,27,33,23,9,19
"Hombres (024)",5540,808,1053,1150,877,648,1004
"Católica (025)",5084,751,957,1043,812,594,927
"Cristiana/Evangélica (026)",312,40,66,69,38,40,59
"Otra (027)",58,6,13,17,9,6,7
"Ninguna (028)",86,11,17,21,18,8,11
"Mujeres (030)",5966,795,1083,1145,973,694,1276
"Católica (031)",5511,748,995,1042,898,647,1181
"Cristiana/Evangélica (032)",352,38,72,73,57,37,75
"Otra (033)",63,5,6,18,13,9,12
"Ninguna (034)",40,4,10,12,5,1,8
,,,,,,,
"RURAL (036)",21587,3634,4209,3861,3315,2312,4256
"Católica (037)",20291,3413,4010,3659,3110,2137,3962
"Cristiana/Evangélica (038)",1169,201,173,185,182,165,263
"Otra (039)",82,12,16,7,16,8,23
"Ninguna (040)",45,8,10,10,7,2,8
"Hombres (042)",10266,1857,2125,1830,1580,1053,1821
"Católica (043)",9665,1748,2030,1746,1479,969,1693
"Cristiana/Evangélica (044)",535,99,81,74,89,78,114
"Otra (045)",40,6,9,4,7,5,9
"Ninguna (046)",26,4,5,6,5,1,5
"Mujeres (048)",11321,1777,2084,2031,1735,1259,2435
"Católica (049)",10626,1665,1980,1913,1631,1168,2269
"Cristiana/Evangélica (050)",634,102,92,111,93,87,149
"Otra (051)",42,6,7,3,9,3,14
"Ninguna (052)",19,4,5,4,2,1,3
