"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SATIPO (000)",1813,465,1348
"De 14 a 29 años (001)",1227,397,830
"De 30 a 44 años (002)",388,60,328
"De 45 a 64 años (003)",171,8,163
"De 65 y más años (004)",27,,27
"Hombres (005)",1229,272,957
"De 14 a 29 años (006)",777,228,549
"De 30 a 44 años (007)",288,42,246
"De 45 a 64 años (008)",140,2,138
"De 65 y más años (009)",24,,24
"Mujeres (010)",584,193,391
"De 14 a 29 años (011)",450,169,281
"De 30 a 44 años (012)",100,18,82
"De 45 a 64 años (013)",31,6,25
"De 65 y más años (014)",3,,3
,,,
"AREA URBANA (015)",769,196,573
"De 14 a 29 años (016)",498,171,327
"De 30 a 44 años (017)",182,20,162
"De 45 a 64 años (018)",76,5,71
"De 65 y más años (019)",13,,13
"Hombres (020)",504,105,399
"De 14 a 29 años (021)",300,91,209
"De 30 a 44 años (022)",129,12,117
"De 45 a 64 años (023)",63,2,61
"De 65 y más años (024)",12,,12
"Mujeres (025)",265,91,174
"De 14 a 29 años (026)",198,80,118
"De 30 a 44 años (027)",53,8,45
"De 45 a 64 años (028)",13,3,10
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",1044,269,775
"De 14 a 29 años (031)",729,226,503
"De 30 a 44 años (032)",206,40,166
"De 45 a 64 años (033)",95,3,92
"De 65 y más años (034)",14,,14
"Hombres (035)",725,167,558
"De 14 a 29 años (036)",477,137,340
"De 30 a 44 años (037)",159,30,129
"De 45 a 64 años (038)",77,,77
"De 65 y más años (039)",12,,12
"Mujeres (040)",319,102,217
"De 14 a 29 años (041)",252,89,163
"De 30 a 44 años (042)",47,10,37
"De 45 a 64 años (043)",18,3,15
"De 65 y más años (044)",2,,2
