"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PICOTA (000)",14767,519,5059,5181,3290,718
"Agric., ganadería, caza y silvicultura (001)",9277,396,3216,2947,2139,579
"Pesca (002)",4,,1,2,1,
"Explotación de minas y canteras (003)",2,,,,2,
"Industrias manufactureras (004)",410,9,136,168,82,15
"Suministro de electricidad, gas y agua (005)",26,1,7,9,9,
"Construcción (006)",396,2,121,177,92,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1292,46,394,538,272,42
"Venta, mant.y rep. veh.autom.y motoc. (008)",138,4,54,49,29,2
"Comercio al por mayor (009)",58,,17,23,16,2
"Comercio al por menor (010)",1096,42,323,466,227,38
"Hoteles y restaurantes (011)",458,16,145,175,118,4
"Trans., almac. y comunicaciones (012)",530,2,228,200,98,2
"Intermediación financiera (013)",2,,,2,,
"Activid.inmobil., empres. y alquileres (014)",134,1,47,51,33,2
"Admin.pub. y defensa; p. segur.soc afil (015)",248,,79,106,62,1
"Enseñanza (016)",472,,65,295,112,
"Servicios sociales y de salud (017)",118,,31,66,21,
"Otras activ. serv.comun.soc y personales (018)",121,2,41,47,23,8
"Hogares privados con servicio doméstico (019)",546,24,241,161,94,26
"Actividad economica no especificada (021)",406,4,145,149,83,25
"Desocupado (022)",325,16,162,88,49,10
"Hombres (023)",11246,403,3836,3871,2568,568
"Agric., ganadería, caza y silvicultura (024)",8048,338,2791,2559,1858,502
"Pesca (025)",4,,1,2,1,
"Explotación de minas y canteras (026)",1,,,,1,
"Industrias manufactureras (027)",328,9,115,135,62,7
"Suministro de electricidad, gas y agua (028)",24,,6,9,9,
"Construcción (029)",388,2,119,173,90,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",741,29,220,296,170,26
"Venta, mant.y rep. veh.autom.y motoc. (031)",128,4,48,46,28,2
"Comercio al por mayor (032)",37,,9,13,14,1
"Comercio al por menor (033)",576,25,163,237,128,23
"Hoteles y restaurantes (034)",64,3,19,21,20,1
"Trans., almac. y comunicaciones (035)",514,1,218,195,98,2
"Activid.inmobil., empres. y alquileres (037)",103,1,34,38,29,1
"Admin.pub. y defensa; p. segur.soc afil (038)",183,,51,76,55,1
"Enseñanza (039)",269,,24,172,73,
"Servicios sociales y de salud (040)",63,,16,34,13,
"Otras activ. serv.comun.soc y personales (041)",61,,21,24,10,6
"Hogares privados con servicio doméstico (042)",23,5,10,4,2,2
