"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia MARISCAL CACERES (000)",12700,59,235,625,1163,2731,5043,2844
"De 12 a 14 años (001)",38,,,,,,9,29
"De 15 a 19 años (002)",720,,,,,,439,281
"De 20 a 24 años (003)",1539,,,,,5,1009,525
"De 25 a 29 años (004)",1724,,,,,117,1175,432
"De 30 a 34 años (005)",1664,,,,,307,1043,314
"De 35 a 39 años (006)",1601,,,,18,563,778,242
"De 40 a 44 años (007)",1339,,,,91,608,426,214
"De 45 a 49 años (008)",1076,,,11,200,574,141,150
"De 50 y más años (009)",2999,59,235,614,854,557,23,657
"PEA (010)",4527,6,32,154,452,1166,1629,1088
"De 12 a 14 años (011)",10,,,,,,3,7
"De 15 a 19 años (012)",148,,,,,,84,64
"De 20 a 24 años (013)",469,,,,,3,268,198
"De 25 a 29 años (014)",563,,,,,39,362,162
"De 30 a 34 años (015)",636,,,,,124,360,152
"De 35 a 39 años (016)",711,,,,14,266,310,121
"De 40 a 44 años (017)",606,,,,55,254,182,115
"De 45 a 49 años (018)",490,,,7,93,261,54,75
"De 50 y más años (019)",894,6,32,147,290,219,6,194
"Ocupada (020)",4452,5,32,153,451,1145,1603,1063
"De 12 a 14 años (021)",10,,,,,,3,7
"De 15 a 19 años (022)",145,,,,,,83,62
"De 20 a 24 años (023)",451,,,,,3,262,186
"De 25 a 29 años (024)",551,,,,,38,357,156
"De 30 a 34 años (025)",623,,,,,120,352,151
"De 35 a 39 años (026)",701,,,,14,260,307,120
"De 40 a 44 años (027)",597,,,,55,251,179,112
"De 45 a 49 años (028)",486,,,7,93,257,54,75
"De 50 y más años (029)",888,5,32,146,289,216,6,194
"Desocupada (030)",75,1,,1,1,21,26,25
"De 15 a 19 años (032)",3,,,,,,1,2
"De 20 a 24 años (033)",18,,,,,,6,12
"De 25 a 29 años (034)",12,,,,,1,5,6
"De 30 a 34 años (035)",13,,,,,4,8,1
"De 35 a 39 años (036)",10,,,,,6,3,1
"De 40 a 44 años (037)",9,,,,,3,3,3
"De 45 a 49 años (038)",4,,,,,4,,
"De 50 y más años (039)",6,1,,1,1,3,,
"No PEA (040)",8173,53,203,471,711,1565,3414,1756
"De 12 a 14 años (041)",28,,,,,,6,22
"De 15 a 19 años (042)",572,,,,,,355,217
"De 20 a 24 años (043)",1070,,,,,2,741,327
"De 25 a 29 años (044)",1161,,,,,78,813,270
"De 30 a 34 años (045)",1028,,,,,183,683,162
"De 35 a 39 años (046)",890,,,,4,297,468,121
"De 40 a 44 años (047)",733,,,,36,354,244,99
"De 45 a 49 años (048)",586,,,4,107,313,87,75
