"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUAROCHIRI (000)",68838,11681,12005,2932,42301
"Quechua (001)",1157,84,386,79,613
"Aymara (002)",15,3,1,3,9
"Asháninka (003)",15,2,2,2,10
"Otra lengua nativa (004)",66,9,8,3,46
"Castellano (005)",67429,11566,11583,2840,41514
"Es Sordomudo/a (007)",156,17,25,5,109
"Hombres (009)",36420,5485,7514,1903,21574
"Quechua (010)",723,34,304,58,331
"Aymara (011)",7,2,,2,4
"Otra lengua nativa (013)",30,1,7,3,19
"Castellano (014)",35581,5438,7193,1835,21166
"Es Sordomudo/a (016)",79,10,10,5,54
"Mujeres (018)",32418,6196,4491,1029,20727
"Quechua (019)",434,50,82,21,282
"Aymara (020)",8,1,1,1,5
"Asháninka (021)",15,2,2,2,10
"Otra lengua nativa (022)",36,8,1,,27
"Castellano (023)",31848,6128,4390,1005,20348
"Es Sordomudo/a (025)",77,7,15,,55
,,,,,
"URBANA (027)",46700,8236,8673,2404,27454
"Quechua (028)",819,67,269,69,419
"Aymara (029)",7,2,,2,4
"Asháninka (030)",15,2,2,2,10
"Otra lengua nativa (031)",59,6,8,3,42
"Castellano (032)",45683,8147,8372,2323,26901
"Es Sordomudo/a (034)",117,12,22,5,78
"Hombres (036)",23850,3842,4817,1565,13674
"Quechua (037)",491,26,201,52,216
"Aymara (038)",5,1,,2,3
"Otra lengua nativa (040)",29,,7,3,19
"Castellano (041)",23269,3810,4600,1503,13399
"Es Sordomudo/a (043)",56,5,9,5,37
"Mujeres (045)",22850,4394,3856,839,13780
"Quechua (046)",328,41,68,17,203
"Aymara (047)",2,1,,,1
"Asháninka (048)",15,2,2,2,10
"Otra lengua nativa (049)",30,6,1,,23
"Castellano (050)",22414,4337,3772,820,13502
"Es Sordomudo/a (052)",61,7,13,,41
,,,,,
"RURAL (054)",22138,3445,3332,528,14847
"Quechua (055)",338,17,117,10,194
"Aymara (056)",8,1,1,1,5
"Otra lengua nativa (058)",7,3,,,4
"Castellano (059)",21746,3419,3211,517,14613
"Es Sordomudo/a (061)",39,5,3,,31
"Hombres (063)",12570,1643,2697,338,7900
"Quechua (064)",232,8,103,6,115
"Aymara (065)",2,1,,,1
"Otra lengua nativa (067)",1,1,,,
"Castellano (068)",12312,1628,2593,332,7767
"Es Sordomudo/a (070)",23,5,1,,17
"Mujeres (072)",9568,1802,635,190,6947
"Quechua (073)",106,9,14,4,79
"Aymara (074)",6,,1,1,4
"Otra lengua nativa (076)",6,2,,,4
"Castellano (077)",9434,1791,618,185,6846
"Es Sordomudo/a (079)",16,,2,,14
