"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LORETO (000)",17623,2614,3130,8326,154,3146,253
"Agric., ganadería, caza y silvicultura (001)",10111,4,913,6424,90,2680,
"Pesca (002)",333,1,129,62,,141,
"Explotación de minas y canteras (003)",424,135,288,,,1,
"Industrias manufactureras (004)",447,27,257,155,5,3,
"Suministro de electricidad, gas y agua (005)",15,5,8,2,,,
"Construcción (006)",886,95,724,56,10,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1428,166,55,960,29,218,
"Venta, mant.y rep. veh.autom.y motoc. (008)",115,20,44,47,1,3,
"Comercio al por mayor (009)",58,19,5,28,,6,
"Comercio al por menor (010)",1255,127,6,885,28,209,
"Hoteles y restaurantes (011)",505,121,136,211,5,32,
"Trans., almac. y comunicaciones (012)",434,101,147,171,5,10,
"Intermediación financiera (013)",4,4,,,,,
"Activid.inmobil., empres. y alquileres (014)",316,217,81,17,,1,
"Admin.pub. y defensa; p. segur.soc.afil (015)",462,337,125,,,,
"Enseñanza (016)",1034,1000,1,31,2,,
"Servicios sociales y de salud (017)",152,133,6,12,1,,
"Otras activ. serv.comun.soc y personales (018)",165,92,30,37,1,5,
"Hogares privados con servicio doméstico (019)",253,,,,,,253
"Actividad economica no especificada (021)",654,176,230,188,6,54,
"Hombres (022)",13440,1775,2816,7036,124,1661,28
"Agric., ganadería, caza y silvicultura (023)",8073,2,731,5868,81,1391,
"Pesca (024)",323,1,122,60,,140,
"Explotación de minas y canteras (025)",417,129,287,,,1,
"Industrias manufactureras (026)",404,25,255,116,5,3,
"Suministro de electricidad, gas y agua (027)",14,5,8,1,,,
"Construcción (028)",869,93,711,56,8,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",862,102,55,599,18,88,
"Venta, mant.y rep. veh.autom.y motoc. (030)",110,19,44,45,1,1,
"Comercio al por mayor (031)",39,9,5,21,,4,
"Comercio al por menor (032)",713,74,6,533,17,83,
"Hoteles y restaurantes (033)",224,73,114,30,1,6,
"Trans., almac. y comunicaciones (034)",410,86,143,166,5,10,
"Intermediación financiera (035)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (036)",271,176,80,15,,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",349,262,87,,,,
"Enseñanza (038)",607,586,1,19,1,,
"Servicios sociales y de salud (039)",87,77,2,8,,,
"Otras activ. serv.comun.soc y personales (040)",129,78,23,23,1,4,
"Hogares privados con servicio doméstico (041)",28,,,,,,28
"Actividad economica no especificada (043)",372,79,197,75,4,17,
"Mujeres (044)",4183,839,314,1290,30,1485,225
"Agric., ganadería, caza y silvicultura (045)",2038,2,182,556,9,1289,
"Pesca (046)",10,,7,2,,1,
"Explotación de minas y canteras (047)",7,6,1,,,,
"Industrias manufactureras (048)",43,2,2,39,,,
"Suministro de electricidad, gas y agua (049)",1,,,1,,,
"Construcción (050)",17,2,13,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",566,64,,361,11,130,
"Venta, mant.y rep. veh.autom.y motoc. (052)",5,1,,2,,2,
"Comercio al por mayor (053)",19,10,,7,,2,
"Comercio al por menor (054)",542,53,,352,11,126,
"Hoteles y restaurantes (055)",281,48,22,181,4,26,
"Trans., almac. y comunicaciones (056)",24,15,4,5,,,
"Intermediación financiera (057)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (058)",45,41,1,2,,1,
"Admin.pub. y defensa; p. segur.soc.afil (059)",113,75,38,,,,
"Enseñanza (060)",427,414,,12,1,,
"Servicios sociales y de salud (061)",65,56,4,4,1,,
"Otras activ. serv.comun.soc y personales (062)",36,14,7,14,,1,
"Hogares privados con servicio doméstico (063)",225,,,,,,225
"Actividad economica no especificada (065)",282,97,33,113,2,37,
,,,,,,,
"URBANA (066)",8619,1897,2289,3172,93,946,222
"Agric., ganadería, caza y silvicultura (067)",2869,3,477,1672,50,667,
"Pesca (068)",184,1,108,33,,42,
"Explotación de minas y canteras (069)",340,112,227,,,1,
"Industrias manufactureras (070)",382,22,221,134,3,2,
"Suministro de electricidad, gas y agua (071)",15,5,8,2,,,
"Construcción (072)",733,84,590,51,7,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1127,154,48,744,15,166,
"Venta, mant.y rep. veh.autom.y motoc. (074)",103,15,39,45,1,3,
"Comercio al por mayor (075)",45,18,3,20,,4,
"Comercio al por menor (076)",979,121,6,679,14,159,
"Hoteles y restaurantes (077)",469,114,116,202,5,32,
"Trans., almac. y comunicaciones (078)",350,87,98,153,4,8,
"Intermediación financiera (079)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (080)",259,181,61,16,,1,
"Admin.pub. y defensa; p. segur.soc.afil (081)",408,298,110,,,,
"Enseñanza (082)",571,542,,27,2,,
"Servicios sociales y de salud (083)",118,103,6,9,,,
"Otras activ. serv.comun.soc y personales (084)",133,72,25,31,1,4,
"Hogares privados con servicio doméstico (085)",222,,,,,,222
"Actividad economica no especificada (087)",436,116,194,98,6,22,
"Hombres (088)",6215,1306,2067,2312,73,436,21
"Agric., ganadería, caza y silvicultura (089)",2142,1,367,1429,43,302,
"Pesca (090)",175,1,101,32,,41,
"Explotación de minas y canteras (091)",334,106,227,,,1,
"Industrias manufactureras (092)",343,21,219,98,3,2,
"Suministro de electricidad, gas y agua (093)",14,5,8,1,,,
"Construcción (094)",718,82,577,51,7,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",618,91,48,412,9,58,
"Venta, mant.y rep. veh.autom.y motoc. (096)",98,14,39,43,1,1,
"Comercio al por mayor (097)",30,8,3,17,,2,
"Comercio al por menor (098)",490,69,6,352,8,55,
"Hoteles y restaurantes (099)",209,69,104,29,1,6,
"Trans., almac. y comunicaciones (100)",327,72,94,149,4,8,
"Activid.inmobil., empres. y alquileres (102)",216,142,60,14,,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",301,227,74,,,,
"Enseñanza (104)",317,300,,16,1,,
"Servicios sociales y de salud (105)",68,61,2,5,,,
"Otras activ. serv.comun.soc y personales (106)",103,59,19,20,1,4,
"Hogares privados con servicio doméstico (107)",21,,,,,,21
"Actividad economica no especificada (109)",309,69,167,56,4,13,
"Mujeres (110)",2404,591,222,860,20,510,201
"Agric., ganadería, caza y silvicultura (111)",727,2,110,243,7,365,
"Pesca (112)",9,,7,1,,1,
"Explotación de minas y canteras (113)",6,6,,,,,
"Industrias manufactureras (114)",39,1,2,36,,,
"Suministro de electricidad, gas y agua (115)",1,,,1,,,
"Construcción (116)",15,2,13,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",509,63,,332,6,108,
"Venta, mant.y rep. veh.autom.y motoc. (118)",5,1,,2,,2,
"Comercio al por mayor (119)",15,10,,3,,2,
"Comercio al por menor (120)",489,52,,327,6,104,
"Hoteles y restaurantes (121)",260,45,12,173,4,26,
