"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SECHURA (000)",56923,3408,13663,12791,9618,6878,4970,2575,3020
"Quechua (001)",26,,1,4,3,6,3,5,4
"Aymara (002)",9,1,2,1,2,2,,1,
"Ashaninca (003)",4,,1,1,,,1,,1
"Otra lengua nativa (004)",48,3,14,11,11,7,1,1,
"Castellano (005)",56749,3399,13618,12745,9592,6857,4960,2566,3012
"Idioma extranjero (006)",2,,,2,,,,,
"Es sordomudo/a (007)",85,5,27,27,10,6,5,2,3
"Hombres (009)",28521,1678,6906,6264,4800,3448,2569,1327,1529
"Quechua (010)",15,,1,,1,4,2,4,3
"Aymara (011)",6,,1,1,2,1,,1,
"Ashaninca (012)",3,,1,1,,,1,,
"Otra lengua nativa (013)",25,3,8,7,4,3,,,
"Castellano (014)",28423,1673,6884,6238,4786,3436,2562,1321,1523
"Idioma extranjero (015)",1,,,1,,,,,
"Es sordomudo/a (016)",48,2,11,16,7,4,4,1,3
"Mujeres (018)",28402,1730,6757,6527,4818,3430,2401,1248,1491
"Quechua (019)",11,,,4,2,2,1,1,1
"Aymara (020)",3,1,1,,,1,,,
"Ashaninca (021)",1,,,,,,,,1
"Otra lengua nativa (022)",23,,6,4,7,4,1,1,
"Castellano (023)",28326,1726,6734,6507,4806,3421,2398,1245,1489
"Idioma extranjero (024)",1,,,1,,,,,
"Es sordomudo/a (025)",37,3,16,11,3,2,1,1,
,,,,,,,,,
"URBANA (027)",53414,3220,12814,11966,9047,6492,4643,2411,2821
"Quechua (028)",24,,1,4,2,6,3,5,3
"Aymara (029)",9,1,2,1,2,2,,1,
"Ashaninca (030)",4,,1,1,,,1,,1
"Otra lengua nativa (031)",48,3,14,11,11,7,1,1,
"Castellano (032)",53254,3213,12771,11923,9023,6472,4635,2402,2815
"Idioma extranjero (033)",2,,,2,,,,,
"Es sordomudo/a (034)",73,3,25,24,9,5,3,2,2
"Hombres (036)",26675,1583,6483,5820,4490,3252,2395,1233,1419
"Quechua (037)",14,,1,,1,4,2,4,2
"Aymara (038)",6,,1,1,2,1,,1,
"Ashaninca (039)",3,,1,1,,,1,,
"Otra lengua nativa (040)",25,3,8,7,4,3,,,
"Castellano (041)",26588,1580,6463,5795,4477,3241,2390,1227,1415
"Idioma extranjero (042)",1,,,1,,,,,
"Es sordomudo/a (043)",38,,9,15,6,3,2,1,2
"Mujeres (045)",26739,1637,6331,6146,4557,3240,2248,1178,1402
"Quechua (046)",10,,,4,1,2,1,1,1
"Aymara (047)",3,1,1,,,1,,,
"Ashaninca (048)",1,,,,,,,,1
"Otra lengua nativa (049)",23,,6,4,7,4,1,1,
"Castellano (050)",26666,1633,6308,6128,4546,3231,2245,1175,1400
"Idioma extranjero (051)",1,,,1,,,,,
"Es sordomudo/a (052)",35,3,16,9,3,2,1,1,
,,,,,,,,,
"RURAL (054)",3509,188,849,825,571,386,327,164,199
"Quechua (055)",2,,,,1,,,,1
"Castellano (059)",3495,186,847,822,569,385,325,164,197
"Es sordomudo/a (061)",12,2,2,3,1,1,2,,1
"Hombres (063)",1846,95,423,444,310,196,174,94,110
"Quechua (064)",1,,,,,,,,1
"Castellano (068)",1835,93,421,443,309,195,172,94,108
"Es sordomudo/a (070)",10,2,2,1,1,1,2,,1
"Mujeres (072)",1663,93,426,381,261,190,153,70,89
"Quechua (073)",1,,,,1,,,,
"Castellano (077)",1660,93,426,379,260,190,153,70,89
"Es sordomudo/a (079)",2,,,2,,,,,
