"CUADRO Nº 17: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE ABASTECIMIENTO DE AGUA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL; Y TIPO DE ABASTECIMIENTO DE AGUA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia DATEM DEL MARAÑON (000)",8723,2349,6374
"Red pública dentro de la vivienda (001)",165,144,21
"Red pública fuera de la vivienda (002)",45,37,8
"Pilón de uso público (003)",145,137,8
"Camión - cisterna u otro similar (004)",6,3,3
"Pozo (005)",2408,1260,1148
"Río, acequia, manatial o similar (006)",5660,673,4987
"Vecino (007)",91,52,39
"Otro (008)",203,43,160
,,,
"URBANA (010)",2565,1883,682
"Red pública dentro de la vivienda (011)",135,123,12
"Red pública fuera de la vivienda (012)",43,36,7
"Pilón de uso público (013)",102,98,4
"Camión - cisterna u otro similar (014)",3,3,
"Pozo (015)",1499,1102,397
"Río, acequia, manatial o similar (016)",655,440,215
"Vecino (017)",74,52,22
"Otro (018)",54,29,25
,,,
"RURAL (020)",6158,466,5692
"Red pública dentro de la vivienda (021)",30,21,9
"Red pública fuera de la vivienda (022)",2,1,1
"Pilón de uso público (023)",43,39,4
"Camión - cisterna u otro similar (024)",3,,3
"Pozo (025)",909,158,751
"Río, acequia, manatial o similar (026)",5005,233,4772
"Vecino (027)",17,,17
"Otro (028)",149,14,135
