"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUACAYBAMBA (000)",4423,542,,2123,1137,96,277,53,195
"Empleado (001)",549,1,,6,65,39,223,36,179
"Obrero (002)",532,51,,300,158,10,11,2,
"Trabajador independiente (003)",2615,365,,1474,678,38,37,10,13
"Empleador o patrono (004)",22,3,,8,9,1,,1,
"Trabajador familiar no remunerado (005)",622,108,,292,205,8,5,2,2
"Trabajador del hogar (006)",83,14,,43,22,,1,2,1
"Hombres (008)",3670,390,,1878,978,71,180,42,131
"Empleado (009)",359,1,,5,53,22,133,26,119
"Obrero (010)",503,46,,285,149,10,11,2,
"Trabajador independiente (011)",2314,276,,1355,598,33,31,10,11
"Empleador o patrono (012)",19,3,,7,9,,,,
"Trabajador familiar no remunerado (013)",458,61,,219,165,6,4,2,1
"Trabajador del hogar (014)",17,3,,7,4,,1,2,
"Mujeres (016)",753,152,,245,159,25,97,11,64
"Empleado (017)",190,,,1,12,17,90,10,60
"Obrero (018)",29,5,,15,9,,,,
"Trabajador independiente (019)",301,89,,119,80,5,6,,2
"Empleador o patrono (020)",3,,,1,,1,,1,
"Trabajador familiar no remunerado (021)",164,47,,73,40,2,1,,1
"Trabajador del hogar (022)",66,11,,36,18,,,,1
,,,,,,,,,
"URBANA (024)",1069,32,,285,363,56,174,36,123
"Empleado (025)",359,,,4,41,25,149,27,113
"Obrero (026)",121,4,,43,60,7,6,1,
"Trabajador independiente (027)",428,17,,172,193,17,17,4,8
"Empleador o patrono (028)",10,,,4,4,1,,1,
"Trabajador familiar no remunerado (029)",109,7,,42,51,6,1,1,1
"Trabajador del hogar (030)",42,4,,20,14,,1,2,1
"Hombres (032)",766,14,,208,284,36,113,30,81
"Empleado (033)",240,,,4,35,13,92,22,74
"Obrero (034)",115,2,,41,58,7,6,1,
"Trabajador independiente (035)",331,10,,135,151,12,13,4,6
"Empleador o patrono (036)",7,,,3,4,,,,
"Trabajador familiar no remunerado (037)",65,2,,22,34,4,1,1,1
"Trabajador del hogar (038)",8,,,3,2,,1,2,
"Mujeres (040)",303,18,,77,79,20,61,6,42
"Empleado (041)",119,,,,6,12,57,5,39
"Obrero (042)",6,2,,2,2,,,,
"Trabajador independiente (043)",97,7,,37,42,5,4,,2
"Empleador o patrono (044)",3,,,1,,1,,1,
"Trabajador familiar no remunerado (045)",44,5,,20,17,2,,,
"Trabajador del hogar (046)",34,4,,17,12,,,,1
,,,,,,,,,
"RURAL (048)",3354,510,,1838,774,40,103,17,72
"Empleado (049)",190,1,,2,24,14,74,9,66
"Obrero (050)",411,47,,257,98,3,5,1,
"Trabajador independiente (051)",2187,348,,1302,485,21,20,6,5
"Empleador o patrono (052)",12,3,,4,5,,,,
"Trabajador familiar no remunerado (053)",513,101,,250,154,2,4,1,1
"Trabajador del hogar (054)",41,10,,23,8,,,,
"Hombres (056)",2904,376,,1670,694,35,67,12,50
"Empleado (057)",119,1,,1,18,9,41,4,45
"Obrero (058)",388,44,,244,91,3,5,1,
"Trabajador independiente (059)",1983,266,,1220,447,21,18,6,5
"Empleador o patrono (060)",12,3,,4,5,,,,
"Trabajador familiar no remunerado (061)",393,59,,197,131,2,3,1,
"Trabajador del hogar (062)",9,3,,4,2,,,,
"Mujeres (064)",450,134,,168,80,5,36,5,22
"Empleado (065)",71,,,1,6,5,33,5,21
"Obrero (066)",23,3,,13,7,,,,
"Trabajador independiente (067)",204,82,,82,38,,2,,
"Trabajador familiar no remunerado (069)",120,42,,53,23,,1,,1
"Trabajador del hogar (070)",32,7,,19,6,,,,
