"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CHOTA (000)",160447,157958,1687,802
"Hombres (001)",77987,77095,490,402
"Mujeres (002)",82460,80863,1197,400
"Menores de 1 año (003)",2868,2458,244,166
"Hombres (004)",1430,1223,126,81
"Mujeres (005)",1438,1235,118,85
"De 1 a 5 años (006)",16997,16220,241,536
"Hombres (007)",8618,8216,113,289
"Mujeres (008)",8379,8004,128,247
"De 6 a 14 años (009)",35095,35056,22,17
"Hombres (010)",17746,17728,8,10
"Mujeres (011)",17349,17328,14,7
"De 15 a 29 años (012)",40117,40056,50,11
"Hombres (013)",19334,19309,22,3
"Mujeres (014)",20783,20747,28,8
"De 30 a 44 años (015)",29728,29591,121,16
"Hombres (016)",13979,13944,29,6
"Mujeres (017)",15749,15647,92,10
"De 45 a 64 años (018)",23113,22779,310,24
"Hombres (019)",10832,10757,70,5
"Mujeres (020)",12281,12022,240,19
"De 65 a más años (021)",12529,11798,699,32
"Hombres (022)",6048,5918,122,8
"Mujeres (023)",6481,5880,577,24
,,,,
"URBANA (024)",32301,32006,166,129
"Hombres (025)",15777,15657,49,71
"Mujeres (026)",16524,16349,117,58
"Menores de 1 año (027)",517,457,41,19
"Hombres (028)",257,227,18,12
"Mujeres (029)",260,230,23,7
"De 1 a 5 años (030)",2827,2698,28,101
"Hombres (031)",1404,1337,11,56
"Mujeres (032)",1423,1361,17,45
"De 6 a 14 años (033)",6135,6130,4,1
"Hombres (034)",3163,3160,2,1
"Mujeres (035)",2972,2970,2,
"De 15 a 29 años (036)",8352,8350,2,
"Hombres (037)",3901,3901,,
"Mujeres (038)",4451,4449,2,
"De 30 a 44 años (039)",6927,6919,8,
"Hombres (040)",3284,3281,3,
"Mujeres (041)",3643,3638,5,
"De 45 a 64 años (042)",5185,5159,20,6
"Hombres (043)",2599,2589,8,2
"Mujeres (044)",2586,2570,12,4
"De 65 a más años (045)",2358,2293,63,2
"Hombres (046)",1169,1162,7,
"Mujeres (047)",1189,1131,56,2
,,,,
"RURAL (048)",128146,125952,1521,673
"Hombres (049)",62210,61438,441,331
"Mujeres (050)",65936,64514,1080,342
"Menores de 1 año (051)",2351,2001,203,147
"Hombres (052)",1173,996,108,69
"Mujeres (053)",1178,1005,95,78
"De 1 a 5 años (054)",14170,13522,213,435
"Hombres (055)",7214,6879,102,233
"Mujeres (056)",6956,6643,111,202
"De 6 a 14 años (057)",28960,28926,18,16
"Hombres (058)",14583,14568,6,9
"Mujeres (059)",14377,14358,12,7
"De 15 a 29 años (060)",31765,31706,48,11
"Hombres (061)",15433,15408,22,3
"Mujeres (062)",16332,16298,26,8
"De 30 a 44 años (063)",22801,22672,113,16
"Hombres (064)",10695,10663,26,6
"Mujeres (065)",12106,12009,87,10
"De 45 a 64 años (066)",17928,17620,290,18
"Hombres (067)",8233,8168,62,3
"Mujeres (068)",9695,9452,228,15
"De 65 a más años (069)",10171,9505,636,30
"Hombres (070)",4879,4756,115,8
"Mujeres (071)",5292,4749,521,22
