"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia DOS DE MAYO (000)",12132,10082,759,244,1047
"Sin nivel (001)",1226,1175,47,3,1
"Educación inicial (002)",13,11,1,,1
"Primaria (003)",5984,5551,361,43,29
"Secundaria (004)",3028,2637,199,65,127
"Superior no univ. incompleta (005)",280,208,13,8,51
"Superior no univ. completa (006)",1017,338,89,69,521
"Superior univ. incompleta (007)",126,71,5,7,43
"Superior univ. completa (008)",458,91,44,49,274
"De 06 a 14 años (010)",255,221,33,1,
"Sin nivel (011)",20,18,2,,
"Primaria (013)",201,174,26,1,
"Secundaria (014)",34,29,5,,
"De 15 a 29 años (020)",3632,3069,240,87,236
"Sin nivel (021)",139,135,4,,
"Educación inicial (022)",7,5,1,,1
"Primaria (023)",1396,1288,80,16,12
"Secundaria (024)",1542,1345,114,32,51
"Superior no univ. incompleta (025)",123,107,6,2,8
"Superior no univ. completa (026)",266,124,24,22,96
"Superior univ. incompleta (027)",51,33,2,2,14
"Superior univ. completa (028)",108,32,9,13,54
"De 30 a 44 años (030)",4051,3127,262,107,555
"Sin nivel (031)",263,247,15,1,
"Educación inicial (032)",6,6,,,
"Primaria (033)",1936,1795,117,15,9
"Secundaria (034)",890,773,54,18,45
"Superior no univ. incompleta (035)",109,74,5,4,26
"Superior no univ. completa (036)",559,172,46,37,304
"Superior univ. incompleta (037)",46,18,3,4,21
"Superior univ. completa (038)",242,42,22,28,150
"De 45 a 64 años (040)",3134,2665,175,46,248
"Sin nivel (041)",479,459,19,,1
"Primaria (043)",1811,1692,101,11,7
"Secundaria (044)",492,425,24,14,29
"Superior no univ. incompleta (045)",41,21,1,2,17
"Superior no univ. completa (046)",180,35,18,10,117
"Superior univ. incompleta (047)",27,18,,1,8
"Superior univ. completa (048)",104,15,12,8,69
"De 65 y más años (050)",1060,1000,49,3,8
"Sin nivel (051)",325,316,7,2,
"Primaria (053)",640,602,37,,1
"Secundaria (054)",70,65,2,1,2
"Superior no univ. incompleta (055)",7,6,1,,
"Superior no univ. completa (056)",12,7,1,,4
"Superior univ. incompleta (057)",2,2,,,
"Superior univ. completa (058)",4,2,1,,1
,,,,,
"URBANA (060)",4626,3255,251,186,934
"Sin nivel (061)",222,218,3,,1
