"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MELGAR (000)",25956,379,7510,8965,6855,2247
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",52,,6,25,17,4
"Profes., científicos e intelectuales (002)",1587,,259,815,498,15
"Técnicos de nivel medio y trab.asimilados (003)",520,,187,218,108,7
"Jefes y empleados de oficina (004)",476,,186,176,111,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2209,17,608,917,544,123
"Agricult.trabaj. calif. agrop. y pesqueros (006)",7155,23,1313,2166,2508,1145
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1319,9,451,515,291,53
"Obreros construc., conf., papel, fab., instr. (008)",1538,5,470,649,381,33
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",8755,301,2871,2739,2088,756
"Otra (010)",70,,19,39,12,
"Ocupación no especificada (011)",624,4,219,197,132,72
"Desocupado (012)",1651,20,921,509,165,36
"Hombres (013)",15451,203,4412,5367,4116,1353
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",41,,5,17,15,4
"Profes., científicos e intelectuales (015)",1044,,146,525,362,11
"Técnicos de nivel medio y trab.asimilados (016)",378,,141,157,76,4
"Jefes y empleados de oficina (017)",266,,77,107,79,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",722,4,235,284,150,49
"Agricult.trabaj. calif. agrop. y pesqueros (019)",5199,11,888,1621,1841,838
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",1054,6,370,421,220,37
"Obreros construc., conf., papel, fab., instr. (021)",1496,5,456,626,377,32
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",3694,161,1345,1080,788,320
"Otra (023)",67,,16,39,12,
"Ocupación no especificada (024)",320,2,122,110,59,27
"Desocupado (025)",1170,14,611,380,137,28
"Mujeres (026)",10505,176,3098,3598,2739,894
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",11,,1,8,2,
"Profes., científicos e intelectuales (028)",543,,113,290,136,4
"Técnicos de nivel medio y trab.asimilados (029)",142,,46,61,32,3
"Jefes y empleados de oficina (030)",210,,109,69,32,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1487,13,373,633,394,74
"Agricult.trabaj. calif. agrop. y pesqueros (032)",1956,12,425,545,667,307
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",265,3,81,94,71,16
