"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CORONGO (000)",2582,23,715,884,711,249
"Agric., ganadería, caza y silvicultura (001)",1320,16,338,363,407,196
"Pesca (002)",1,,1,,,
"Explotación de minas y canteras (003)",34,,20,8,6,
"Industrias manufactureras (004)",110,1,25,39,39,6
"Suministro de electricidad, gas y agua (005)",2,,,1,1,
"Construcción (006)",143,,59,55,28,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",217,2,60,73,65,17
"Venta, mant.y rep. veh.autom.y motoc. (008)",5,,1,1,2,1
"Comercio al por mayor (009)",9,,,6,3,
"Comercio al por menor (010)",203,2,59,66,60,16
"Hoteles y restaurantes (011)",63,1,19,19,18,6
"Trans., almac. y comunicaciones (012)",51,1,18,24,7,1
"Intermediación financiera (013)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (014)",39,,11,13,14,1
"Admin.pub. y defensa; p. segur.soc afil (015)",116,,34,55,25,2
"Enseñanza (016)",212,,35,139,38,
"Servicios sociales y de salud (017)",34,,6,19,9,
"Otras activ. serv.comun.soc y personales (018)",53,,16,24,13,
"Hogares privados con servicio doméstico (019)",42,1,18,12,10,1
"Actividad economica no especificada (021)",71,1,15,20,21,14
"Desocupado (022)",72,,39,19,10,4
"Hombres (023)",2059,14,579,685,573,208
"Agric., ganadería, caza y silvicultura (024)",1244,11,321,346,385,181
"Pesca (025)",1,,1,,,
"Explotación de minas y canteras (026)",34,,20,8,6,
"Industrias manufactureras (027)",86,1,20,32,28,5
"Suministro de electricidad, gas y agua (028)",2,,,1,1,
"Construcción (029)",141,,58,55,27,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",109,1,36,33,30,9
"Venta, mant.y rep. veh.autom.y motoc. (031)",4,,1,1,1,1
"Comercio al por mayor (032)",6,,,3,3,
"Comercio al por menor (033)",99,1,35,29,26,8
"Hoteles y restaurantes (034)",19,,4,6,6,3
"Trans., almac. y comunicaciones (035)",50,1,17,24,7,1
"Intermediación financiera (036)",1,,,1,,
"Activid.inmobil., empres. y alquileres (037)",27,,7,8,11,1
"Admin.pub. y defensa; p. segur.soc afil (038)",91,,27,43,20,1
"Enseñanza (039)",116,,13,79,24,
"Servicios sociales y de salud (040)",17,,3,9,5,
"Otras activ. serv.comun.soc y personales (041)",42,,14,21,7,
"Hogares privados con servicio doméstico (042)",3,,1,1,1,
