"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia CASMA",,,,,,
"Viviendas particulares (001)",10377,9997,319,48,12,1
"Ocupantes presentes (002)",42100,38886,2477,540,179,18
"Casa independiente",,,,,,
"Viviendas particulares (004)",10185,9810,314,48,12,1
"Ocupantes presentes (005)",41469,38289,2443,540,179,18
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",27,27,,,,
"Ocupantes presentes (008)",81,81,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",42,41,1,,,
"Ocupantes presentes (011)",135,129,6,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",18,14,4,,,
"Ocupantes presentes (014)",53,25,28,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",25,25,,,,
"Ocupantes presentes (017)",83,83,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",72,72,,,,
"Ocupantes presentes (020)",239,239,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",7,7,,,,
"Ocupantes presentes (023)",36,36,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",1,1,,,,
"Ocupantes presentes (026)",4,4,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",7135,6775,301,46,12,1
"Ocupantes presentes (029)",29251,26224,2318,512,179,18
"Casa independiente",,,,,,
"Viviendas particulares (031)",6969,6614,296,46,12,1
"Ocupantes presentes (032)",28708,25715,2284,512,179,18
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",27,27,,,,
"Ocupantes presentes (035)",81,81,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",42,41,1,,,
"Ocupantes presentes (038)",135,129,6,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",18,14,4,,,
"Ocupantes presentes (041)",53,25,28,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",72,72,,,,
"Ocupantes presentes (047)",239,239,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",6,6,,,,
"Ocupantes presentes (050)",31,31,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",1,1,,,,
"Ocupantes presentes (053)",4,4,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",3242,3222,18,2,,
"Ocupantes presentes (056)",12849,12662,159,28,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",3216,3196,18,2,,
"Ocupantes presentes (059)",12761,12574,159,28,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",25,25,,,,
"Ocupantes presentes (071)",83,83,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",5,5,,,,
"Otro tipo",,,,,,
