"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia LEONCIO PRADO (000)",45763,7856,7558,21633,1341,4024,1063,2288
"Agric., ganadería, caza y silvicultura (001)",20077,93,4964,11268,739,3013,,
"Pesca (002)",47,2,6,36,,3,,
"Explotación de minas y canteras (003)",65,8,40,14,1,2,,
"Industrias manufactureras (004)",1691,112,638,833,56,52,,
"Suministro de electricidad, gas y agua (005)",67,32,30,4,1,,,
"Construcción (006)",1601,74,1058,426,28,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",6823,1114,153,4646,278,632,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",685,78,98,429,60,20,,
"Comercio al por mayor (009)",319,107,26,135,21,30,,
"Comercio al por menor (010)",5819,929,29,4082,197,582,,
"Hoteles y restaurantes (011)",2127,647,79,1221,67,113,,
"Trans., almac. y comunicaciones (012)",2905,691,180,1949,48,37,,
"Intermediación financiera (013)",95,77,3,2,1,12,,
"Activid.inmobil., empres. y alquileres (014)",961,681,20,227,22,11,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1190,1050,140,,,,,
"Enseñanza (016)",1739,1661,1,69,2,6,,
"Servicios sociales y de salud (017)",718,632,1,77,6,2,,
"Otras activ. serv.comun.soc y personales (018)",939,379,57,457,31,15,,
"Hogares privados con servicio doméstico (019)",1063,,,,,,1063,
"Organiz. y organos extraterritoriales (020)",2,2,,,,,,
"Actividad economica no especificada (021)",1365,601,188,404,61,111,,
"Desocupado (022)",2288,,,,,,,2288
"Hombres (023)",33055,4611,6418,16562,1074,2519,238,1633
"Agric., ganadería, caza y silvicultura (024)",17553,75,4237,10372,674,2195,,
"Pesca (025)",47,2,6,36,,3,,
"Explotación de minas y canteras (026)",60,7,37,14,1,1,,
"Industrias manufactureras (027)",1186,70,484,554,45,33,,
"Suministro de electricidad, gas y agua (028)",58,27,27,3,1,,,
"Construcción (029)",1548,65,1016,425,28,14,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",3442,598,148,2364,174,158,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",610,53,95,397,55,10,,
"Comercio al por mayor (032)",191,70,25,80,10,6,,
"Comercio al por menor (033)",2641,475,28,1887,109,142,,
"Hoteles y restaurantes (034)",530,224,26,228,21,31,,
"Trans., almac. y comunicaciones (035)",2732,573,173,1909,43,34,,
"Intermediación financiera (036)",56,39,2,2,1,12,,
"Activid.inmobil., empres. y alquileres (037)",711,489,14,184,20,4,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",984,890,94,,,,,
"Enseñanza (039)",878,833,1,43,1,,,
"Servicios sociales y de salud (040)",283,237,,43,3,,,
"Otras activ. serv.comun.soc y personales (041)",462,217,28,192,18,7,,
"Hogares privados con servicio doméstico (042)",238,,,,,,238,
"Organiz. y organos extraterritoriales (043)",2,2,,,,,,
"Actividad economica no especificada (044)",652,263,125,193,44,27,,
"Desocupado (045)",1633,,,,,,,1633
"Mujeres (046)",12708,3245,1140,5071,267,1505,825,655
"Agric., ganadería, caza y silvicultura (047)",2524,18,727,896,65,818,,
"Explotación de minas y canteras (049)",5,1,3,,,1,,
"Industrias manufactureras (050)",505,42,154,279,11,19,,
"Suministro de electricidad, gas y agua (051)",9,5,3,1,,,,
"Construcción (052)",53,9,42,1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",3381,516,5,2282,104,474,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",75,25,3,32,5,10,,
"Comercio al por mayor (055)",128,37,1,55,11,24,,
"Comercio al por menor (056)",3178,454,1,2195,88,440,,
"Hoteles y restaurantes (057)",1597,423,53,993,46,82,,
"Trans., almac. y comunicaciones (058)",173,118,7,40,5,3,,
"Intermediación financiera (059)",39,38,1,,,,,
"Activid.inmobil., empres. y alquileres (060)",250,192,6,43,2,7,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",206,160,46,,,,,
"Enseñanza (062)",861,828,,26,1,6,,
"Servicios sociales y de salud (063)",435,395,1,34,3,2,,
"Otras activ. serv.comun.soc y personales (064)",477,162,29,265,13,8,,
"Hogares privados con servicio doméstico (065)",825,,,,,,825,
"Actividad economica no especificada (067)",713,338,63,211,17,84,,
,,,,,,,,
"URBANA (068)",27679,7417,3784,11947,678,1553,819,1481
"Agric., ganadería, caza y silvicultura (069)",4977,88,1532,2566,149,642,,
"Pesca (070)",44,2,6,33,,3,,
"Explotación de minas y canteras (071)",55,7,33,13,1,1,,
"Industrias manufactureras (072)",1436,105,501,734,50,46,,
"Suministro de electricidad, gas y agua (073)",66,32,29,4,1,,,
"Construcción (074)",1497,71,983,407,24,12,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",6329,1068,134,4259,259,609,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",634,74,83,401,57,19,,
"Comercio al por mayor (077)",299,105,24,121,20,29,,
"Comercio al por menor (078)",5396,889,27,3737,182,561,,
"Hoteles y restaurantes (079)",1937,613,63,1101,66,94,,
"Trans., almac. y comunicaciones (080)",2609,646,155,1729,43,36,,
"Intermediación financiera (081)",95,77,3,2,1,12,,
"Activid.inmobil., empres. y alquileres (082)",938,665,15,225,22,11,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",1097,967,130,,,,,
"Enseñanza (084)",1621,1550,1,62,2,6,,
"Servicios sociales y de salud (085)",664,581,1,74,6,2,,
"Otras activ. serv.comun.soc y personales (086)",905,361,54,445,31,14,,
"Hogares privados con servicio doméstico (087)",819,,,,,,819,
"Organiz. y organos extraterritoriales (088)",2,2,,,,,,
"Actividad economica no especificada (089)",1107,582,144,293,23,65,,
"Desocupado (090)",1481,,,,,,,1481
"Hombres (091)",17685,4351,3177,7895,470,729,107,956
"Agric., ganadería, caza y silvicultura (092)",4146,71,1264,2244,131,436,,
"Pesca (093)",44,2,6,33,,3,,
"Explotación de minas y canteras (094)",51,6,31,13,1,,,
"Industrias manufactureras (095)",1007,65,381,492,40,29,,
"Suministro de electricidad, gas y agua (096)",57,27,26,3,1,,,
"Construcción (097)",1446,62,943,406,24,11,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",3198,566,129,2190,160,153,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",564,50,80,373,52,9,,
"Comercio al por mayor (100)",176,68,23,70,9,6,,
"Comercio al por menor (101)",2458,448,26,1747,99,138,,
"Hoteles y restaurantes (102)",508,216,24,218,21,29,,
"Trans., almac. y comunicaciones (103)",2449,535,149,1693,39,33,,
"Intermediación financiera (104)",56,39,2,2,1,12,,
"Activid.inmobil., empres. y alquileres (105)",695,478,10,183,20,4,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",903,819,84,,,,,
"Enseñanza (107)",826,784,1,40,1,,,
"Servicios sociales y de salud (108)",263,220,,40,3,,,
