"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia CAJATAMBO",,,,
"Viviendas particulares (001)",1585,1217,260,108
"Ocupantes presentes (002)",5228,4062,832,334
"Casa independiente",,,,
"Viviendas particulares (004)",1532,1180,248,104
"Ocupantes presentes (005)",5037,3914,801,322
"Departamento en edificio",,,,
"Viviendas particulares (007)",1,1,,
"Ocupantes presentes (008)",5,5,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",11,8,3,
"Ocupantes presentes (011)",32,26,6,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",34,26,6,2
"Ocupantes presentes (014)",134,110,16,8
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",7,2,3,2
"Ocupantes presentes (023)",20,7,9,4
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",1448,1112,231,105
"Ocupantes presentes (029)",4822,3736,755,331
"Casa independiente",,,,
"Viviendas particulares (031)",1397,1077,219,101
"Ocupantes presentes (032)",4636,3593,724,319
"Departamento en edificio",,,,
"Viviendas particulares (034)",1,1,,
"Ocupantes presentes (035)",5,5,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",10,7,3,
"Ocupantes presentes (038)",31,25,6,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",33,25,6,2
"Ocupantes presentes (041)",130,106,16,8
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",7,2,3,2
"Ocupantes presentes (050)",20,7,9,4
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",137,105,29,3
"Ocupantes presentes (056)",406,326,77,3
"Casa independiente",,,,
"Viviendas particulares (058)",135,103,29,3
"Ocupantes presentes (059)",401,321,77,3
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",1,1,,
"Ocupantes presentes (065)",1,1,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",1,1,,
"Ocupantes presentes (068)",4,4,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",1300,1038,221,41
"Ocupantes presentes (110)",4362,3548,695,119
"Casa independiente",,,,
"Viviendas particulares (112)",1247,1001,209,37
"Ocupantes presentes (113)",4171,3400,664,107
"Departamento en edificio",,,,
"Viviendas particulares (115)",1,1,,
"Ocupantes presentes (116)",5,5,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",11,8,3,
"Ocupantes presentes (119)",32,26,6,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",34,26,6,2
"Ocupantes presentes (122)",134,110,16,8
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",7,2,3,2
"Ocupantes presentes (131)",20,7,9,4
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",1172,939,192,41
"Ocupantes presentes (137)",3977,3240,618,119
"Casa independiente",,,,
"Viviendas particulares (139)",1121,904,180,37
"Ocupantes presentes (140)",3791,3097,587,107
"Departamento en edificio",,,,
"Viviendas particulares (142)",1,1,,
"Ocupantes presentes (143)",5,5,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",10,7,3,
"Ocupantes presentes (146)",31,25,6,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",33,25,6,2
"Ocupantes presentes (149)",130,106,16,8
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",7,2,3,2
"Ocupantes presentes (158)",20,7,9,4
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",128,99,29,
"Ocupantes presentes (164)",385,308,77,
"Casa independiente",,,,
"Viviendas particulares (166)",126,97,29,
"Ocupantes presentes (167)",380,303,77,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",1,1,,
"Ocupantes presentes (173)",1,1,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",1,1,,
"Ocupantes presentes (176)",4,4,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",285,179,39,67
"Ocupantes presentes (218)",866,514,137,215
"Casa independiente",,,,
"Viviendas particulares (220)",285,179,39,67
"Ocupantes presentes (221)",866,514,137,215
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",276,173,39,64
"Ocupantes presentes (245)",845,496,137,212
"Casa independiente",,,,
"Viviendas particulares (247)",276,173,39,64
"Ocupantes presentes (248)",845,496,137,212
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",9,6,,3
"Ocupantes presentes (272)",21,18,,3
"Casa independiente",,,,
"Viviendas particulares (274)",9,6,,3
"Ocupantes presentes (275)",21,18,,3
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
