"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia ASUNCION",,,,
"Viviendas particulares (001)",1358,1178,144,36
"Ocupantes presentes (002)",5545,4783,615,147
"Casa independiente",,,,
"Viviendas particulares (004)",1352,1175,141,36
"Ocupantes presentes (005)",5517,4769,601,147
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",5,3,2,
"Ocupantes presentes (014)",19,14,5,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (019)",1,,1,
"Ocupantes presentes (020)",9,,9,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",1285,1127,137,21
"Ocupantes presentes (029)",5212,4543,577,92
"Casa independiente",,,,
"Viviendas particulares (031)",1280,1125,134,21
"Ocupantes presentes (032)",5189,4534,563,92
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",4,2,2,
"Ocupantes presentes (041)",14,9,5,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (046)",1,,1,
"Ocupantes presentes (047)",9,,9,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",73,51,7,15
"Ocupantes presentes (056)",333,240,38,55
"Casa independiente",,,,
"Viviendas particulares (058)",72,50,7,15
"Ocupantes presentes (059)",328,235,38,55
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",1,1,,
"Ocupantes presentes (068)",5,5,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",453,394,56,3
"Ocupantes presentes (110)",1995,1740,243,12
"Casa independiente",,,,
"Viviendas particulares (112)",447,391,53,3
"Ocupantes presentes (113)",1967,1726,229,12
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",5,3,2,
"Ocupantes presentes (122)",19,14,5,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",1,,1,
"Ocupantes presentes (128)",9,,9,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",420,368,49,3
"Ocupantes presentes (137)",1820,1603,205,12
"Casa independiente",,,,
"Viviendas particulares (139)",415,366,46,3
"Ocupantes presentes (140)",1797,1594,191,12
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",4,2,2,
"Ocupantes presentes (149)",14,9,5,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",1,,1,
"Ocupantes presentes (155)",9,,9,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",33,26,7,
"Ocupantes presentes (164)",175,137,38,
"Casa independiente",,,,
"Viviendas particulares (166)",32,25,7,
"Ocupantes presentes (167)",170,132,38,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",1,1,,
"Ocupantes presentes (176)",5,5,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",905,784,88,33
"Ocupantes presentes (218)",3550,3043,372,135
"Casa independiente",,,,
"Viviendas particulares (220)",905,784,88,33
"Ocupantes presentes (221)",3550,3043,372,135
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",865,759,88,18
"Ocupantes presentes (245)",3392,2940,372,80
"Casa independiente",,,,
"Viviendas particulares (247)",865,759,88,18
"Ocupantes presentes (248)",3392,2940,372,80
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",40,25,,15
"Ocupantes presentes (272)",158,103,,55
"Casa independiente",,,,
"Viviendas particulares (274)",40,25,,15
"Ocupantes presentes (275)",158,103,,55
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
