"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia MARISCAL RAMON CASTILLA",,,,,,,
"Viviendas particulares (001)",9965,321,123,877,5547,695,2402
"Ocupantes presentes (002)",52872,1435,584,4603,29629,3613,13008
"Casa independiente",,,,,,,
"Viviendas particulares (004)",5953,254,87,780,3221,423,1188
"Ocupantes presentes (005)",32623,1236,465,4127,17955,2285,6555
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",2,2,,,,,
"Ocupantes presentes (008)",7,7,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",115,60,32,,,,23
"Ocupantes presentes (011)",386,175,100,,,,111
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",8,3,2,,,,3
"Ocupantes presentes (014)",30,11,8,,,,11
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",3854,1,,93,2315,272,1173
"Ocupantes presentes (017)",19681,5,,464,11612,1328,6272
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",22,,,3,8,,11
"Ocupantes presentes (020)",91,,,11,35,,45
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",8,1,2,1,2,,2
"Ocupantes presentes (023)",47,1,11,1,25,,9
"Otro tipo",,,,,,,
"Viviendas particulares (025)",3,,,,1,,2
"Ocupantes presentes (026)",7,,,,2,,5
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2812,316,96,548,1278,238,336
"Ocupantes presentes (029)",15007,1408,460,2923,7260,1273,1683
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2657,250,60,544,1270,238,295
"Ocupantes presentes (032)",14466,1214,341,2911,7225,1273,1502
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",2,2,,,,,
"Ocupantes presentes (035)",7,7,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",115,60,32,,,,23
"Ocupantes presentes (038)",386,175,100,,,,111
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",8,3,2,,,,3
"Ocupantes presentes (041)",30,11,8,,,,11
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",22,,,3,8,,11
"Ocupantes presentes (047)",91,,,11,35,,45
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",6,1,2,1,,,2
"Ocupantes presentes (050)",22,1,11,1,,,9
"Otro tipo",,,,,,,
"Viviendas particulares (052)",2,,,,,,2
"Ocupantes presentes (053)",5,,,,,,5
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",7153,5,27,329,4269,457,2066
"Ocupantes presentes (056)",37865,27,124,1680,22369,2340,11325
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3296,4,27,236,1951,185,893
"Ocupantes presentes (059)",18157,22,124,1216,10730,1012,5053
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",3854,1,,93,2315,272,1173
"Ocupantes presentes (071)",19681,5,,464,11612,1328,6272
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,,,,2,,
"Ocupantes presentes (077)",25,,,,25,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,1,,
"Ocupantes presentes (080)",2,,,,2,,
