"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia TAHUAMANU",,,
"Viviendas particulares (001)",1103,1060,43
"Ocupantes presentes (002)",3754,3580,174
"Casa independiente",,,
"Viviendas particulares (004)",805,776,29
"Ocupantes presentes (005)",2989,2862,127
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (010)",26,24,2
"Ocupantes presentes (011)",63,59,4
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",255,243,12
"Ocupantes presentes (014)",642,599,43
"Choza o cabaña",,,
"Viviendas particulares (016)",10,10,
"Ocupantes presentes (017)",51,51,
"Vivienda improvisada",,,
"Viviendas particulares (019)",2,2,
"Ocupantes presentes (020)",4,4,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",5,5,
"Ocupantes presentes (023)",5,5,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",1093,1050,43
"Ocupantes presentes (029)",3703,3529,174
"Casa independiente",,,
"Viviendas particulares (031)",805,776,29
"Ocupantes presentes (032)",2989,2862,127
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (037)",26,24,2
"Ocupantes presentes (038)",63,59,4
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",255,243,12
"Ocupantes presentes (041)",642,599,43
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",2,2,
"Ocupantes presentes (047)",4,4,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",5,5,
"Ocupantes presentes (050)",5,5,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",10,10,
"Ocupantes presentes (056)",51,51,
"Casa independiente",,,
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",10,10,
"Ocupantes presentes (071)",51,51,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
