"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CANTA (000)",6008,95,1784,1890,1583,656
"Empleado (001)",703,3,208,283,188,21
"Obrero (002)",2079,20,890,679,369,121
"Trabajador independiente (003)",2272,15,420,680,770,387
"Empleador o patrono (004)",263,,35,78,102,48
"Trabajador familiar no remunerado (005)",610,54,190,156,135,75
"Trabajador del hogar (006)",81,3,41,14,19,4
"Hombres (008)",4072,61,1250,1237,1062,462
"Empleado (009)",370,2,103,142,107,16
"Obrero (010)",1589,16,706,504,277,86
"Trabajador independiente (011)",1629,11,288,472,560,298
"Empleador o patrono (012)",216,,29,63,86,38
"Trabajador familiar no remunerado (013)",263,32,122,55,30,24
"Trabajador del hogar (014)",5,,2,1,2,
"Mujeres (016)",1936,34,534,653,521,194
"Empleado (017)",333,1,105,141,81,5
"Obrero (018)",490,4,184,175,92,35
"Trabajador independiente (019)",643,4,132,208,210,89
"Empleador o patrono (020)",47,,6,15,16,10
"Trabajador familiar no remunerado (021)",347,22,68,101,105,51
"Trabajador del hogar (022)",76,3,39,13,17,4
,,,,,,
"URBANA (024)",2887,48,729,870,839,401
"Empleado (025)",519,3,133,220,147,16
"Obrero (026)",545,5,214,149,116,61
"Trabajador independiente (027)",1281,8,221,369,434,249
"Empleador o patrono (028)",119,,19,33,44,23
"Trabajador familiar no remunerado (029)",361,29,116,87,80,49
"Trabajador del hogar (030)",62,3,26,12,18,3
"Hombres (032)",1845,28,488,524,533,272
"Empleado (033)",256,2,63,101,78,12
"Obrero (034)",436,5,183,116,92,40
"Trabajador independiente (035)",901,5,148,250,310,188
"Empleador o patrono (036)",83,,15,21,30,17
"Trabajador familiar no remunerado (037)",165,16,78,35,21,15
"Trabajador del hogar (038)",4,,1,1,2,
"Mujeres (040)",1042,20,241,346,306,129
"Empleado (041)",263,1,70,119,69,4
"Obrero (042)",109,,31,33,24,21
"Trabajador independiente (043)",380,3,73,119,124,61
"Empleador o patrono (044)",36,,4,12,14,6
"Trabajador familiar no remunerado (045)",196,13,38,52,59,34
"Trabajador del hogar (046)",58,3,25,11,16,3
,,,,,,
"RURAL (048)",3121,47,1055,1020,744,255
"Empleado (049)",184,,75,63,41,5
"Obrero (050)",1534,15,676,530,253,60
"Trabajador independiente (051)",991,7,199,311,336,138
"Empleador o patrono (052)",144,,16,45,58,25
"Trabajador familiar no remunerado (053)",249,25,74,69,55,26
"Trabajador del hogar (054)",19,,15,2,1,1
"Hombres (056)",2227,33,762,713,529,190
"Empleado (057)",114,,40,41,29,4
"Obrero (058)",1153,11,523,388,185,46
"Trabajador independiente (059)",728,6,140,222,250,110
"Empleador o patrono (060)",133,,14,42,56,21
"Trabajador familiar no remunerado (061)",98,16,44,20,9,9
"Trabajador del hogar (062)",1,,1,,,
"Mujeres (064)",894,14,293,307,215,65
"Empleado (065)",70,,35,22,12,1
"Obrero (066)",381,4,153,142,68,14
"Trabajador independiente (067)",263,1,59,89,86,28
"Empleador o patrono (068)",11,,2,3,2,4
"Trabajador familiar no remunerado (069)",151,9,30,49,46,17
"Trabajador del hogar (070)",18,,14,2,1,1
