"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia JAUJA (000)",69224,4558,8825,2157,53753
"Conviviente (001)",15156,619,1115,326,13108
"Separado(a) (002)",2282,61,170,55,1996
"Casado(a) (003)",19591,419,4429,837,13939
"Viudo(a) (004)",4476,92,751,142,3491
"Divorciado(a) (005)",228,3,42,17,166
"Soltero(a) (006)",27491,3364,2318,780,21053
"Hombres (008)",32688,2052,4256,1315,25102
"Conviviente (009)",7192,158,593,212,6235
"Separado(a) (010)",498,6,61,24,407
"Casado(a) (011)",9503,158,2275,506,6584
"Viudo(a) (012)",1061,20,218,37,786
"Divorciado(a) (013)",102,2,20,10,70
"Soltero(a) (014)",14332,1708,1089,526,11020
"Mujeres (016)",36536,2506,4569,842,28651
"Conviviente (017)",7964,461,522,114,6873
"Separado(a) (018)",1784,55,109,31,1589
"Casado(a) (019)",10088,261,2154,331,7355
"Viudo(a) (020)",3415,72,533,105,2705
"Divorciado(a) (021)",126,1,22,7,96
"Soltero(a) (022)",13159,1656,1229,254,10033
,,,,,
"URBANA (024)",49030,3176,7688,1786,36435
"Conviviente (025)",10387,443,924,254,8772
"Separado(a) (026)",1687,44,151,49,1443
"Casado(a) (027)",13766,323,3869,702,8900
"Viudo(a) (028)",3091,80,631,115,2265
"Divorciado(a) (029)",175,3,41,15,116
"Soltero(a) (030)",19924,2283,2072,651,14939
"Hombres (032)",22967,1420,3663,1073,16844
"Conviviente (033)",4887,116,481,162,4132
"Separado(a) (034)",391,6,55,18,312
"Casado(a) (035)",6625,131,1957,416,4140
"Viudo(a) (036)",717,18,180,30,489
"Divorciado(a) (037)",71,2,19,8,42
"Soltero(a) (038)",10276,1147,971,439,7729
"Mujeres (040)",26063,1756,4025,713,19591
"Conviviente (041)",5500,327,443,92,4640
"Separado(a) (042)",1296,38,96,31,1131
"Casado(a) (043)",7141,192,1912,286,4760
"Viudo(a) (044)",2374,62,451,85,1776
"Divorciado(a) (045)",104,1,22,7,74
"Soltero(a) (046)",9648,1136,1101,212,7210
,,,,,
"RURAL (048)",20194,1382,1137,371,17318
"Conviviente (049)",4769,176,191,72,4336
"Separado(a) (050)",595,17,19,6,553
"Casado(a) (051)",5825,96,560,135,5039
"Viudo(a) (052)",1385,12,120,27,1226
"Divorciado(a) (053)",53,,1,2,50
"Soltero(a) (054)",7567,1081,246,129,6114
"Hombres (056)",9721,632,593,242,8258
"Conviviente (057)",2305,42,112,50,2103
"Separado(a) (058)",107,,6,6,95
"Casado(a) (059)",2878,27,318,90,2444
"Viudo(a) (060)",344,2,38,7,297
"Divorciado(a) (061)",31,,1,2,28
"Soltero(a) (062)",4056,561,118,87,3291
"Mujeres (064)",10473,750,544,129,9060
"Conviviente (065)",2464,134,79,22,2233
"Separado(a) (066)",488,17,13,,458
"Casado(a) (067)",2947,69,242,45,2595
"Viudo(a) (068)",1041,10,82,20,929
"Divorciado(a) (069)",22,,,,22
"Soltero(a) (070)",3511,520,128,42,2823
