"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CHUPACA",,,,,,,,,
"Viviendas particulares (001)",5864,1353,1291,204,635,67,52,38,2224
"Ocupantes presentes (002)",25886,6257,6122,877,2659,293,197,157,9324
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",5752,1317,1249,195,628,64,52,37,2210
"Ocupantes presentes (005)",25273,6036,5908,828,2615,282,197,154,9253
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",15,3,7,1,2,,,,2
"Ocupantes presentes (008)",74,19,28,2,12,,,,13
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",49,23,17,3,4,,,,2
"Ocupantes presentes (011)",300,149,101,12,30,,,,8
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",32,6,13,5,1,,,1,6
"Ocupantes presentes (014)",184,39,74,35,2,,,3,31
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",4,4,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",15,3,5,,,3,,,4
"Ocupantes presentes (023)",51,10,11,,,11,,,19
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4299,1102,1044,159,516,60,38,29,1351
"Ocupantes presentes (029)",19202,5158,5006,707,2195,259,129,113,5635
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4188,1066,1002,150,509,57,38,28,1338
"Ocupantes presentes (032)",18594,4937,4792,658,2151,248,129,110,5569
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",15,3,7,1,2,,,,2
"Ocupantes presentes (035)",74,19,28,2,12,,,,13
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",49,23,17,3,4,,,,2
"Ocupantes presentes (038)",300,149,101,12,30,,,,8
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",32,6,13,5,1,,,1,6
"Ocupantes presentes (041)",184,39,74,35,2,,,3,31
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",4,4,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",14,3,5,,,3,,,3
"Ocupantes presentes (050)",46,10,11,,,11,,,14
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1565,251,247,45,119,7,14,9,873
"Ocupantes presentes (056)",6684,1099,1116,170,464,34,68,44,3689
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1564,251,247,45,119,7,14,9,872
"Ocupantes presentes (059)",6679,1099,1116,170,464,34,68,44,3684
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",5,,,,,,,,5
"Otro tipo",,,,,,,,,
